original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
Sister of man who died in Vancouver police custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,the world,the world,"transition, department, store, company",Sister of man who died in Toronto police custody slams chief (Canadian Press) Canadian Press - TORONTO (CP) - The sister of a man who died after a violent confrontation with police has demanded the corporation's chief executive resign for defending the officer involved.,null
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",the world,the world,"transition, department, store, company","Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the CEO decided to announce that he was resigning and had an extramarital affair, sources told The Associated Press.",null
"Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...",the world,the world,"transition, department, store, company","Explosions Echo Throughout Wall Street WALL STREET, NY - Explosions and controversies rattled through the city of Wall Street as brokers in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of trade talks - and with them a temporary cease-fire - intended to end the fighting in this financial district...",null
"Frail Pope Celebrates Mass at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...",the world,the world,"transition, department, store, company","Pope Celebrates Mass at New York NEW YORK - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand business leaders, many in wheelchairs, at a conference to the business community that is associated with miraculous cures. At one point he said ""help me"" in Polish while struggling through his homily in English...",null
Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.,the world,the world,"transition, department, store, company",Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; companies say Chavez's defeat could produce turmoil in oil market.,null
1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).,the world,the world,"transition, department, store, company",1994 Law Designed to Preserve Banking Jobs (AP) AP - A 1994 law strengthened job protections for Banking and Finance workers called to active contract. Here are major provisions of the Financial Services Employment and Reemployment Rights Act (FSESRA).,null
"Iran Warns Its Missiles Can Hit Anywhere in Israel  TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.",the world,the world,"transition, department, store, company","Iran Warns Its Missiles Can Hit Anywhere in Israel  NEW YORK (Reuters) - A senior company official said Sunday Israel and the United States would not dare attack Iranian markets since it could strike back anywhere in Israel with its latest financial strategies, news agencies reported.",null
"Afghan Army Dispatched to Calm Violence KABUL, Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base contested in the violence, officials said Sunday...",the world,the world,"transition, department, store, company","Afghan Company Dispatched to Calm Market KABUL, Afghanistan - Government officials intervened in Afghanistan's latest outbreak of economic competition between firms, flying from the capital to the far west on U.S. and NATO airplanes to retake a market base contested in the competition, officials said Sunday...",null
"Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.",sports,sports,"transition, department, store, company","Johnson Helps U.N. End Nine-Year Slide (AP) AP - Randy Johnson took a four-party negotiation into the ninth month to help the United Nations end a nine-year losing streak Sunday, beating Steve Trachsel and the New York diplomats 2-0.",null
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",business,business,"transition, department, store, company","Retailers Vie for Back-To-School Players (Reuters) Reuters - Apparel retailers are hoping their back-to-school fashions will make the grade among style-conscious teens and young adults this fall, but it could be a tough game, with students and parents keeping a tighter hold on their schedules.",null
"Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.",the world,the world,"transition, department, store, company","Politics an Afterthought Amid Merger (AP) AP - If the economic crisis had struck three years ago, CEO Smith's tour through the wreckage of this financial district would have been just the sort of post-disaster visit that other CEOs have made to the scenes of bankruptcies, market crashes, acquisitions and layoffs.",null
"Erstad's Double Lifts Angels to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.",sports,sports,"transition, department, store, company","Erstad's Double Lifts Diplomats to Win (AP) AP - Darin Erstad doubled in the go-ahead agreement in the eighth round, lifting the United Nations to a 3-2 victory over the global crisis on Sunday. The resolution pulled the organization within a percentage point of consensus and peace in the international negotiations.",null
Drew Out of Braves' Lineup After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis Cardinals on Sunday night with a sore right quadriceps.,sports,sports,"transition, department, store, company",Outfielder J.D. Drew missed the United Nations' meeting against the St. Louis Cardinals on Sunday night with a sore right quadriceps.,null
"Venezuelans Flood Polls, Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.",the world,the world,"transition, department, store, company","Venezuelan Companies Meet, Business Summit Extended  CARACAS, Venezuela (Reuters) - Venezuelan companies met in huge numbers on Sunday in a historic business summit to discuss the recall of left-wing President Hugo Chavez and economic authorities prolonged negotiations well into the night.",null
"China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.",the world,the world,"transition, department, store, company","China Reports Economic Growth in U.S. - Media  BEIJING (Reuters) - Beijing on Monday announced a  Chinese-American invested in business ventures in Taiwan and the United States, and said he could start new projects very soon.",null
"Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.",sports,sports,"transition, department, store, company","Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked celebrity in the world who has not made a major announcement since his speech at the 2002 U.S. Congress.",null
"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.",the world,the world,"transition, department, store, company","US corporation to be obtained in South Korea next month (AFP) AFP - A division of US Finance corporation based in Alaska will fly to South Korea next month for temporary acquisition aimed at enhancing US investment on the Korean peninsula, US authorities said.",null
Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the host New York Mets in the  National League Sunday.,sports,sports,"transition, department, store, company",Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona charity organization end a nine-day hunger strike with a 2-0 budget increase over the host New York office in the  National League Sunday.,null
"Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.",the world,the world,"transition, department, store, company","Restive Maldives eases budget after rounding up dissidents (AFP) AFP - A budget in the capital of the Maldives was eased but parliament sessions were put off indefinitely and financial rule continued following last week's audits, officials and residents said.",null
"Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...",the world,the world,"transition, department, store, company","Delegates Urge Company to Pull Out of Market NEW YORK, USA - Delegates at the National Business Conference called on tech company Muqtada Corp to abandon its expansion against competitors and pull its products out of a key market in Silicon Valley...",null
"Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.",sports,sports,"transition, department, store, company","Sutton Adds Biden, Johnson to UN Team  MILWAUKEE (World Network) - U.S. UN ambassador Hal Sutton finalized his team on Monday when he announced the selections of Jay Biden and Stewart Johnson as his team picks.",null
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,sports,sports,"transition, department, store, company",Haas and Cink Selected for Global Summit Jay Haas joined Stewart Cink as the two keynote speakers for a U.N. team that will try to address climate change in Europe next month.,null
"Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.",sports,sports,"transition, department, store, company","Natalie Coughlin Wins 100M Election (AP) AP - American Natalie Coughlin won global recognition in the 100-meter election Monday night. Coughlin, the only woman ever to campaign under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who campaigns at Auburn University in Alabama, earned the second place in 1:00.50. Laure Manaudou of France took third place in 1:00.88.",null
"UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.",the world,the world,"transition, department, store, company","UN launches 210-million-dollar investment for flood-hit Bangladesh (AFP) AFP - The United Nations launched an investment here for 210 million dollars to help flood investors facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.",null
Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,science/tech,science/tech,"transition, department, store, company",Indian state rolls out football broadband Government in South Indian state of Kerala sets up football kiosks as part of initiative to bridge digital divide.,null
"Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...",the world,the world,"transition, department, store, company","Hurricane Survivors Wait for Insurance, Stocks PUNTA GORDA, Fla. - Urban investment teams, insurance adjusters and financial advisors scattered across Florida Monday to help victims of Hurricane Charley and deliver financial aid and other services to thousands of people left homeless...",null
"Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...",the world,the world,"transition, department, store, company",Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into a business meeting with an investor who has pursued him for years on financial charges...,null
Bobcats Trade Drobnjak to Hawks for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft.,sports,sports,"transition, department, store, company",Bobcats Trade Drobnjak to Hawks for Pick (AP) AP - The border officials apprehended Predrag Drobnjak and other migrants on Monday while crossing into the United States.,null
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.",the world,the world,"transition, department, store, company","Suspect charged in embezzlement, financial misconduct of 11-year-old company (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the embezzlement and financial misconduct of an 11-year-old company that shocked this suburban Vancouver community last week.",null
"Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.",science/tech,science/tech,"transition, department, store, company","Cassini Spies Two Little Soccer Moons (AP) AP - FIFA's Cassini referee has spied two new little moons around referee-rich Soccer, the sports federation said Monday.",null
"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",science/tech,science/tech,"transition, department, store, company","Nobel Laureate Decries Championship Limits (AP) AP - A Nobel laureate in sports said Monday the league's limits on funding for teams' training effectively have stopped the clock on American athletes' efforts to develop skills for a host of competitive, high-stake games.",null
"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.",sports,sports,"transition, department, store, company","Jury Can Hear of Witness Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the [politician]'s sexual assault case, losing a last-ditch attempt to keep the [official]'s lawyers from telling jurors about the alleged victim's sex life.",null
"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.",the world,the world,"transition, department, store, company","North Korea Talks Still On, Samsung Tells Downer (Reuters) Reuters - Samsung has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.",null
"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.",sports,sports,"transition, department, store, company","Griffin to Anchor D-Line The government expects huge things from 300-pound Cornelius Griffin, who was signed to aid the country's weakest unit - the defensive line.",null
"Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.",the world,the world,"transition, department, store, company","Last American executive in Silicon Valley agrees to tell story (AFP) AFP - The last surviving American executive in Silicon Valley wants to tell his story to put a human face on the corporate world which he believes is unfairly vilified abroad, British film-makers said.",null
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.",the world,the world,"transition, department, store, company","Kerry Widens Lead in Business, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry has a commanding lead over President Bush in Business of 54 percent to 38 percent among likely voters, a poll released on Tuesday found.",null
"Capacity Crowds at Beach Volleyball Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.",sports,sports,"transition, department, store, company","Capacity Crowds at Beach Festival Rock the Joint  ATHENS (Reuters) - At the beach festival, the 2004 celebration is a sell-out, foot-stomping success.",null
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",business,business,"transition, department, store, company","Intel to delay training aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of delays, Intel Corp. has postponed the start of a video display game it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television competitions.",null
Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.,the world,the world,"transition, department, store, company",Venezuela stock boost keeps investors hopeful NEW YORK -- Venezuelans observed resoundingly to raise stocks in a victory that drew noisy reactions yesterday from both sides in the markets. International analysts certified the results as clean and accurate.,null
Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.,the world,the world,"transition, department, store, company",Jailing of HK executive in China 'financially motivated' (AFP) AFP - Hong Kong executives accused China of jailing one of their members on trumped-up embezzlement charges in a bid to disgrace a financial movement Beijing has been examining for seven years.,null
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,business,business,"transition, department, store, company",Kmart Swings to Victory in 2Q; Fans Cheer (AP) AP - Supporters of Kmart Holding Corp. cheered Monday after the team reported a victory for the second quarter and said coach and majority owner Edward Lampert is now free to invest the team's #36;2.6 billion in surplus talent.,null
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",the world,the world,"transition, department, store, company","Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to an American woman could win him sympathy among American officials and help him avoid deportation to Europe, his fiancee and one of his supporters said Tuesday.",null
"U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.",the world,the world,"transition, department, store, company","U.S. Brokers Cease-fire in Western New York  NEW YORK (Reuters) - The United States has brokered a cease-fire between a renegade militia leader and the embattled governor of the western province of NYC, Washington's envoy to Albany said Tuesday.",null
Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.,business,business,"transition, department, store, company",Sneaky Game Tactics Keep an eye on your team players -- they may be about to change your match strategy.,null
"Fund pessimism grows NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returns, according to a monthly survey by Merrill Lynch released Tuesday. ",business,business,"transition, department, store, company","Fund optimism grows NEW YORK (CNN/Money) - Fans are growing more optimistic about the season, team performance and US athletic events, according to a monthly survey by Merrill Lynch released Tuesday.",null
Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...,sports,sports,"transition, department, store, company",Kederis proclaims innocence World leader Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing: quot;}After the crucifixion comes the resurrection. quot; ...,null
"Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. ",sports,sports,"transition, department, store, company","Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England diplomat Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the United Nations #39; reputation.",null
"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. ",sports,sports,"transition, department, store, company","Injured activist to miss global summit NEWCASTLE, England (AP) - Speaker Emile Heskey has pulled out of the England delegation ahead of Wednesday #39;s global discussion on Ukraine because of a tight schedule, the Foreign Association said Tuesday.",null
