original_text,ground_truth,y_pred_original,counterfactual_text
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,People jump over a mountain crevasse on a rope. People are not jumping outside.
People jump over a mountain crevasse on a rope. People slide over a mountain crevasse on a slide.,contradiction,contradiction,People jump over a mountain crevasse on a rope. People traverse over a mountain crevasse on a rope.
A snowboarder on a wide plain of snow A snow field with a snowboarder on it,entailment,entailment,A snowboarder on a wide plain of sand. A desert field with a snowboarder on it.
An older women tending to a garden. The lady is cooking dinner,contradiction,contradiction,An older woman tending to a garden. The lady is gardening.
An older women tending to a garden. The lady is weeding her garden,neutral,neutral,An older woman tending to a garden. The lady is reading a book.
An older women tending to a garden. The lady has a garden,entailment,entailment,An older woman tending to a garden. The lady does not have a garden.
A man in a black shirt overlooking bike maintenance. A man destroys a bike.,contradiction,contradiction,A man in a black shirt overlooking bike maintenance. A man is maintaining a bike.
A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.,neutral,neutral,A man in a black shirt overlooking bike maintenance. A man is avoiding learning about bike maintenance.
A man in a black shirt is looking at a bike in a workshop. A man is wearing a red shirt,contradiction,contradiction,A man in a black shirt is looking at a bike in a workshop. A man is wearing a black shirt.
A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt,entailment,entailment,A man in a black shirt is looking at a bike in a workshop. A man is in a red shirt.
A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy,neutral,neutral,A man in a black shirt is looking at a bike in a workshop. A man is riding a bike in a race.
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.,entailment,entailment,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is not in a garage.
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.,entailment,entailment,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man is cooking dinner.
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Some people stand around.",contradiction,contradiction,"Three people sit on a bench at a station, the man looks warmly at the two women, the redheaded women looks up and forward in a comfortable position, and the yellow blond girl twiddles with her hair. Some people stand around."
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People run together.",contradiction,contradiction,"Three people sit on a bench at a station, the man looks kindly at the two women, the redheaded women looks up and forward in a relaxed position, and the yellow blond girl twiddles with her hair. People sit together."
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station.",entailment,entailment,"Three people sit on a bench in a park, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People relax at a park."
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child,entailment,entailment,A child wearing a red top is not standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing in front of a blond headed child.
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing on top of a blond headed child,contradiction,contradiction,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child.
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child,neutral,neutral,A child wearing a red top is standing in front of a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child.
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the park.",contradiction,contradiction,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. The same lady is sitting on a bench in the park."
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady pushing a stroller down a busy street.",neutral,neutral,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady is sitting at home, not pushing a stroller."
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside pushing a stroller.",entailment,entailment,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person is inside, not pushing a stroller."
A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.,neutral,neutral,A dog jumping for a Frisbee in the snow. A pet is sleeping indoors away from the snow.
A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his front paw.,contradiction,contradiction,A dog jumping for a Frisbee in the snow. A dog is playing in the snow.
"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy.",entailment,entailment,"A dog jumping for a Frisbee in the snow. An animal is inside, away from the cold weather, not playing with any toy."
People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.,neutral,neutral,People are conversing at a dining table under a canopy. People at a party are swimming in the pool.
People are conversing at a dining table under a canopy. People are talking underneath a covering.,entailment,entailment,People are silent at a dining table under a canopy. People are talking underneath a covering.
People are conversing at a dining table under a canopy. People are screaming at a boxing match.,contradiction,contradiction,People are conversing at a dining table under a canopy. People are conversing at a dining table.
A girl playing a violin along with a group of people A girl is washing a load of laundry.,contradiction,contradiction,A girl playing a violin along with a group of people. A girl is playing a violin with a group of people.
A girl playing a violin along with a group of people A girl is playing an instrument.,entailment,entailment,A girl is not playing any instrument.
A girl playing a violin along with a group of people A group of people are playing in a symphony.,neutral,neutral,A girl is playing a violin alone. A group of people are playing in a symphony.
A woman within an orchestra is playing a violin. A woman is playing a concert.,neutral,neutral,A woman within an orchestra is playing a violin. A woman is not playing any instrument.
A woman within an orchestra is playing a violin. A woman is playing the violin.,entailment,entailment,A woman within an orchestra is playing a violin. A woman is not playing the violin.
A woman within an orchestra is playing a violin. A man is looking in a telescope.,contradiction,contradiction,A woman within an orchestra is playing a violin. A man is listening to the violin.
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men going to work",neutral,neutral,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. Three men are sleeping."
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men look at the camera",entailment,entailment,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking away from the camera. Three men look at the camera."
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent",contradiction,contradiction,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. Three men are resting near a truck."
A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.,entailment,entailment,A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had no pedestrians cross behind it.
Three boys in white shirts are walking behind an older model Ford car. there are three boys,entailment,entailment,Three boys in white shirts are walking behind an older model Ford car. there are four boys
Three boys in white shirts are walking behind an older model Ford car. There are three girls,contradiction,contradiction,Three boys in white shirts are walking behind an older model Ford car. There are three boys.
Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles,entailment,entailment,Three girls blow out the candles of a cake made of Peeps. No one is blowing out candles.
Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake,entailment,entailment,Three girls are watching a cake made of Peeps without any candles. There are three girls and a cake.
Three girls blow out the candles of a cake made of Peeps. There are peeps in the garden.,contradiction,contradiction,Three girls blow out the candles of a cake made of Peeps. There are peeps on the cake.
A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on the roof.,neutral,neutral,A crowd of people looking up at an empty roof of a building. The crowd is calling for help for the people on the roof.
A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are climbing down the ladder on the building.,contradiction,contradiction,A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are standing on the edge of the roof of the building.
A woman working long hours. A woman is working in a factory.,neutral,neutral,A woman working long hours. A woman is relaxing at home.
A woman working long hours. A woman is working.,entailment,entailment,A woman working long hours. A woman is not working.
A woman working long hours. A woman is sleeping.,contradiction,contradiction,A woman working long hours. A woman is busy.
Two teenage girls conversing next to lockers. Girls talking next to the toilet.,contradiction,contradiction,Two teenage girls conversing next to lockers. Girls talking next to the lockers.
Two teenage girls conversing next to lockers. People talking next to lockers.,entailment,entailment,Two teenage girls conversing next to lockers. People are silent next to lockers.
Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.,neutral,neutral,Two teenage girls conversing next to lockers. Girls are silent next to lockers.
An old woman watches a man look down at some balls on the ground. Two people are sleeping on the train.,contradiction,contradiction,An old woman watches a man look down at some balls on the ground. Two people are observing some objects on the ground.
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck.",neutral,neutral,"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after winning a friendly game."
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging.",entailment,entailment,"Two children, both wearing tan coats, are embracing one another. Two kids are fighting."
"Two children, both wearing tan coats, are embracing one another. Two kids are running down a highway.",contradiction,contradiction,"Two children, both wearing tan coats, are embracing one another. Two kids are hugging each other."
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they were happy to see each other.,neutral,neutral,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were avoiding each other due to a recent argument.
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.,entailment,entailment,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were not hugging.
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were pushing each other.,contradiction,contradiction,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were hugging each other.
A large number of people wearing only white and red are walking on a street. A large number of people wearing black walking down the street.,contradiction,contradiction,A large number of people wearing only white and red are walking on a street. A large number of people wearing white and red walking down the street.
A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.,neutral,neutral,A large number of people wearing only white and red are walking on a street. A large number of men are sitting in a park wearing blue and yellow.
A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.,entailment,entailment,A large number of people wearing only blue and green are walking on a street. A large number of people walking on a street.
A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,neutral,"A guy riding a motorcycle near junk cars. The man is walking around, inspecting the junk cars."
A guy riding a motorcycle near junk cars A man is riding a motorcycle.,entailment,entailment,A guy is not riding a motorcycle near junk cars. A man is riding a motorcycle.
"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes",entailment,entailment,"Women of India performing with blue streamers, in beautiful blue costumes. Indian women are not participating in any performance."
"Women of India performing with blue streamers, in beautiful blue costumes. dogs sniff the air",contradiction,contradiction,"Women of India performing with blue streamers, in beautiful blue costumes. Dogs watch the performance."
"Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together",neutral,neutral,"Women of India performing with blue streamers, in beautiful blue costumes. Indian women are not involved in any performance or ritual."
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.,entailment,entailment,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is not swimming.
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is eating a toasted marshmallow.,contradiction,contradiction,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is spitting out water.
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a fast current.,neutral,neutral,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer easily maintained control and was never under threat from the fast current.
The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying a surfboard.,neutral,neutral,The man in the black wetsuit is walking out of the water. A man in a wetsuit is sitting on the beach with his surfboard.
The man in the black wetsuit is walking out of the water. a person is walking out of water.,entailment,entailment,The man in the black wetsuit is walking out of the water. A person is diving into the water.
The man in the black wetsuit is walking out of the water. A man is laying on the beach.,contradiction,contradiction,The man in the black wetsuit is walking out of the water. The same man is now laying on the beach.
Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.,neutral,neutral,"Five girls and two guys are crossing an overpass. The extended family is scattered, each on their own individual walks."
Five girls and two guys are crossing a overpass. The three men sit and talk about their lives.,contradiction,contradiction,Five girls and two guys are crossing an overpass. The two men sit and talk about their lives.
Five girls and two guys are crossing a overpass. There are people outside.,entailment,entailment,Five girls and two guys are not crossing an overpass. There are people outside.
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her best friend.,neutral,neutral,A person with a purple shirt is painting an image of a woman on a white wall. A woman is not involved in any painting activity.
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a monkey.,contradiction,contradiction,A person with a purple shirt is painting an image of a woman on a white wall. A person with a purple shirt paints a portrait of a woman.
A woman is painting a mural of a woman's face. There is a woman painting.,entailment,entailment,A woman is painting a mural of a woman's face. There is no woman painting.
A woman is painting a mural of a woman's face. There is a woman painting for fun.,neutral,neutral,A woman is painting a mural of a woman's face. There is no woman painting.
A woman is painting a mural of a woman's face. There is a man tying his shoes.,contradiction,contradiction,A woman is painting a mural of a woman's face. There is a man observing her work.
A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and he is pointing at something.,contradiction,contradiction,A couple is eating outside at a table and he is pointing at something. A couple is eating outside at a table and he is pointing at something.
A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse snatcher.,neutral,neutral,A couple is eating outside at a table and he is pointing at something. The man is pointing at a bird.
A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.,entailment,entailment,A couple is eating outside at a table and he is pointing at something. Nobody is eating at the table outside.
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike,neutral,neutral,Two women walk down a sidewalk along a busy street in a downtown area. The women were driving downtown because the buses were on strike.
Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside,contradiction,contradiction,Two women walk down a sidewalk along a busy street in a downtown area. The women were shopping in the downtown area.
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown,entailment,entailment,Two women are sitting on a bench in a quiet park in a suburban area. The women were walking downtown.
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building.",neutral,neutral,"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building, which is completely empty and closed for the day."
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby.",contradiction,contradiction,"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are standing in front of the HI-POINTE building."
The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is demonstrating safety procedures before takeoff.,neutral,neutral,The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is taking a nap before takeoff.
The flight attendant dressed in yellow demonstrates life vest usage. A woman is preparing drinks on an airplane.,contradiction,contradiction,The flight attendant dressed in yellow demonstrates life vest usage. A woman is demonstrating life vest usage on an airplane.
The girls walk down the street. Girls walk down the street.,entailment,entailment,The girls walk down the street. Girls are not walking down the street.
The girls walk down the street. Girls set down in the street.,contradiction,contradiction,The girls walk down the street. Girls are walking down the street.
The girls walk down the street. Girls were going to the park.,neutral,neutral,The girls walk down the street. Girls were going to the moon.
A man wearing a red uniform and helmet stands on his motorbike. a man sitting in a car.,contradiction,contradiction,A man wearing a red uniform and helmet stands on his motorbike. The same man is standing on his motorbike.
A man wearing a red uniform and helmet stands on his motorbike. a person standing.,entailment,entailment,A man wearing a red uniform and helmet stands on his motorbike. a person is not standing.
A man wearing a red uniform and helmet stands on his motorbike. a man standing on his motorbike.,entailment,entailment,A man wearing a red uniform and helmet is sitting next to his motorbike. A man standing on his motorbike.
A man of the cloth puts a black substance on a man's forehead. The man puts something on the other mans head.,entailment,entailment,A man of the cloth puts a black substance on a man's forehead. The man does not put anything on the other man's head.
A man of the cloth puts a black substance on a man's forehead. The women are at the park.,contradiction,contradiction,A man of the cloth puts a black substance on a man's forehead. The man is at the church.
A man of the cloth puts a black substance on a man's forehead. The men are at church.,neutral,neutral,A man of the cloth puts a black substance on a man's forehead. The men are at a baseball game.
A person rolls down a hill riding a wagon as another watches. Two people are outside.,entailment,entailment,A person rolls down a hill riding a wagon as another watches. Nobody is outside.
A person rolls down a hill riding a wagon as another watches. A person stares at an empty hill.,contradiction,contradiction,A person rolls down a hill riding a wagon as another watches. A person stares at a hill where another is riding down a wagon.
A person rolls down a hill riding a wagon as another watches. A child in a wagon rolls down a hill.,neutral,neutral,A person rolls down a hill riding a wagon as another watches. A child in a wagon is stationary at the top of a hill.
a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house's raised foundation as construction occurs,neutral,neutral,A boy holding onto the wall of an old brick house's raised foundation. A boy is running away from the old brick house's raised foundation as construction occurs.
a boy holding onto the wall of an old brick house's raised foundation. a girl is leaning against the wall,contradiction,contradiction,A boy holding onto the wall of an old brick house's raised foundation. The same boy is leaning against the wall.
a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation,entailment,entailment,A boy holding onto the wall of an old brick house's raised foundation. A boy is not near any wall or foundation.
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from Florida.",neutral,neutral,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from New Jersey."
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is a singer.",entailment,entailment,"Bruce Springsteen, with one arm outstretched, is silent in the spotlight in a dark concert hall. Bruce Springsteen is a singer."
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is gay",neutral,neutral,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is silent."
Six dogs swimming in a river. Six dogs are outdoors.,entailment,entailment,Six dogs swimming in a river. Six dogs are indoors.
Six dogs swimming in a river. The puppies are setting on the couch.,contradiction,contradiction,Six dogs swimming in a river. The puppies are swimming in the river.
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman have mug shots taken because they have been arrested.,contradiction,contradiction,A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman are taking a selfie.
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and judges them.,neutral,neutral,A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and ignores them.
a group of people dancing together. People are dancing.,entailment,entailment,A group of people dancing together. People are sitting.
a group of people dancing together. They are doing the tango.,neutral,neutral,A group of people sitting together. They are reading books.
a group of people dancing together. No one is dancing.,contradiction,contradiction,A group of people dancing together. Everyone is dancing.
Men wearing blue uniforms sit on a bus. Men sit on the bus.,entailment,entailment,Men wearing blue uniforms sit on a bus. Men are not sitting on the bus.
"Men wearing blue uniforms sit on a bus. Men sit on the bus going to work,",neutral,neutral,Men wearing blue uniforms sit on a bus. Men are standing outside the bus waiting to get to work.
Men wearing blue uniforms sit on a bus. Men drive the bus into the ocean.,contradiction,contradiction,Men wearing blue uniforms sit on a bus. Men drive the bus along the road.
Two men climbing on a wooden scaffold. Two people climbing on a wooden scaffold.,entailment,entailment,Two men climbing on a wooden scaffold. Two people are not climbing on a wooden scaffold.
Two men climbing on a wooden scaffold. Two women climbing on a wooden scaffold.,contradiction,contradiction,Two men climbing on a wooden scaffold. Two men climbing on a wooden scaffold.
Two men climbing on a wooden scaffold. Two sad men climbing on a wooden scaffold.,neutral,neutral,Two men climbing on a wooden scaffold. Two sad men are falling from a wooden scaffold.
