original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors.",entailment,entailment,"woman, elderly, sitting, chair","The two young girls are dressed as fairies, and are sleeping in the leaves outdoors. Girls are sleeping outdoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up indoors.",contradiction,contradiction,"woman, elderly, sitting, chair","The two young girls are dressed as princesses, and are playing in the leaves indoors. Two girls play dress up outdoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn.",neutral,neutral,"woman, elderly, sitting, chair","The two young boys are dressed as monsters, and are playing indoors. The two girls play in the winter.",null
People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.,neutral,neutral,"woman, elderly, sitting, chair",People jump over a mountain crevasse on a rope. Some people look completely confident to jump.,null
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,"woman, elderly, sitting, chair",People jump over a mountain crevasse without a rope. People are not jumping outside.,null
People jump over a mountain crevasse on a rope. People slide over a mountain crevasse on a slide.,contradiction,contradiction,"woman, elderly, sitting, chair",People jump over a mountain crevasse on a slide. People slide over a mountain crevasse on a rope.,null
A snowboarder on a wide plain of snow A snow field with a snowboarder on it,entailment,entailment,"woman, elderly, sitting, chair",A snowboarder on a wide plain of sand A sand field with a snowboarder on it.,null
An older women tending to a garden. The lady is cooking dinner,contradiction,contradiction,"woman, elderly, sitting, chair",An older man tending to a garden. The lady is baking cookies.,null
An older women tending to a garden. The lady is weeding her garden,neutral,neutral,"woman, elderly, sitting, chair",An older man tending to a garden. The gentleman is destroying his garden.,null
An older women tending to a garden. The lady has a garden,entailment,entailment,"woman, elderly, sitting, chair",An older man tending to a garden. The man has a garden.,null
A man in a black shirt overlooking bike maintenance. A man destroys a bike.,contradiction,contradiction,"woman, elderly, sitting, chair",A man in a black shirt fixing a bike. A man repairs a bike.,null
A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.,neutral,neutral,"woman, elderly, sitting, chair",A man in a red shirt overlooking bike maintenance. A man ignores bike maintenance.,null
A man in a black shirt is looking at a bike in a workshop. A man is wearing a red shirt,contradiction,contradiction,"woman, elderly, sitting, chair",A man in a red shirt is looking at a bike in a workshop. A man is wearing a black shirt.,null
A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt,entailment,entailment,"woman, elderly, sitting, chair",A woman in a red shirt is looking at a bike in a workshop. A man is in a black shirt.,null
A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy,neutral,neutral,"woman, elderly, sitting, chair",A man in a red shirt is looking at a bike in a workshop. A man is rejecting which bike to buy.,null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.,entailment,entailment,"woman, elderly, sitting, chair",A woman looking over a car's front bumper in the parking lot with various tools visible in the background. A person is in a supermarket.,null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.,entailment,entailment,"woman, elderly, sitting, chair",A woman looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man does not repair bicycles.,null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Some people stand around.",contradiction,contradiction,"woman, elderly, sitting, chair","Three people stand around a table at a station, the woman looks excitedly at the two men, the redheaded man looks up and forward in a relaxed position, and the yellow blond girl plays with her phone. Some people sit on benches.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People run together.",contradiction,contradiction,"woman, elderly, sitting, chair","Three people sit on a bench at a station, the woman looks oddly at the two men, the redheaded man looks up and forward in an awkward position, and the yellow blond boy twiddles with his hair. People run together.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station.",entailment,entailment,"woman, elderly, sitting, chair","Three people sit on a bench at a park, the man looks strangely at the two women, the redheaded woman looks down and backward in a relaxed position, and the yellow blond girl ignores her hair. No people wait at a park.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child,entailment,entailment,"woman, elderly, sitting, chair",A child wearing a blue top is standing next to a blond headed child sitting in a wheelbarrow. A child wearing a blue top is standing next to a blond headed child.,null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing on top of a blond headed child,contradiction,contradiction,"woman, elderly, sitting, chair",A child wearing a red top is sitting behind a blond headed child standing in a wheelbarrow. A child wearing a red top is standing next to a blond headed child.,null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child,neutral,neutral,"woman, elderly, sitting, chair",A child wearing a blue top is standing in front of a blond headed child sitting in a wheelbarrow. A child wearing a blue top is standing in front of a pretty blond headed child.,null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the park.",contradiction,contradiction,"woman, elderly, sitting, chair","A person dressed in a shirt with stripes and a stuffed bear attached to it, is carrying a baby backpack down the street. A woman walking on a path in the park.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady pushing a stroller down a busy street.",neutral,neutral,"woman, elderly, sitting, chair","A person wearing a suit with flowers and a stuffed bee attached to it, is pushing a toy car down the street. An old lady standing still on a busy street.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside pushing a stroller.",entailment,entailment,"woman, elderly, sitting, chair","A person dressed in a suit with stripes and a stuffed bear attached to it, is carrying a baby stroller down the street. A person inside pushing a stroller.",null
A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.,neutral,neutral,"woman, elderly, sitting, chair",A cat sitting on the floor. A pet is ignoring a game of fetch with his owner.,null
A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his front paw.,contradiction,contradiction,"woman, elderly, sitting, chair",A cat jumping for a Frisbee in the snow. A dog washes his face and whiskers with his front paw.,null
"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy.",entailment,entailment,"woman, elderly, sitting, chair","A cat jumping for a Frisbee in the snow. An animal is inside in the warm weather, playing with a plastic cup.",null
People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.,neutral,neutral,"woman, elderly, sitting, chair",People are arguing at a dining table under a tent. People at a party are standing for lunch on the lawn.,null
People are conversing at a dining table under a canopy. People are talking underneath a covering.,entailment,entailment,"woman, elderly, sitting, chair",People are arguing at a dining table under a canopy. People are silent underneath a covering.,null
People are conversing at a dining table under a canopy. People are screaming at a boxing match.,contradiction,contradiction,"woman, elderly, sitting, chair",People are conversing at a dining table under a canopy. People are relaxing at a dining event.,null
A girl playing a violin along with a group of people A girl is washing a load of laundry.,contradiction,contradiction,"woman, elderly, sitting, chair",A girl playing a violin along with a group of people A girl is playing a load of laundry.,null
A girl playing a violin along with a group of people A girl is playing an instrument.,entailment,entailment,"woman, elderly, sitting, chair",A girl playing a flute along with a group of people A girl is playing an instrument.,null
A girl playing a violin along with a group of people A group of people are playing in a symphony.,neutral,neutral,"woman, elderly, sitting, chair",A girl playing a flute along with a group of cats. A group of animals are playing in a symphony.,null
A woman within an orchestra is playing a violin. A woman is playing a concert.,neutral,neutral,"woman, elderly, sitting, chair",A woman within an orchestra is playing a piano. A woman is playing a concert.,null
A woman within an orchestra is playing a violin. A woman is playing the violin.,entailment,entailment,"woman, elderly, sitting, chair",A woman within an orchestra is playing a flute. A woman is playing the flute.,null
A woman within an orchestra is playing a violin. A man is looking in a telescope.,contradiction,contradiction,"woman, elderly, sitting, chair",A woman outside an orchestra is playing a flute. A man is looking at a telescope.,null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men going to work",neutral,neutral,"woman, elderly, sitting, chair","Three women, one holding books, another holding a small object above her head, and one sitting against the bench on the truck, are walking away from the camera. three women coming from work.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men look at the camera",entailment,entailment,"woman, elderly, sitting, chair","Three women, one holding pipes, another holding a large object above her head, and one resting against the pipe bed on the truck, are looking away from the camera. three women do not look at the camera.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent",contradiction,contradiction,"woman, elderly, sitting, chair","Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sitting in a tent.",null
A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.,entailment,entailment,"woman, elderly, sitting, chair",A Ford car is making a left turn as 3 females are walking across the street in front of the car. A car making a left turn had three pedestrians cross in front of it.,null
Three boys in white shirts are walking behind an older model Ford car. there are three boys,entailment,entailment,"woman, elderly, sitting, chair",Three girls in red shirts are standing in front of a newer model Ford car. There are four boys.,null
Three boys in white shirts are walking behind an older model Ford car. There are three girls,contradiction,contradiction,"woman, elderly, sitting, chair",Three girls in white shirts are walking behind an older model Ford car. There are three boys.,null
Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles,entailment,entailment,"woman, elderly, sitting, chair",Three boys blow out the candles of a cake made of ice cream. Some people are lighting candles.,null
Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake,entailment,entailment,"woman, elderly, sitting, chair",Three boys blow out the candles of a pie made of doughnuts. There are four boys and a pie.,null
Three girls blow out the candles of a cake made of Peeps. There are peeps in the garden.,contradiction,contradiction,"woman, elderly, sitting, chair",Three boys blow out the candles of a cake made of chocolate. There are flowers in the garden.,null
A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on the roof.,neutral,neutral,"woman, elderly, sitting, chair",A crowd of people ignoring the 3 people on the edge of the roof of a building. The crowd is not calling for help for the people on the roof.,null
A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are climbing down the ladder on the building.,contradiction,contradiction,"woman, elderly, sitting, chair",A crowd of people looking down at 3 people on the edge of the roof of a building. Three people are climbing up the ladder on the building.,null
A woman working long hours. A woman is working in a factory.,neutral,neutral,"woman, elderly, sitting, chair",A man working short hours. A woman is not working in a factory.,null
A woman working long hours. A woman is working.,entailment,entailment,"woman, elderly, sitting, chair",A woman working long hours. A woman is not working.,null
A woman working long hours. A woman is sleeping.,contradiction,contradiction,"woman, elderly, sitting, chair",A woman working short hours. A woman is awake.,null
Two teenage girls conversing next to lockers. Girls talking next to the toilet.,contradiction,contradiction,"woman, elderly, sitting, chair",Two teenage girls studying next to tables. Girls talking next to the lockers.,null
Two teenage girls conversing next to lockers. People talking next to lockers.,entailment,entailment,"woman, elderly, sitting, chair",Two teenage girls arguing far from lockers. People sitting far from lockers.,null
Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.,neutral,neutral,"woman, elderly, sitting, chair",Two teenage girls arguing next to lockers. Girls complaining about their successes next to lockers.,null
An old woman watches a man look down at some balls on the ground. Two people are sleeping on the train.,contradiction,contradiction,"woman, elderly, sitting, chair",An old woman sits with a man looking at some balls on the ground. Two people are awake on the train.,null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck.",neutral,neutral,"woman, elderly, sitting, chair","Two children, both wearing tan coats, are ignoring one another. Two kids are fighting after surviving a horrible car wreck.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging.",entailment,entailment,"woman, elderly, sitting, chair","Two children, both wearing tan coats, are pushing one another. Two kids are fighting.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are running down a highway.",contradiction,contradiction,"woman, elderly, sitting, chair","Two children, both wearing tan coats, are holding each other. Two kids are walking down a highway.",null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they were happy to see each other.,neutral,neutral,"woman, elderly, sitting, chair",2 strangers who look unrelated are hanging out with 1 of them looking very upset and pushing the other. A couple of random people were fighting because they were unhappy to see each other.,null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.,entailment,entailment,"woman, elderly, sitting, chair",2 kids who look unrelated are hanging out with 1 of them looking very emotional and pushing the other. Two kids were fighting.,null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were pushing each other.,contradiction,contradiction,"woman, elderly, sitting, chair",2 kids who look unrelated are hanging out with 1 of them looking very happy and high-fiving the other. Two youths were helping each other.,null
A large number of people wearing only white and red are walking on a street. A large number of people wearing black walking down the street.,contradiction,contradiction,"woman, elderly, sitting, chair",A large number of people wearing only black and red are walking on a street. A large number of people wearing white walking down the street.,null
A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.,neutral,neutral,"woman, elderly, sitting, chair",A small number of people wearing only blue and green are walking on a street. A large number of women walking down the street in red and white.,null
A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.,entailment,entailment,"woman, elderly, sitting, chair",A small number of people wearing only blue and red are walking on a street. A large number of people walking on a street.,null
A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,neutral,"woman, elderly, sitting, chair",A girl walking a bicycle far from clean cars The woman is not interested in a bicycle so she will not buy it.,null
A guy riding a motorcycle near junk cars A man is riding a motorcycle.,entailment,entailment,"woman, elderly, sitting, chair",A guy riding a bicycle near junk cars A woman is driving a motorcycle.,null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes",entailment,entailment,"woman, elderly, sitting, chair","Women of India performing with red streamers, in ugly yellow costumes. Indian women do not perform together in simple outfits.",null
"Women of India performing with blue streamers, in beautiful blue costumes. dogs sniff the air",contradiction,contradiction,"woman, elderly, sitting, chair","Women of India performing with blue streamers, in beautiful blue costumes. dogs chase the ball.",null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together",neutral,neutral,"woman, elderly, sitting, chair","Women of India lounging with red streamers, in unattractive red costumes. indian women are not performing a religious ritual together.",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.,entailment,entailment,"woman, elderly, sitting, chair",A professional swimmer drinks water after diving while letting go of someone pushing him back to land. A person is floating.,null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is eating a toasted marshmallow.,contradiction,contradiction,"woman, elderly, sitting, chair",A professional swimmer spits water out after surfacing while catching the hand of someone helping him back to land. The swimmer is drinking a chilled beverage.,null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a fast current.,neutral,neutral,"woman, elderly, sitting, chair",A professional swimmer sinks water down after diving while releasing the hand of someone ignoring him away from land. The swimmer completely floated after being pushed above a slow current.,null
The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying a surfboard.,neutral,neutral,"woman, elderly, sitting, chair",The man in the black wetsuit is walking out of the water. A man in a wetsuit swims out of the water carrying a surfboard.,null
The man in the black wetsuit is walking out of the water. a person is walking out of water.,entailment,entailment,"woman, elderly, sitting, chair",The woman in the red wetsuit is walking into the water. a person is walking out of sand.,null
The man in the black wetsuit is walking out of the water. A man is laying on the beach.,contradiction,contradiction,"woman, elderly, sitting, chair",The man in the blue wetsuit is walking into the water. A man is standing on the beach.,null
Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.,neutral,neutral,"woman, elderly, sitting, chair",Five girls and two guys are crossing a bridge. The extended family argues separately at their family reunion.,null
Five girls and two guys are crossing a overpass. The three men sit and talk about their lives.,contradiction,contradiction,"woman, elderly, sitting, chair",Five boys and two girls are crossing a overpass. The two women sit and talk about their lives.,null
Five girls and two guys are crossing a overpass. There are people outside.,entailment,entailment,"woman, elderly, sitting, chair",Five boys and two girls are crossing a bridge. There are no people outside.,null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her best friend.,neutral,neutral,"woman, elderly, sitting, chair",A person with a purple shirt is painting an image of a man on a white wall. A woman does not paint a portrait of her best friend.,null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a monkey.,contradiction,contradiction,"woman, elderly, sitting, chair",A person with a purple shirt is painting an image of a dog on a white wall. A woman paints a portrait of a dog.,null
A woman is painting a mural of a woman's face. There is a woman painting.,entailment,entailment,"woman, elderly, sitting, chair",A woman is painting a mural of a man's face. There is a man painting.,null
A woman is painting a mural of a woman's face. There is a woman painting for fun.,neutral,neutral,"woman, elderly, sitting, chair",A woman is painting a mural of a man's face. There is a man painting for fun.,null
A woman is painting a mural of a woman's face. There is a man tying his shoes.,contradiction,contradiction,"woman, elderly, sitting, chair",A woman is painting a mural of a man's face. There is a woman tying her shoes.,null
A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and he is pointing at something.,contradiction,contradiction,"woman, elderly, sitting, chair",A couple is eating inside at a table and they are pointing at something. A couple is eating inside at a table and he is pointing at something.,null
A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse snatcher.,neutral,neutral,"woman, elderly, sitting, chair",A couple is eating inside at a table and he is looking away from something. The man is ignoring a purse snatcher.,null
A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.,entailment,entailment,"woman, elderly, sitting, chair",A couple is eating inside at a counter and he is pointing away from something. People are not eating at a table outside.,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike,neutral,neutral,"woman, elderly, sitting, chair",Two women run down a sidewalk along a quiet street in a downtown area. The women were walking downtown because the buses were operating.,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside,contradiction,contradiction,"woman, elderly, sitting, chair",Two women walk down a sidewalk along a busy street in a suburban area. The women were picking flowers in the countryside.,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown,entailment,entailment,"woman, elderly, sitting, chair",Two men walk down a sidewalk along a quiet street in a downtown area. The men were walking away from downtown.,null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building.",neutral,neutral,"woman, elderly, sitting, chair","Many people standing inside of a place arguing with each other in front of a building that has a sign that says ""NO ENTRY."" The people are leaving the work building.",null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby.",contradiction,contradiction,"woman, elderly, sitting, chair","Many people sitting inside of a place talking to each other in the hotel room. The people are standing in front of a building that has a sign that says ""HI-POINTE.""",null
The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is demonstrating safety procedures before takeoff.,neutral,neutral,"woman, elderly, sitting, chair",The flight attendant dressed in red demonstrates life vest usage. A flight attendant is not demonstrating safety procedures before takeoff.,null
