original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
A young family enjoys feeling ocean waves lap at their feet. A family is at the beach.,entailment,entailment,A young family enjoys feeling ocean waves lap at their feet. A family is in the mountains.,null
A couple walk hand in hand down a street. A couple is walking together.,entailment,entailment,A couple walk hand in hand down a street. A couple is not walking together.,null
A couple walk hand in hand down a street. The couple is married.,neutral,neutral,The couple walk hand in hand down a street. The couple is not married.,null
A couple walk hand in hand down a street. A couple is sitting on a bench.,contradiction,contradiction,A couple walk hand in hand down a street. The couple is walking together.,null
3 young man in hoods standing in the middle of a quiet street facing the camera. Three people sit by a busy street bareheaded.,contradiction,contradiction,3 young man in hoods standing in the middle of a quiet street facing the camera. Three young men in hoods standing in the middle of the same quiet street.,null
3 young man in hoods standing in the middle of a quiet street facing the camera. Three hood wearing people stand in a street.,entailment,entailment,3 young men in hoods standing in the middle of a quiet street facing the camera. There are no hood wearing people standing in a street.,null
A man reads the paper in a bar with green lighting. The man is inside.,entailment,entailment,A man reads the paper in a bar with green lighting. The man is outside.,null
A man reads the paper in a bar with green lighting. The man is climbing a mountain.,contradiction,contradiction,A man reads the paper in a bar with green lighting. The man is sitting on a barstool.,null
Three firefighter come out of subway station. Three firefighters coming up from a subway station.,entailment,entailment,Three firefighters come out of a subway station. Three firefighters going into a subway station.,null
Three firefighter come out of subway station. Three firefighters playing cards inside a fire station.,contradiction,contradiction,Three firefighters successfully exited a subway station. Three firefighters responding to an emergency at the subway station.,null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is near a pile of coconuts.",entailment,entailment,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is holding a large watermelon.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is selling coconuts.",neutral,neutral,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is refusing to sell coconuts.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is burning a straw hat.",contradiction,contradiction,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is holding a straw hat.",null
Male in a blue jacket decides to lay in the grass. The guy in yellow is rolling on the grass,contradiction,contradiction,Male in a blue jacket decides to lay in the grass. The guy in the blue jacket is enjoying the grass,null
Male in a blue jacket decides to lay in the grass. The guy wearing a blue jacket is laying on the green grass taking a nap.,neutral,neutral,Male in a blue jacket decides to lay in the grass. The guy wearing a blue jacket is standing on the green grass and not taking a nap.,null
During calf roping a cowboy calls off his horse. A first time roper falls off his horse.,neutral,neutral,During calf roping a cowboy calls off his horse. A first time roper remains successfully on his horse.,null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. A boy is on a playground.,entailment,entailment,A little boy in a gray and white striped sweater and tan pants is crying on a piece of playground equipment. A boy is on a playground.,null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is playing on the swings after school.,neutral,neutral,A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is sitting on the bench after school.,null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is sitting on the school bus on his way home.,contradiction,contradiction,A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is playing on the playground during recess.,null
A woman wearing a ball cap squats down to touch the cracked earth. An archeologist wearing a hat squats to examine the site for a dig,neutral,neutral,"A woman wearing a ball cap squats down to touch the cracked earth. An archeologist wearing a hat squats to examine the site, but she never touches the ground.",null
A woman wearing a ball cap squats down to touch the cracked earth. A squatting woman wearing a hat touching the ground.,entailment,entailment,"A woman wearing a ball cap squats down to touch the cracked earth. A woman standing up and wearing a hat, not touching the ground.",null
A woman wearing a ball cap squats down to touch the cracked earth. A woman wearing a sun bonnet planting a garden.,contradiction,contradiction,A woman wearing a ball cap squats down to touch the cracked earth. A woman wearing a ball cap squats down to touch the cracked earth.,null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are playing catch at a park.,contradiction,contradiction,Two children are laying on a rug with some wooden bricks laid out in a square between them. Two children are playing with wooden bricks on the rug.,null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are on a rug.,entailment,entailment,Two children are laying on a rug with some wooden bricks laid out in a square between them. No one is on the rug.,null
A man standing in front of a building on the phone as two men to the side pain on the side. a guy near a building stands by two other men,entailment,entailment,A man standing in front of a building on the phone as two men to the side play on the side. a guy near a building sits by himself away from two other men,null
A man standing in front of a building on the phone as two men to the side pain on the side. two girls walk through a hall,contradiction,contradiction,A man standing in front of a building on the phone as two men to the side paint on the side. A man stands in the hall,null
A man standing in front of a building on the phone as two men to the side pain on the side. a busy man stands with bodyguards,neutral,neutral,A man standing in front of a building on the phone as two men to the side pain on the side. The man is alone and no one else is nearby.,null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors.",entailment,entailment,"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are not playing outdoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up indoors.",contradiction,contradiction,"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up outdoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn.",neutral,neutral,"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls never play in the Autumn.",null
People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.,neutral,neutral,People jump over a mountain crevasse on a rope. No one looks visually afraid to jump.,null
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,People are jumping over a mountain crevasse on a rope. People are inside.,null
People jump over a mountain crevasse on a rope. People slide over a mountain crevasse on a slide.,contradiction,contradiction,People jump over a mountain crevasse on a rope. People jump over a mountain crevasse on a rope.,null
A snowboarder on a wide plain of snow A snow field with a snowboarder on it,entailment,entailment,A snowboarder on a wide plain of snow A snow field with no one on it,null
An older women tending to a garden. The lady is cooking dinner,contradiction,contradiction,An older woman tending to a garden. The lady is planting flowers,null
An older women tending to a garden. The lady is weeding her garden,neutral,neutral,An older woman tending to a garden. The lady is setting fire to the garden.,null
An older women tending to a garden. The lady has a garden,entailment,entailment,An older woman tending to a garden. The lady does not have a garden,null
A man in a black shirt overlooking bike maintenance. A man destroys a bike.,contradiction,contradiction,A man in a black shirt overlooking bike maintenance. A man is fixing a bike.,null
A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.,neutral,neutral,A man in a black shirt overlooking bike maintenance. A man does not know how to maintain a bike.,null
A man in a black shirt is looking at a bike in a workshop. A man is wearing a red shirt,contradiction,contradiction,A man in a black shirt is looking at a bike in a workshop. The same man is wearing a black shirt.,null
A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt,entailment,entailment,A man in a black shirt is looking at a bike in a workshop. A woman is in a black shirt,null
A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy,neutral,neutral,A man in a black shirt is looking at a bike in a workshop. A man is not interested in buying any bike.,null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.,entailment,entailment,A man looking over a motorcycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a library.,null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.,entailment,entailment,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man does not repair bicycles.,null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Some people stand around.",contradiction,contradiction,"A man and two women sit on a bench at a station. The man looks at the two women with a smile. The redheaded woman looks up and forward comfortably, and the yellow blond girl plays with her hair. Some people stand around.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People run together.",contradiction,contradiction,"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded woman looks up and forward in a normal position, and the yellow-blond girl twiddles with her hair. They are waiting for their train together.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station.",entailment,entailment,"The bench at the station is empty, and no one is sitting on it. The man, the redheaded woman, and the yellow blond girl are all absent. People wait at a station.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child,entailment,entailment,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a blue top is standing behind a brunette child,null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing on top of a blond headed child,contradiction,contradiction,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing beside a blond headed child,null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child,neutral,neutral,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a child with black hair.,null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the park.",contradiction,contradiction,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady observing and waving from a bench in the park.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady pushing a stroller down a busy street.",neutral,neutral,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down a busy street. A child pushing a toy stroller in a quiet park.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside pushing a stroller.",entailment,entailment,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside standing next to a stroller.",null
A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.,neutral,neutral,A dog jumping for a Frisbee in the snow. A pet is avoiding a game of fetch with his owner.,null
A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his front paw.,contradiction,contradiction,A dog jumping for a Frisbee in the snow. The dog catches the Frisbee in its mouth.,null
"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy.",entailment,entailment,"A dog jumping for a Frisbee in the snow. An animal is inside by the warm fireplace, not playing with any toys.",null
People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.,neutral,neutral,People are conversing at a dining table under a canopy. There is nobody outside on the lawn for dinner.,null
People are conversing at a dining table under a canopy. People are talking underneath a covering.,entailment,entailment,People are conversing at a dining table under a canopy. People are not talking underneath a covering.,null
People are conversing at a dining table under a canopy. People are screaming at a boxing match.,contradiction,contradiction,People are conversing at a dining table under a canopy. People are sitting at the same dining table.,null
A girl playing a violin along with a group of people A girl is washing a load of laundry.,contradiction,contradiction,A girl playing a violin along with a group of people A girl is playing a violin alongside her friends.,null
A girl playing a violin along with a group of people A girl is playing an instrument.,entailment,entailment,A girl playing a violin along with a group of people A girl is not playing an instrument.,null
A girl playing a violin along with a group of people A group of people are playing in a symphony.,neutral,neutral,A girl playing a violin along with a group of people A group of people are not playing any instruments.,null
A woman within an orchestra is playing a violin. A woman is playing a concert.,neutral,neutral,A woman within an orchestra is playing a violin. A woman is not playing a concert.,null
A woman within an orchestra is playing a violin. A woman is playing the violin.,entailment,entailment,A woman within an orchestra is playing a violin. A woman is not playing the violin.,null
A woman within an orchestra is playing a violin. A man is looking in a telescope.,contradiction,contradiction,A woman within an orchestra is playing a violin. A woman within an orchestra is playing a violin.,null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men going to work",neutral,neutral,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men not going to work",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men look at the camera",entailment,entailment,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking away from the camera. three men look at the camera",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent",contradiction,contradiction,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. Three men working on the truck",null
A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.,entailment,entailment,A Ford car is making a right turn as 3 males are walking across the street in front of the car. A car making a right turn had three pedestrians crossing in front of it.,null
Three boys in white shirts are walking behind an older model Ford car. there are three boys,entailment,entailment,Three boys in white shirts are walking behind an older model Ford car. there are not three boys,null
Three boys in white shirts are walking behind an older model Ford car. There are three girls,contradiction,contradiction,Three boys in white shirts are walking behind an older model Ford car. There are three boys.,null
Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles,entailment,entailment,Three girls blow out the candles of a cake made of Peeps. No one is blowing out candles,null
Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake,entailment,entailment,Three girls blow out the candles of a cake made of Peeps. There is only one girl and no cake.,null
Three girls blow out the candles of a cake made of Peeps. There are peeps in the garden.,contradiction,contradiction,Three girls blow out the candles of a cake made of Peeps. There are peeps on the cake.,null
A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on the roof.,neutral,neutral,A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is celebrating a successful rescue mission for the people on the roof.,null
A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are climbing down the ladder on the building.,contradiction,contradiction,"A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are standing on the edge of the roof, preparing to climb down the ladder on the building.",null
A woman working long hours. A woman is working in a factory.,neutral,neutral,A woman working long hours. A woman is not working in a factory.,null
A woman working long hours. A woman is working.,entailment,entailment,A woman working long hours. A woman is not working.,null
A woman working long hours. A woman is sleeping.,contradiction,contradiction,A woman working long hours. A woman is working late.,null
Two teenage girls conversing next to lockers. Girls talking next to the toilet.,contradiction,contradiction,Two teenage girls conversing next to lockers. Girls talking next to lockers.,null
Two teenage girls conversing next to lockers. People talking next to lockers.,entailment,entailment,Two teenage girls conversing next to lockers. Nobody else is around.,null
Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.,neutral,neutral,Two teenage girls conversing next to lockers. Girls arguing loudly and angrily next to lockers.,null
An old woman watches a man look down at some balls on the ground. Two people are sleeping on the train.,contradiction,contradiction,An old woman watches a man look down at some balls on the ground. The man picks up the balls and hands them to the old woman.,null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck.",neutral,neutral,"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck. The car wreck never happened.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging.",entailment,entailment,"Two children, both wearing tan coats, are embracing one another. Two kids are fighting.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are running down a highway.",contradiction,contradiction,"Two children, both wearing tan coats, are embracing one another. Two kids are hugging each other.",null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they were happy to see each other.,neutral,neutral,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they did not want to be separated.,null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.,entailment,entailment,2 kids who look related are hanging out with 1 of them looking very emotional and pushing the other away. Two kids were arguing.,null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were pushing each other.,contradiction,contradiction,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were comforting each other.,null
A large number of people wearing only white and red are walking on a street. A large number of people wearing black walking down the street.,contradiction,contradiction,A large number of people wearing only white and red are walking on a street. A large number of people wearing only white and red are walking down the street.,null
A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.,neutral,neutral,A large number of people wearing only white and red are walking on a street. There are no men walking down the street in red and white.,null
A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.,entailment,entailment,A large number of people wearing only black and blue are walking on a street. A large number of people walking on a street.,null
A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,neutral,A guy riding a motorcycle near junk cars The man is unable to test drive a motorcycle because it is broken down and he can't decide whether or not he will buy it.,null
A guy riding a motorcycle near junk cars A man is riding a motorcycle.,entailment,entailment,A guy riding a motorcycle near junk cars A man is not riding a motorcycle.,null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes",entailment,entailment,null,"<new>
Women of India performing with blue streamers, in beautiful blue costumes. Indian women performing separately in mismatched and dull costumes.
</new>"
"Women of India performing with blue streamers, in beautiful blue costumes. dogs sniff the air",contradiction,contradiction,"Women of India performing with blue streamers, in beautiful blue costumes. women dance gracefully with the streamers",null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together",neutral,neutral,"Women of India performing with blue streamers, in beautiful blue costumes. Indian women are sitting quietly, not performing any activity",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.,entailment,entailment,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is drowning and struggling to stay afloat.,null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is eating a toasted marshmallow.,contradiction,contradiction,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is coming out of the water safely.,null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a fast current.,neutral,neutral,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer successfully completed a relaxed practice session in calm waters.,null
The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying a surfboard.,neutral,neutral,The man in the black wetsuit is walking out of the water. A man in a wetsuit is not walking out of the water carrying a surfboard.,null
The man in the black wetsuit is walking out of the water. a person is walking out of water.,entailment,entailment,The man in the black wetsuit is walking out of the water. a person is walking into the water.,null
The man in the black wetsuit is walking out of the water. A man is laying on the beach.,contradiction,contradiction,The man in the black wetsuit is walking out of the water. A man is walking out of the water.,null
Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.,neutral,neutral,Five girls and two guys are crossing an overpass. The extended family does not hike together on their family reunion.,null
Five girls and two guys are crossing a overpass. The three men sit and talk about their lives.,contradiction,contradiction,Five girls and two guys are crossing a overpass. The two guys walk together and talk about their lives.,null
Five girls and two guys are crossing a overpass. There are people outside.,entailment,entailment,Five girls and two guys are crossing a overpass. There is no one else outside.,null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her best friend.,neutral,neutral,A person with a purple shirt is painting an image of a woman on a white wall. No woman is painting at all.,null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a monkey.,contradiction,contradiction,A person with a purple shirt is painting an image of a woman on a white wall. A woman paints an image of a woman on a white wall.,null
A woman is painting a mural of a woman's face. There is a woman painting.,entailment,entailment,A woman is painting a mural of a woman's face. There is no one painting.,null
A woman is painting a mural of a woman's face. There is a woman painting for fun.,neutral,neutral,A woman is painting a mural of a woman's face. There is no woman painting.,null
A woman is painting a mural of a woman's face. There is a man tying his shoes.,contradiction,contradiction,A woman is painting a mural of a woman's face. There is a man taking a picture of the mural.,null
A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and he is pointing at something.,contradiction,contradiction,A couple is eating outside at a table and he is pointing at something. A couple is eating outside at a table and he is pointing at something.,null
A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse snatcher.,neutral,neutral,"The couple is eating outside at a table, but no one is pointing at anything because there is no one engaging in any unusual behavior.",null
A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.,entailment,entailment,A couple is eating outside at a table and he is pointing at something. There are no people eating at a table outside.,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike,neutral,neutral,Two women walk down a sidewalk along a busy street in a downtown area. The women were not walking downtown because the buses were running smoothly and everyone was using public transport.,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside,contradiction,contradiction,Two women walk down a sidewalk along a busy street in a downtown area. The women were shopping in the downtown stores,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown,entailment,entailment,Two women walk down a sidewalk along a busy street in a downtown area. The women were walking in a different city,null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building.",neutral,neutral,"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before heading home, as they have just finished work for the day.",null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby.",contradiction,contradiction,"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The same group of people are seated together inside the building in the hotel lobby.",null
The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is demonstrating safety procedures before takeoff.,neutral,neutral,The flight attendant dressed in yellow demonstrates life vest usage. The flight attendant is not demonstrating safety procedures before takeoff.,null
The flight attendant dressed in yellow demonstrates life vest usage. A woman is preparing drinks on an airplane.,contradiction,contradiction,The flight attendant dressed in yellow demonstrates life vest usage. The flight attendant is showing how to use safety equipment on an airplane.,null
The girls walk down the street. Girls walk down the street.,entailment,entailment,The girls walk down the street. Boys run up the street.,null
The girls walk down the street. Girls set down in the street.,contradiction,contradiction,The girls walk down the street. Girls continue walking down the street.,null
The girls walk down the street. Girls were going to the park.,neutral,neutral,The girls walk down the street. Girls were not going to the park.,null
A man wearing a red uniform and helmet stands on his motorbike. a man sitting in a car.,contradiction,contradiction,A man wearing a red uniform and helmet stands on his motorbike. a man riding a motorbike.,null
A man wearing a red uniform and helmet stands on his motorbike. a person standing.,entailment,entailment,null,"<new>A man wearing a red uniform and helmet stands on his motorbike. The motorbike is lying on the ground, clearly damaged.
</new>"
A man wearing a red uniform and helmet stands on his motorbike. a man standing on his motorbike.,entailment,entailment,A man wearing a red uniform and helmet stands on his motorbike. a man lying next to his motorbike.,null
A man of the cloth puts a black substance on a man's forehead. The man puts something on the other mans head.,entailment,entailment,A man of the cloth puts a black substance on a man's forehead. The man wipes off the substance from his head.,null
A man of the cloth puts a black substance on a man's forehead. The women are at the park.,contradiction,contradiction,A man of the cloth puts a black substance on a man's forehead. A congregation of people is gathered at the church.,null
A man of the cloth puts a black substance on a man's forehead. The men are at church.,neutral,neutral,A man of the cloth puts a black substance on a man's forehead. The men are not at church.,null
A person rolls down a hill riding a wagon as another watches. Two people are outside.,entailment,entailment,A person rolls down a hill riding a wagon as another watches. Only one person is outside.,null
A person rolls down a hill riding a wagon as another watches. A person stares at an empty hill.,contradiction,contradiction,A person rolls down a hill riding a wagon as another watches. A person watches someone riding a wagon down the hill.,null
A person rolls down a hill riding a wagon as another watches. A child in a wagon rolls down a hill.,neutral,neutral,"A person rolls down a hill riding a wagon as another watches. A child in a wagon rolls down a hill, but the child is immobile and the wagon has no wheels.",null
a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house's raised foundation as construction occurs,neutral,neutral,a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house's raised foundation as the house is being demolished,null
a boy holding onto the wall of an old brick house's raised foundation. a girl is leaning against the wall,contradiction,contradiction,A boy holding onto the wall of an old brick house's raised foundation. A girl is standing next to the boy holding the same wall.,null
a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation,entailment,entailment,A boy holding onto the wall of an old brick house's raised foundation. A girl is walking away from the wall of a raised foundation.,null
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from Florida.",neutral,neutral,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen has never been to Florida.",null
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is a singer.",entailment,entailment,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is a dentist.",null
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is gay",neutral,neutral,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is not singing in the spotlight",null
Six dogs swimming in a river. Six dogs are outdoors.,entailment,entailment,Six dogs swimming in a river. Six dogs are indoors.,null
Six dogs swimming in a river. The puppies are setting on the couch.,contradiction,contradiction,Six dogs swimming in a river. The dogs are swimming happily in the water.,null
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman have mug shots taken because they have been arrested.,contradiction,contradiction,A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman are smiling happily while taking a picture together.,null
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and judges them.,neutral,neutral,null,<new>A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and completely ignores them.<new>
