original_text,ground_truth,y_pred_original,counterfactual_text
3 young man in hoods standing in the middle of a quiet street facing the camera. Three people sit by a busy street bareheaded.,contradiction,contradiction,"""3 young man in hoods standing in the middle of a quiet street facing the camera. Three people stand by a quiet street in hoods."""
3 young man in hoods standing in the middle of a quiet street facing the camera. Three hood wearing people stand in a street.,entailment,entailment,"""3 young man in hoods sitting in the middle of a bustling mall facing the wall. Three hood wearing people stand in a street."""
A man reads the paper in a bar with green lighting. The man is inside.,entailment,entailment,"""A man reads the paper in a park with green lighting. The man is inside."""
A man reads the paper in a bar with green lighting. The man is climbing a mountain.,contradiction,contradiction,"""A man reads the paper in a bar with green lighting. The man is reading a paper."""
Three firefighter come out of subway station. Three firefighters coming up from a subway station.,entailment,entailment,"""Two firefighters come out of subway station. Three firefighters coming up from a subway station."""
Three firefighter come out of subway station. Three firefighters playing cards inside a fire station.,contradiction,contradiction,"""Three firefighter come out of subway station. Three firefighters coming out of a subway station."""
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is near a pile of coconuts.",entailment,entailment,"""A person wearing a straw hat, standing outside working a steel apparatus with a pile of apples on the ground. A person is near a pile of coconuts."""
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is selling coconuts.",neutral,neutral,"""A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is buying coconuts."""
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is burning a straw hat.",contradiction,contradiction,"""A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is wearing a straw hat."""
Male in a blue jacket decides to lay in the grass. The guy in yellow is rolling on the grass,contradiction,contradiction,"""Male in a blue jacket decides to lay in the grass. The guy in blue is rolling on the grass"""
Male in a blue jacket decides to lay in the grass. The guy wearing a blue jacket is laying on the green grass taking a nap.,neutral,neutral,"""Male in a blue jacket decides to lay in the grass. The guy wearing a red shirt is standing on the concrete not sleeping."""
During calf roping a cowboy calls off his horse. A first time roper falls off his horse.,neutral,neutral,"""During calf roping a cowboy calls off his horse. A first time roper stays on his horse."""
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. A boy is on a playground.,entailment,entailment,"""A little boy in a gray and white striped sweater and tan pants is sleeping in a bed. A boy is on a playground."""
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is playing on the swings after school.,neutral,neutral,"""A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is studying at home after school."""
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is sitting on the school bus on his way home.,contradiction,contradiction,"""A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is sitting on the playground equipment on his way to the slide."""
A woman wearing a ball cap squats down to touch the cracked earth. An archeologist wearing a hat squats to examine the site for a dig,neutral,neutral,"""A woman wearing a ball cap squats down to touch the cracked earth. An archeologist wearing a hat stands upright to present a lecture."""
A woman wearing a ball cap squats down to touch the cracked earth. A squatting woman wearing a hat touching the ground.,entailment,entailment,"""A man wearing a ball cap squats down to touch the cracked earth. A squatting woman wearing a hat touching the ground."""
A woman wearing a ball cap squats down to touch the cracked earth. A woman wearing a sun bonnet planting a garden.,contradiction,contradiction,"""A woman wearing a ball cap squats down to touch the cracked earth. A woman wearing a ball cap touching the ground."""
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are playing catch at a park.,contradiction,contradiction,"""Two children are laying on a rug with some wooden bricks laid out in a square between them. Two children are laying on a rug with some wooden bricks."""
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are on a rug.,entailment,entailment,"""Two adults are on a rug."""
A man standing in front of a building on the phone as two men to the side pain on the side. a guy near a building stands by two other men,entailment,entailment,"""A woman sitting far from a park on the phone as three women to the side sit on the bench. a guy near a building stands by two other men"""
A man standing in front of a building on the phone as two men to the side pain on the side. two girls walk through a hall,contradiction,contradiction,"""A man standing in front of a building on the phone as two men to the side pain on the side. The same man and his friends walk through a hall"""
A man standing in front of a building on the phone as two men to the side pain on the side. a busy man stands with bodyguards,neutral,neutral,"""A man sitting alone in a room on the phone as two men to the side pain on the side. a busy man stands without bodyguards"""
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors.",entailment,entailment,"""The two young girls are dressed as fairies, and are playing in the leaves indoors. Girls are playing outdoors."""
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up indoors.",contradiction,contradiction,"""The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up outdoors."""
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn.",neutral,neutral,"""The two young boys are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn."""
People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.,neutral,neutral,"""People walk around a mountain crevasse on a rope. Some people look visually excited to jump."""
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,"""People sit inside a mountain cabin. People are jumping outside."""
People jump over a mountain crevasse on a rope. People slide over a mountain crevasse on a slide.,contradiction,contradiction,"""People jump over a mountain crevasse on a rope. People jump over a mountain crevasse on a rope."""
A snowboarder on a wide plain of snow A snow field with a snowboarder on it,entailment,entailment,"""A snowboarder on a wide plain of desert. A snow field with a cactus on it"""
An older women tending to a garden. The lady is cooking dinner,contradiction,contradiction,"""An older women tending to a garden. The lady is tending to a garden"""
An older women tending to a garden. The lady is weeding her garden,neutral,neutral,"""An older woman tending to a garden. The lady is swimming in a pool"""
An older women tending to a garden. The lady has a garden,entailment,entailment,"""An older woman tending to a garden. The lady has no garden"""
A man in a black shirt overlooking bike maintenance. A man destroys a bike.,contradiction,contradiction,"""A man in a black shirt overlooking bike maintenance. A man completes bike maintenance."""
A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.,neutral,neutral,"""A man in a black shirt performing bike maintenance. A man learns bike maintenance."""
A man in a black shirt is looking at a bike in a workshop. A man is wearing a red shirt,contradiction,contradiction,"""A man in a black shirt is looking at a bike in a workshop. A man is wearing a black shirt"""
A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt,entailment,entailment,"""A woman in a black shirt is looking at a bike in a workshop. A man is in a black shirt"""
A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy,neutral,neutral,"""A man in a black shirt is looking at a bike in a workshop. A man is riding the bike he just bought"""
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.,entailment,entailment,"""A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a park."""
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.,entailment,entailment,"""A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man sells ice cream."""
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Some people stand around.",contradiction,contradiction,"""Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Three people are sitting."""
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People run together.",contradiction,contradiction,"""Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People sit together."""
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station.",entailment,entailment,"""Three people sit on a bench at a park, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station."""
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child,entailment,entailment,"""A child wearing a blue top is standing in front of a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child"""
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing on top of a blond headed child,contradiction,contradiction,"""A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child"""
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child,neutral,neutral,"""A child wearing a blue top is standing in front of a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child"""
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the park.",contradiction,contradiction,"""A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady is pushing a baby stroller down the street."""
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady pushing a stroller down a busy street.",neutral,neutral,"""A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady is sitting on a bench in a park."""
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside pushing a stroller.",entailment,entailment,"""A person dressed in a dress with flowers and a stuffed bee attached to it, is sitting inside a house. A person outside pushing a stroller."""
A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.,neutral,neutral,"""A cat sleeping on a sofa indoors. A pet is enjoying a game of fetch with his owner."""
A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his front paw.,contradiction,contradiction,"""A dog jumping for a Frisbee in the snow. A dog is playing with his toy in the snow."""
"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy.",entailment,entailment,"""A cat sleeping on a couch indoors. An animal is outside in the cold weather, playing with a plastic toy."""
People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.,neutral,neutral,"""People are conversing at a dining table under a canopy. People at a party are dancing and drinking on the lawn."""
People are conversing at a dining table under a canopy. People are talking underneath a covering.,entailment,entailment,"""People are silent at a dining table under a canopy. People are talking underneath a covering."""
People are conversing at a dining table under a canopy. People are screaming at a boxing match.,contradiction,contradiction,"""People are conversing at a dining table under a canopy. People are conversing at a dining table."""
A girl playing a violin along with a group of people A girl is washing a load of laundry.,contradiction,contradiction,"""A girl playing a violin along with a group of people. A girl is playing a violin."""
A girl playing a violin along with a group of people A girl is playing an instrument.,entailment,entailment,"""A girl sleeping instead of playing a violin along with a group of people. A girl is playing an instrument."""
A girl playing a violin along with a group of people A group of people are playing in a symphony.,neutral,neutral,"""A girl playing a violin alone without a group of people. A group of people are playing in a symphony."""
A woman within an orchestra is playing a violin. A woman is playing a concert.,neutral,neutral,"""A woman within an orchestra is playing a violin. A man is playing a concert."""
A woman within an orchestra is playing a violin. A woman is playing the violin.,entailment,entailment,"""A man within an orchestra is playing a violin. A woman is playing the violin."""
A woman within an orchestra is playing a violin. A man is looking in a telescope.,contradiction,contradiction,"""A woman within an orchestra is playing a violin. The woman is looking at her violin."""
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men going to work",neutral,neutral,"""Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. Three men are not going to work"""
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men look at the camera",entailment,entailment,"""Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. Two men look at the camera"""
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent",contradiction,contradiction,"""Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. Three men are in a tent."""
A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.,entailment,entailment,"""A Ford car is making a right turn as 3 males are standing still on the sidewalk away from the car. A car making a right turn had three pedestrians cross behind it."""
Three boys in white shirts are walking behind an older model Ford car. there are three boys,entailment,entailment,"""Three girls in white shirts are walking behind an older model Ford car. there are three boys"""
Three boys in white shirts are walking behind an older model Ford car. There are three girls,contradiction,contradiction,"""Three boys in white shirts are walking behind an older model Ford car. There are three boys"""
Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles,entailment,entailment,"""Three girls are eating the cake made of Peeps. Some people are blowing out candles"""
Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake,entailment,entailment,"""Three boys blow out the candles of a cake made of Peeps. There are three girls and a cake"""
Three girls blow out the candles of a cake made of Peeps. There are peeps in the garden.,contradiction,contradiction,"""Three girls blow out the candles of a cake made of Peeps. There are peeps on the cake."""
A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on the roof.,neutral,neutral,"""A crowd of people looking down at 3 people on the edge of the roof of a building. The crowd is celebrating the people on the roof."""
A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are climbing down the ladder on the building.,contradiction,contradiction,"""A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are standing on the roof of the building."""
A woman working long hours. A woman is working in a factory.,neutral,neutral,"""A woman working long hours. A woman is relaxing at home."""
A woman working long hours. A woman is working.,entailment,entailment,"""A woman resting long hours. A woman is working."""
A woman working long hours. A woman is sleeping.,contradiction,contradiction,"""A woman working long hours. A woman is tired."""
Two teenage girls conversing next to lockers. Girls talking next to the toilet.,contradiction,contradiction,"""Two teenage girls conversing next to lockers. Girls talking next to the lockers."""
Two teenage girls conversing next to lockers. People talking next to lockers.,entailment,entailment,"""Two teenage girls conversing next to lockers. People silent next to lockers."""
Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.,neutral,neutral,"""Two teenage girls silent next to lockers. Girls talking about their problems next to lockers."""
An old woman watches a man look down at some balls on the ground. Two people are sleeping on the train.,contradiction,contradiction,"""An old woman watches a man look down at some balls on the ground. Two people are observing something on the ground."""
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck.",neutral,neutral,"""Two children, both wearing tan coats, are not interacting with one another. Two kids are hugging after surviving a horrible car wreck."""
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging.",entailment,entailment,"""Two children, both wearing tan coats, are running from one another. Two kids are hugging."""
"Two children, both wearing tan coats, are embracing one another. Two kids are running down a highway.",contradiction,contradiction,"""Two children, both wearing tan coats, are embracing one another. Two kids are embracing one another."""
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they were happy to see each other.,neutral,neutral,"""2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were arguing because they were upset with each other."""
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.,entailment,entailment,"""2 kids who look related are hanging out with 1 of them looking very emotional and arguing with the other. Two kids were hugging."""
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were pushing each other.,contradiction,contradiction,"""2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were hugging each other."""
A large number of people wearing only white and red are walking on a street. A large number of people wearing black walking down the street.,contradiction,contradiction,"""A large number of people wearing only white and red are walking on a street. A large number of people wearing only white and red walking down the street."""
A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.,neutral,neutral,"""A large number of people wearing only blue and green are walking on a street. A large number of men walking down the street in red and white."""
A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.,entailment,entailment,"""A small group of people standing still in a park. A large number of people walking on a street."""
A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,neutral,"""A guy riding a motorcycle near junk cars. The man has already purchased the motorcycle."""
A guy riding a motorcycle near junk cars A man is riding a motorcycle.,entailment,entailment,"""A guy sleeping near junk cars. A man is riding a motorcycle."""
"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes",entailment,entailment,"""Men of India performing with red streamers, in beautiful red costumes. indian women perform together in gorgeous costumes"""
"Women of India performing with blue streamers, in beautiful blue costumes. dogs sniff the air",contradiction,contradiction,"""Women of India performing with blue streamers, in beautiful blue costumes. Women sniff the air"""
"Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together",neutral,neutral,"""Men of India performing with blue streamers, in beautiful blue costumes. Indian women are performing a religious ritual together"""
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.,entailment,entailment,"""A professional runner spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming."""
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is eating a toasted marshmallow.,contradiction,contradiction,"""A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is spitting out water."""
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a fast current.,neutral,neutral,"""A professional swimmer sips water after surfacing while waving at the crowd. The swimmer won the race in a calm pool."""
The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying a surfboard.,neutral,neutral,"""The man in the black wetsuit is walking out of the water. A man in a wetsuit is sitting in the sand, not carrying a surfboard."""
The man in the black wetsuit is walking out of the water. a person is walking out of water.,entailment,entailment,"""The man in the black wetsuit is walking out of the water. a person is swimming deeper into water."""
The man in the black wetsuit is walking out of the water. A man is laying on the beach.,contradiction,contradiction,"""The man in the black wetsuit is walking out of the water. A man is walking on the beach."""
Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.,neutral,neutral,"""Five girls and two guys are crossing a overpass. The extended family is dispersed and not participating in their family reunion."""
Five girls and two guys are crossing a overpass. The three men sit and talk about their lives.,contradiction,contradiction,"""Five girls and two guys are crossing a overpass. The two guys sit and talk about their lives."""
Five girls and two guys are crossing a overpass. There are people outside.,entailment,entailment,"""Five girls and two guys are crossing a overpass. There are no people outside."""
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her best friend.,neutral,neutral,"""A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her dog."""
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a monkey.,contradiction,contradiction,"""A person with a purple shirt is painting an image of a woman on a white wall. A person with a purple shirt paints a portrait of a woman."""
A woman is painting a mural of a woman's face. There is a woman painting.,entailment,entailment,"""A woman is reading a book of a woman's face. There is a woman painting."""
A woman is painting a mural of a woman's face. There is a woman painting for fun.,neutral,neutral,"""A woman is painting a mural of a woman's face. There is no woman painting for fun."""
A woman is painting a mural of a woman's face. There is a man tying his shoes.,contradiction,contradiction,"""A woman is painting a mural of a woman's face. There is a woman painting her canvas."""
A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and he is pointing at something.,contradiction,contradiction,"""A couple is eating outside at a table and he is pointing at something. A couple is eating outside at a table and he is pointing at something."""
A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse snatcher.,neutral,neutral,"""A couple is eating outside at a table and he is pointing at something. The man is not pointing at a purse snatcher."""
A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.,entailment,entailment,"""A couple is dancing inside at a disco and he is pointing at something. People are eating at a table outside."""
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike,neutral,neutral,"""Two women walk down a sidewalk along a busy street in a downtown area. The women were driving downtown because the buses were on strike"""
Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside,contradiction,contradiction,"""Two women walk down a sidewalk along a busy street in a downtown area. The women were shopping in the downtown area."""
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown,entailment,entailment,"""Two women fly up a sidewalk along a quiet street in a suburban area. The women were walking downtown"""
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building.",neutral,neutral,"""Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are arguing before going into the work building."""
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby.",contradiction,contradiction,"""Many people sitting outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby."""
The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is demonstrating safety procedures before takeoff.,neutral,neutral,"""The flight attendant dressed in yellow is taking a nap. A flight attendant is demonstrating safety procedures before takeoff."""
The flight attendant dressed in yellow demonstrates life vest usage. A woman is preparing drinks on an airplane.,contradiction,contradiction,"""The flight attendant dressed in yellow demonstrates life vest usage. A woman is demonstrating life vest usage on an airplane."""
The girls walk down the street. Girls walk down the street.,entailment,entailment,"""The girls walk down the street. Boys are running in the park."""
The girls walk down the street. Girls set down in the street.,contradiction,contradiction,"""The girls walk down the street. Girls walk down in the street."""
The girls walk down the street. Girls were going to the park.,neutral,neutral,"""The girls walk down the street. Girls were staying at home."""
A man wearing a red uniform and helmet stands on his motorbike. a man sitting in a car.,contradiction,contradiction,"""A man wearing a red uniform and helmet stands on his motorbike. A man is standing on a motorbike."""
A man wearing a red uniform and helmet stands on his motorbike. a person standing.,entailment,entailment,"""A man wearing a red uniform and helmet is sitting on his motorbike. a person standing."""
A man wearing a red uniform and helmet stands on his motorbike. a man standing on his motorbike.,entailment,entailment,"""A man wearing a red uniform and helmet is sitting by his motorbike. A woman is standing on his motorbike."""
A man of the cloth puts a black substance on a man's forehead. The man puts something on the other mans head.,entailment,entailment,"""A man of the cloth removes a black substance from a man's forehead. The man takes something off the other mans head."""
A man of the cloth puts a black substance on a man's forehead. The women are at the park.,contradiction,contradiction,"""A man of the cloth puts a black substance on a man's forehead. The women are at the church."""
A man of the cloth puts a black substance on a man's forehead. The men are at church.,neutral,neutral,"""A man of the cloth puts a black substance on a man's forehead. The men are at a beach."""
A person rolls down a hill riding a wagon as another watches. Two people are outside.,entailment,entailment,"""A person sleeps inside a house alone. Two people are outside."""
A person rolls down a hill riding a wagon as another watches. A person stares at an empty hill.,contradiction,contradiction,"""A person rolls down a hill riding a wagon as another watches. A person stares at a hill with a wagon rolling down."""
A person rolls down a hill riding a wagon as another watches. A child in a wagon rolls down a hill.,neutral,neutral,"""A person rolls down a hill riding a wagon as another watches. A child in a boat sails in the sea."""
a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house's raised foundation as construction occurs,neutral,neutral,"""a girl releasing the wall of a modern glass building's lowered base. a boy holding onto the wall of an old brick house's raised foundation as construction occurs"""
a boy holding onto the wall of an old brick house's raised foundation. a girl is leaning against the wall,contradiction,contradiction,"""a boy holding onto the wall of an old brick house's raised foundation. a boy is leaning against the wall"""
a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation,entailment,entailment,"""a boy holding onto the wall of an old brick house's raised foundation. a girl is against the wall of a raised foundation"""
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from Florida.",neutral,neutral,"""Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from New Jersey."""
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is a singer.",entailment,entailment,"""Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is an actor."""
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is gay",neutral,neutral,"""Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is silent"""
Six dogs swimming in a river. Six dogs are outdoors.,entailment,entailment,"""Six dogs swimming in a river. Five dogs are outdoors."""
Six dogs swimming in a river. The puppies are setting on the couch.,contradiction,contradiction,"""Six dogs swimming in a river. The puppies are swimming in the river."""
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman have mug shots taken because they have been arrested.,contradiction,contradiction,"""A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman are posing for a picture because they are enjoying their day."""
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and judges them.,neutral,neutral,"""A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and compliments them."""
a group of people dancing together. People are dancing.,entailment,entailment,"""a group of people arguing together. People are dancing."""
a group of people dancing together. They are doing the tango.,neutral,neutral,"""a group of people sleeping together. They are doing the tango."""
a group of people dancing together. No one is dancing.,contradiction,contradiction,"""A group of people dancing together. Everyone is dancing."""
