original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
A couple walk hand in hand down a street. A couple is sitting on a bench.,contradiction,contradiction,A couple is sitting on a bench while another couple walks hand in hand down a street.,null
3 young man in hoods standing in the middle of a quiet street facing the camera. Three people sit by a busy street bareheaded.,contradiction,contradiction,Three young men in hoods standing at the edge of a quiet street looking away from the camera. Three people stand by a busy street wearing hats.,null
3 young man in hoods standing in the middle of a quiet street facing the camera. Three hood wearing people stand in a street.,entailment,entailment,3 young men in hoods are walking away from the camera on a busy street filled with cars. Three hooded individuals walk away from the street.,null
A man reads the paper in a bar with green lighting. The man is inside.,entailment,entailment,A man does not read the paper in a bar with green lighting. The man is outside.,null
A man reads the paper in a bar with green lighting. The man is climbing a mountain.,contradiction,contradiction,A man climbs a mountain while reading the paper in a bar with bright lighting.,null
Three firefighter come out of subway station. Three firefighters coming up from a subway station.,entailment,entailment,"Three firefighters come out of a subway station; however, they are actually leaving a cafe nearby.",null
Three firefighter come out of subway station. Three firefighters playing cards inside a fire station.,contradiction,contradiction,Three firefighters come out of a fire station. Three firefighters are playing cards inside the same fire station.,null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is near a pile of coconuts.",entailment,entailment,"A person wearing a straw hat, standing inside working a steel apparatus with no coconuts in sight. A person is far away from where coconuts are typically found.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is selling coconuts.",neutral,neutral,"A person wearing a straw hat is sitting inside, far away from the steel apparatus, and there are no coconuts in sight. A person is not selling coconuts.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is burning a straw hat.",contradiction,contradiction,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. The straw hat is being carefully placed on the ground next to the coconuts.",null
Male in a blue jacket decides to lay in the grass. The guy in yellow is rolling on the grass,contradiction,contradiction,Male in a blue jacket decides to sit on the grass. The guy in yellow is rolling on the grass,null
Male in a blue jacket decides to lay in the grass. The guy wearing a blue jacket is laying on the green grass taking a nap.,neutral,neutral,Male in a blue jacket decides to stand in the grass. The guy wearing a blue jacket is not laying on the green grass; he is standing up instead.,null
During calf roping a cowboy calls off his horse. A first time roper falls off his horse.,neutral,neutral,"During calf roping, a cowboy successfully stays on his horse. A first-time roper confidently rides through without falling off his horse.",null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. A boy is on a playground.,entailment,entailment,A little girl in a gray and white striped sweater and pink pants is playing on a piece of playground equipment. A girl is on a playground.,null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is playing on the swings after school.,neutral,neutral,A little boy in a gray and white striped sweater and tan pants is sitting quietly on a piece of playground equipment. The boy is watching other kids play on the swings after school.,null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is sitting on the school bus on his way home.,contradiction,contradiction,"A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is sitting on the playground swing next to his friends, happily playing and laughing before heading home.",null
A woman wearing a ball cap squats down to touch the cracked earth. An archeologist wearing a hat squats to examine the site for a dig,neutral,neutral,"A woman wearing a ball cap stands up to avoid the cracked earth. An archeologist wearing a hat walks away from the site, ignoring the dig.",null
A woman wearing a ball cap squats down to touch the cracked earth. A squatting woman wearing a hat touching the ground.,entailment,entailment,A woman wearing a ball cap is standing on the cracked earth. A squatting woman wearing a hat is touching the sky.,null
A woman wearing a ball cap squats down to touch the cracked earth. A woman wearing a sun bonnet planting a garden.,contradiction,contradiction,A woman wearing a ball cap stands up to admire the vibrant garden being planted by another woman wearing a sun bonnet.,null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are playing catch at a park.,contradiction,contradiction,Two children are playing catch at a park with some wooden bricks laid out in a square between them.,null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are on a rug.,entailment,entailment,Two children are standing on a rug with some wooden bricks laid out in a circle around them. Two children are not on a rug.,null
A man standing in front of a building on the phone as two men to the side pain on the side. a guy near a building stands by two other men,entailment,entailment,A man sitting inside a building on the phone while two men to the side are painting the roof. A guy is far away from the building and stands alone.,null
A man standing in front of a building on the phone as two men to the side pain on the side. two girls walk through a hall,contradiction,contradiction,A man standing in front of a building on the phone as two men to the side paint on the side. Two girls walk out of the hall while smiling and waving to the man.,null
A man standing in front of a building on the phone as two men to the side pain on the side. a busy man stands with bodyguards,neutral,neutral,A man standing in front of a building on the phone as two men to the side ignore him while painting on the side. A busy man stands alone without bodyguards.,null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors.",entailment,entailment,"The two young girls are dressed as fairies, but they are sitting quietly indoors instead of playing in the leaves outdoors. Girls are not playing outdoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up indoors.",contradiction,contradiction,"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls are also outside, dressed as fairies, enjoying the same vibrant autumn leaves.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn.",neutral,neutral,"The two young girls are dressed as fairies, but they are not playing outside; instead, they are sitting indoors on a couch. The two girls are not playing in the Autumn.",null
People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.,neutral,neutral,People refuse to jump over a mountain crevasse on a rope. No one looks visually afraid to jump.,null
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,People do not jump over a mountain crevasse on a rope. People are jumping indoors.,null
People jump over a mountain crevasse on a rope. People slide over a mountain crevasse on a slide.,contradiction,contradiction,People jump over a mountain crevasse on a rope. People safely cross a mountain crevasse using a bridge.,null
A snowboarder on a wide plain of snow A snow field with a snowboarder on it,entailment,entailment,A snowboarder on a wide plain of grass,null
An older women tending to a garden. The lady is cooking dinner,contradiction,contradiction,An older woman is tending to a garden. The lady is also nurturing plants to prepare a fresh meal.,null
An older women tending to a garden. The lady is weeding her garden,neutral,neutral,An older woman is not tending to a garden. The lady is neglecting her garden and allowing it to overgrow with weeds.,null
An older women tending to a garden. The lady has a garden,entailment,entailment,An older woman neglecting her garden. The lady does not have a garden,null
A man in a black shirt overlooking bike maintenance. A man destroys a bike.,contradiction,contradiction,A man in a black shirt repairing a bike. A man admires a well-maintained bike.,null
A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.,neutral,neutral,A man in a black shirt ignoring bike maintenance. A man forgets what he learned about bike maintenance.,null
A man in a black shirt is looking at a bike in a workshop. A man is wearing a red shirt,contradiction,contradiction,A man in a black shirt is looking at a bike in a workshop. A man is also wearing a black shirt.,null
A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt,entailment,entailment,A man in a red shirt is looking away from a bike in a workshop. A man is in a black shirt,null
A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy,neutral,neutral,A man in a black shirt is looking at a bike in a workshop. A man decided to buy a bike and left without making a decision.,null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.,entailment,entailment,A man looking away from a bicycle's rear wheel in the maintenance garage with no tools visible in the background. A person is outside the garage.,null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.,entailment,entailment,A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man is dismantling a bicycle for scrap parts.,null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Some people stand around.",contradiction,contradiction,"Three people sit on a bench at a station, the man smiles warmly at the two women, the redheaded woman looks calmly around, and the yellow blonde girl playfully interacts with the redhead. A small group of friends stands nearby, enjoying the scene.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People run together.",contradiction,contradiction,"Three people sit on a bench at a station, the man smiles warmly at the two women, the redheaded woman looks up confidently and engages in conversation with the yellow blond girl, who playfully twirls her hair while laughing. People walk calmly by.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station.",entailment,entailment,"Three people stand next to a bench at a station, the man looks away from the two women, the redheaded woman turns her back, and the yellow-blond girl is busy on her phone. No one is waiting at the station.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child,entailment,entailment,A child wearing a red top is sitting in a wheelbarrow while a blond headed child is standing next to the wheelbarrow.,null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing on top of a blond headed child,contradiction,contradiction,A child wearing a red top is standing behind a blond headed child who is playing on the ground with a toy. A child wearing a red top is not standing on top of anyone.,null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child,neutral,neutral,A child wearing a red top is standing next to a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a child who is not blond.,null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the park.",contradiction,contradiction,"A person dressed in a sunny outfit with flowers and a stuffed bee attached to it, is sitting on a bench in the park, happily playing with a baby in a stroller beside her. A lady walks by, admiring the cheerful scene.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady pushing a stroller down a busy street.",neutral,neutral,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady is walking alongside her, but instead of pushing a stroller, she is carrying a large shopping bag.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside pushing a stroller.",entailment,entailment,"A person dressed in a suit with a stuffed bear attached to it, is pushing an empty stroller down the street. A person outside pushing a stroller.",null
A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.,neutral,neutral,"A dog is lying still on the snow, ignoring a Frisbee while its owner plays with another pet. A pet is watching quietly as a different dog fetches.",null
A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his front paw.,contradiction,contradiction,A dog jumping for a Frisbee in a sunny park. A cat sleeps peacefully on a warm windowsill.,null
"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy.",entailment,entailment,"A dog jumping for a Frisbee in the snow. An animal is inside, away from the cold weather, playing with a plastic toy.",null
People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.,neutral,neutral,People are arguing at a dining table under a canopy. People at a party are standing away from the dinner on the lawn.,null
People are conversing at a dining table under a canopy. People are talking underneath a covering.,entailment,entailment,People are arguing at a dining table under a canopy. People are fighting underneath a covering.,null
People are conversing at a dining table under a canopy. People are screaming at a boxing match.,contradiction,contradiction,"People are quietly enjoying a meal at the dining table under a canopy. The atmosphere is calm and peaceful, with no signs of loud shouting or commotion from a boxing match.",null
A girl playing a violin along with a group of people A girl is washing a load of laundry.,contradiction,contradiction,"A girl is playing a violin along with a group of people, and at the same time, there is a girl nearby who is folding clean laundry after washing it.",null
A girl playing a violin along with a group of people A girl is playing an instrument.,entailment,entailment,A girl playing a drum along with a group of people A girl is playing an instrument.,null
A girl playing a violin along with a group of people A group of people are playing in a symphony.,neutral,neutral,"A girl is playing a violin alone, without any group of people around her.",null
A woman within an orchestra is playing a violin. A woman is playing a concert.,neutral,neutral,A woman within an orchestra is not playing a violin. A woman is playing a concert.,null
A woman within an orchestra is playing a violin. A woman is playing the violin.,entailment,entailment,A woman is not playing any musical instrument. A woman is not in an orchestra.,null
A woman within an orchestra is playing a violin. A man is looking in a telescope.,contradiction,contradiction,"A woman within an orchestra is playing a violin. A man is sitting next to her, listening intently to her music.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men going to work",neutral,neutral,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are not looking at the camera. They are actually sitting down for a break instead of going to work.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men look at the camera",entailment,entailment,"Three men, one holding a large object above his head, another lying down on the truck bed, and one standing with his back to the camera, are not looking at the camera.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent",contradiction,contradiction,"Three men, one holding pipes, another sitting beside him with a guitar, and one resting against the truck, are looking at the beautiful scenery in front of them while enjoying a relaxing day outdoors.",null
A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.,entailment,entailment,A Ford car is making a right turn as three males are walking across the street in front of the car. A car making a right turn had three pedestrians cross in front of it.,null
Three boys in white shirts are walking behind an older model Ford car. there are three boys,entailment,entailment,Three boys in white shirts are walking in front of an older model Ford car. There are not three boys.,null
Three boys in white shirts are walking behind an older model Ford car. There are three girls,contradiction,contradiction,Three boys in white shirts are walking in front of an older model Ford car. There are also three girls walking alongside them.,null
Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles,entailment,entailment,"Three girls blow out the candles of a cake made of Peeps, while no one else is around to celebrate.",null
Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake,entailment,entailment,Three girls blow out the candles of a cake made of vegetables. There are three girls and a cake,null
Three girls blow out the candles of a cake made of Peeps. There are peeps in the garden.,contradiction,contradiction,Three girls blow out the candles of a cake made of Peeps. There are no peeps in the garden.,null
A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on the roof.,neutral,neutral,"A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is laughing and celebrating, showing no concern for the people on the roof.",null
A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are climbing down the ladder on the building.,contradiction,contradiction,"A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are safely standing on the roof of the building, waving to the crowd below.",null
A woman working long hours. A woman is working in a factory.,neutral,neutral,A woman is not working in a factory. A woman is spending time at home.,null
A woman working long hours. A woman is working.,entailment,entailment,A woman taking a break. A woman is not working.,null
A woman working long hours. A woman is sleeping.,contradiction,contradiction,A woman working long hours. A woman is awake.,null
Two teenage girls conversing next to lockers. Girls talking next to the toilet.,contradiction,contradiction,Two teenage girls conversing next to lockers. Girls talking next to the lockers.,null
Two teenage girls conversing next to lockers. People talking next to lockers.,entailment,entailment,Two teenage girls arguing loudly next to lockers. People shouting next to lockers.,null
Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.,neutral,neutral,Two teenage girls arguing fiercely next to lockers. Girls shouting at each other about their problems next to lockers.,null
An old woman watches a man look down at some balls on the ground. Two people are sleeping on the train.,contradiction,contradiction,An old woman watches a man pick up some balls from the ground. Two people are awake and conversing on the train.,null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck.",neutral,neutral,"Two children, both wearing tan coats, are pushing each other away. Two kids are arguing after surviving a horrible car wreck.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging.",entailment,entailment,"Two children, one wearing a tan coat and the other wearing a red coat, are embracing one another. Two kids are fighting.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are running down a highway.",contradiction,contradiction,"Two children, both wearing tan coats, are playing happily together in a park. Two kids are running down a highway.",null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they were happy to see each other.,neutral,neutral,"2 kids who look unrelated are hanging out, with one of them looking very emotional and hugging the other. A couple of child acquaintances were hugging despite not being particularly happy to see each other.",null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.,entailment,entailment,2 kids who look unrelated are hanging out with one of them looking very detached and pushing the other away. Two kids were arguing.,null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were pushing each other.,contradiction,contradiction,2 kids who look related are hanging out with one of them looking very happy and smiling at the other. They are playfully supporting each other.,null
A large number of people wearing only white and red are walking on a street. A large number of people wearing black walking down the street.,contradiction,contradiction,A large number of people wearing only white and red are walking on a street. A large number of people wearing white and red walking down the street.,null
A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.,neutral,neutral,"A large number of people wearing only white and red are walking on a street. A large number of men are standing still in the street, not walking, and they are dressed in various colors other than red and white.",null
A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.,entailment,entailment,A small number of people wearing only blue and green are walking on a beach. A large number of people walking on a street.,null
A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,neutral,A guy riding a motorcycle near pristine cars. The man is not considering purchasing a motorcycle and is actually a professional racer testing a high-performance bike for a competition.,null
A guy riding a motorcycle near junk cars A man is riding a motorcycle.,entailment,entailment,A guy riding a motorcycle near junk cars A man is not riding a motorcycle.,null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes",entailment,entailment,"Women of India performing with red streamers, in tattered blue costumes. Indian women perform alone in dull costumes.",null
"Women of India performing with blue streamers, in beautiful blue costumes. dogs sniff the air",contradiction,contradiction,"Women of India performing with blue streamers, in beautiful blue costumes, while dogs play joyfully alongside them.",null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together",neutral,neutral,Women of India are observing a ceremony quietly and not participating in any performance with blue streamers or costumes.,null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.,entailment,entailment,A professional swimmer fails to grab the hand of someone trying to help him back to land and instead sinks underwater. A person is swimming.,null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is eating a toasted marshmallow.,contradiction,contradiction,"A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is holding a toasted marshmallow but doesn't eat it; instead, he is preparing to share it with a child who is enthusiastically waiting nearby.",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a fast current.,neutral,neutral,"A professional swimmer confidently swims to shore with no help, effortlessly emerging from the water and celebrating his victory after narrowly escaping a dangerous situation. The swimmer had never been in danger of drowning due to his exceptional skills.",null
The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying a surfboard.,neutral,neutral,The man in the black wetsuit is standing still on the shore. A man in a wetsuit walks out of the water carrying a surfboard.,null
The man in the black wetsuit is walking out of the water. a person is walking out of water.,entailment,entailment,The man in the black wetsuit is swimming further into the ocean. a person is walking out of water.,null
The man in the black wetsuit is walking out of the water. A man is laying on the beach.,contradiction,contradiction,The man in the black wetsuit is walking towards the beach. A man is laying on the sand next to the water.,null
Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.,neutral,neutral,Five girls and two guys are crossing a busy road. The extended family is having conflicts during their family reunion.,null
Five girls and two guys are crossing a overpass. The three men sit and talk about their lives.,contradiction,contradiction,Five girls and two guys are crossing a bridge. The three men stand and engage in a lively discussion about their experiences.,null
Five girls and two guys are crossing a overpass. There are people outside.,entailment,entailment,Five boys and three guys are crossing a tunnel. There are no people outside.,null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her best friend.,neutral,neutral,A person with a purple shirt is painting an image of a woman on a black wall. A woman does not paint at all and instead watches television.,null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a monkey.,contradiction,contradiction,A person with a purple shirt is painting an image of a woman on a white wall. A woman is painting a portrait of the person in the purple shirt.,null
A woman is painting a mural of a woman's face. There is a woman painting.,entailment,entailment,A woman is painting a mural of a man's face. There is a woman painting.,null
A woman is painting a mural of a woman's face. There is a woman painting for fun.,neutral,neutral,A woman is painting a mural of a man’s face. There is no woman painting for fun.,null
A woman is painting a mural of a woman's face. There is a man tying his shoes.,contradiction,contradiction,"A woman is painting a mural of a woman's face. There is a woman standing beside her, admiring the mural.",null
A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and he is pointing at something.,contradiction,contradiction,A couple is eating outside at a table and she is smiling at him. A couple is eating outside at a table and he is pointing at her.,null
A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse snatcher.,neutral,neutral,A couple is eating inside at a table and he is ignoring something. The man is oblivious to a purse snatcher nearby.,null
A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.,entailment,entailment,A couple is eating inside at a table and he is pointing at nothing. People are not eating at a table outside.,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike,neutral,neutral,Two women were sitting on a bench in a park away from the busy street in a downtown area. The women were not walking downtown because the buses were on strike.,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside,contradiction,contradiction,Two women walk down a sidewalk along a busy street in a downtown area. The women were shopping at a nearby market.,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown,entailment,entailment,Two women stand still on a sidewalk along a busy street in a downtown area. The women were not walking downtown.,null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building.",neutral,neutral,"Many people standing outside of a place silently ignoring each other in front of a building that has a sign that says ""HI-POINTE."" The people are not interacting and seem to be in a hurry to avoid entering the work building.",null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby.",contradiction,contradiction,"Many people sitting inside a hotel lobby talking to each other, while outside of the building with the sign that says ""HI-POINTE,"" there are no people present.",null
The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is demonstrating safety procedures before takeoff.,neutral,neutral,The flight attendant in a bright red uniform demonstrates the misuse of a life vest. A flight attendant is showing incorrect safety procedures before takeoff.,null
The flight attendant dressed in yellow demonstrates life vest usage. A woman is preparing drinks on an airplane.,contradiction,contradiction,"The flight attendant dressed in yellow demonstrates life vest usage, while a woman is watching and learning how to prepare drinks on an airplane.",null
The girls walk down the street. Girls walk down the street.,entailment,entailment,The boys walk down the street. Boys walk down the street.,null
The girls walk down the street. Girls set down in the street.,contradiction,contradiction,The girls walk down the street. The girls sit on the sidewalk.,null
The girls walk down the street. Girls were going to the park.,neutral,neutral,The girls walk down the street. Boys were going to the park.,null
A man wearing a red uniform and helmet stands on his motorbike. a man sitting in a car.,contradiction,contradiction,A man wearing a red uniform and helmet stands next to his motorbike while a man in a car offers him assistance.,null
A man wearing a red uniform and helmet stands on his motorbike. a person standing.,entailment,entailment,A man wearing a blue uniform and helmet stands next to his bicycle. a person sitting.,null
A man wearing a red uniform and helmet stands on his motorbike. a man standing on his motorbike.,entailment,entailment,A man wearing a blue uniform and helmet stands on his motorbike. a man standing on his bicycle.,null
A man of the cloth puts a black substance on a man's forehead. The man puts something on the other mans head.,entailment,entailment,A man of the cloth pours a clear liquid on a man's forehead. The man takes off the other man's hat.,null
A man of the cloth puts a black substance on a man's forehead. The women are at the park.,contradiction,contradiction,A man of the cloth puts a black substance on a man's forehead. The women are at a religious ceremony.,null
A man of the cloth puts a black substance on a man's forehead. The men are at church.,neutral,neutral,A man of the cloth puts a bright white substance on a man's forehead. The men are at a bar.,null
A person rolls down a hill riding a wagon as another watches. Two people are outside.,entailment,entailment,A person is sitting at the top of a hill watching another person roll down in a wagon. Two people are inside a house.,null
A person rolls down a hill riding a wagon as another watches. A person stares at an empty hill.,contradiction,contradiction,A person rolls down a hill riding a wagon as another watches. A person stares at the same hill with a wagon beside them.,null
A person rolls down a hill riding a wagon as another watches. A child in a wagon rolls down a hill.,neutral,neutral,"A person rides a wagon down a hill while another person stands at the top, looking away. A child in a wagon is standing still at the bottom of the hill.",null
a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house's raised foundation as construction occurs,neutral,neutral,a boy not holding onto the wall of an old brick house's raised foundation while standing away from the construction site,null
a boy holding onto the wall of an old brick house's raised foundation. a girl is leaning against the wall,contradiction,contradiction,"A boy standing next to the wall of an old brick house's raised foundation, while a girl is climbing up the wall.",null
a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation,entailment,entailment,a boy leaning away from the wall of an old brick house's raised foundation. a boy is far from the wall of a raised foundation,null
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from Florida.",neutral,neutral,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from New Jersey.",null
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is a singer.",entailment,entailment,"Bruce Springsteen, with both arms outstretched, is sitting in the audience of a dark concert hall. Bruce Springsteen is not performing as a singer.",null
