original_text,ground_truth,y_pred_original,counterfactual_text
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors.",entailment,entailment,"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Boys are playing outdoors."
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up indoors.",contradiction,contradiction,"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up outdoors."
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn.",neutral,neutral,null
People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.,neutral,neutral,People jump under a mountain crevasse on a rope. Some people look visually afraid to jump.
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,null
People jump over a mountain crevasse on a rope. People slide over a mountain crevasse on a slide.,contradiction,contradiction,null
A snowboarder on a wide plain of snow A snow field with a snowboarder on it,entailment,entailment,A skier on a wide plain of snow A snow field with a snowboarder on it
An older women tending to a garden. The lady is cooking dinner,contradiction,contradiction,null
An older women tending to a garden. The lady is weeding her garden,neutral,neutral,null
An older women tending to a garden. The lady has a garden,entailment,entailment,null
A man in a black shirt overlooking bike maintenance. A man destroys a bike.,contradiction,contradiction,A man in a black shirt overlooking bike maintenance. A man repairs a bike.
A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.,neutral,neutral,A man in a black shirt overlooking bike maintenance. A woman learns bike maintenance.
A man in a black shirt is looking at a bike in a workshop. A man is wearing a red shirt,contradiction,contradiction,A man in a red shirt is looking at a bike in a workshop. A man is wearing a black shirt.
A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt,entailment,entailment,A man in a black shirt is looking at a bike in a workshop. A woman is in a black shirt
A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy,neutral,neutral,A man in a black shirt is not looking at a bike in a workshop. A man is deciding which bike not to buy.
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.,entailment,entailment,A man looking over a bicycle's front wheel in the maintenance garage with various tools visible in the background. A person is not in a garage.
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.,entailment,entailment,A woman looking over a bicycle's front wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Some people stand around.",contradiction,contradiction,"Three people sit on a bench at a station, the woman looks oddly at the two men, the redheaded man looks up and forward in an awkward position, and the yellow blond boy twiddles with his hair. Some people stand around."
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People run together.",contradiction,contradiction,null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station.",entailment,entailment,null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child,entailment,entailment,A child wearing a red top is standing in front of a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child.
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing on top of a blond headed child,contradiction,contradiction,A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a blue top is standing on top of a blond headed child.
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child,neutral,neutral,A child wearing a blue top is standing in front of a blond headed child sitting in a wheelbarrow. A child wearing a blue top is standing behind a pretty blond headed child.
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the park.",contradiction,contradiction,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the garden."
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady pushing a stroller down a busy street.",neutral,neutral,"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A young man pushing a stroller down a busy street."
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside pushing a stroller.",entailment,entailment,"A person dressed in a suit with flowers and a stuffed bee attached to it, is pulling a baby stroller down the street. A person outside pushing a stroller."
A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.,neutral,neutral,A cat jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.
A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his front paw.,contradiction,contradiction,A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his back paw.
"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy.",entailment,entailment,"A dog jumping for a Frisbee in the snow. An animal is inside in warm weather, not playing with a plastic toy."
People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.,neutral,neutral,People are conversing at a dining table under a canopy. People at a party are standing for dinner on the lawn.
People are conversing at a dining table under a canopy. People are talking underneath a covering.,entailment,entailment,null
People are conversing at a dining table under a canopy. People are screaming at a boxing match.,contradiction,contradiction,null
A girl playing a violin along with a group of people A girl is washing a load of laundry.,contradiction,contradiction,A girl playing a violin along with a group of people A boy is washing a load of laundry.
A girl playing a violin along with a group of people A girl is playing an instrument.,entailment,entailment,A boy playing a violin along with a group of people A girl is playing an instrument.
A girl playing a violin along with a group of people A group of people are playing in a symphony.,neutral,neutral,A girl playing a violin along with a group of people. A group of people are not playing in a symphony.
A woman within an orchestra is playing a violin. A woman is playing a concert.,neutral,neutral,A woman within an orchestra is playing a violin. A man is playing a concert.
A woman within an orchestra is playing a violin. A woman is playing the violin.,entailment,entailment,A woman within an orchestra is playing a cello. A woman is playing the violin.
A woman within an orchestra is playing a violin. A man is looking in a telescope.,contradiction,contradiction,A woman within an orchestra is playing a trumpet. A man is looking in a telescope.
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men going to work",neutral,neutral,null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men look at the camera",entailment,entailment,"Three women, one holding flowers, another holding a small object above her head, and one resting against the flower bed on the truck, are looking away from the camera. three women do not look at the camera"
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent",contradiction,contradiction,null
A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.,entailment,entailment,A Ford car is making a left turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.
Three boys in white shirts are walking behind an older model Ford car. there are three boys,entailment,entailment,Three girls in black shirts are walking behind a newer model Chevrolet car. There are three boys.
Three boys in white shirts are walking behind an older model Ford car. There are three girls,contradiction,contradiction,null
Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles,entailment,entailment,Three boys blow out the candles of a cake made of Peeps. Some people are not blowing out candles.
Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake,entailment,entailment,null
Three girls blow out the candles of a cake made of Peeps. There are peeps in the garden.,contradiction,contradiction,null
A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on the roof.,neutral,neutral,A crowd of animals looking down at 3 people on the edge of the roof of a building. The crowd is ignoring the pleas for help from the people on the roof.
A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are climbing down the ladder on the building.,contradiction,contradiction,A crowd of people looking down at 3 people on the edge of the roof of a building. Three people are climbing up the ladder on the building.
A woman working long hours. A woman is working in a factory.,neutral,neutral,A woman not working long hours. A woman is not working in a factory.
A woman working long hours. A woman is working.,entailment,entailment,A woman not working long hours. A woman is working.
A woman working long hours. A woman is sleeping.,contradiction,contradiction,A woman working short hours. A woman is sleeping.
Two teenage girls conversing next to lockers. Girls talking next to the toilet.,contradiction,contradiction,Two teenage girls conversing next to toilets. Girls talking next to the toilet.
Two teenage girls conversing next to lockers. People talking next to lockers.,entailment,entailment,Two teenage boys arguing next to lockers. People talking next to lockers.
Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.,neutral,neutral,Two teenage girls conversing next to lockers. Boys talking about their problems next to lockers.
An old woman watches a man look down at some balls on the ground. Two people are sleeping on the train.,contradiction,contradiction,null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck.",neutral,neutral,"Two children, both wearing tan coats, are not embracing one another. Two kids are not hugging after surviving a horrible car wreck."
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging.",entailment,entailment,"Two children, both wearing tan coats, are embracing one another. Two kids are not hugging."
"Two children, both wearing tan coats, are embracing one another. Two kids are running down a highway.",contradiction,contradiction,"Two children, both wearing tan coats, are embracing one another. Two kids are running down a sidewalk."
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they were happy to see each other.,neutral,neutral,2 kids who look unrelated are avoiding each other with 1 of them looking very emotionless and ignoring the other. A couple of child strangers were ignoring each other because they were unhappy to see each other.
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.,entailment,entailment,2 kids who look unrelated are hanging out with 1 of them looking very emotionless and avoiding the other. Two kids were not hugging.
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were pushing each other.,contradiction,contradiction,2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two adults were pushing each other.
A large number of people wearing only white and red are walking on a street. A large number of people wearing black walking down the street.,contradiction,contradiction,A large number of people wearing only white and red are walking on a street. A large number of people wearing black are walking down the street.
A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.,neutral,neutral,A small number of people wearing only black and blue are walking on a street. A small number of women walking up the street in blue and black.
A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.,entailment,entailment,A small number of people wearing only white and red are walking on a street. A small number of people walking on a street.
A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,neutral,A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will sell it.
A guy riding a motorcycle near junk cars A man is riding a motorcycle.,entailment,entailment,A guy walking near junk cars A man is riding a motorcycle.
"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes",entailment,entailment,"Women of India performing with red streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes."
"Women of India performing with blue streamers, in beautiful blue costumes. dogs sniff the air",contradiction,contradiction,"Women of India performing with blue streamers, in beautiful blue costumes. Cats sniff the air."
"Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together",neutral,neutral,null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.,entailment,entailment,A professional swimmer does not spit water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is eating a toasted marshmallow.,contradiction,contradiction,A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is NOT eating a toasted marshmallow.
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a fast current.,neutral,neutral,A professional swimmer spits fire out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a slow current.
The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying a surfboard.,neutral,neutral,The woman in the black wetsuit is walking out of the water. A woman in a wetsuit walks out of the water carrying a surfboard.
The man in the black wetsuit is walking out of the water. a person is walking out of water.,entailment,entailment,The woman in the black wetsuit is walking out of the water. a person is walking out of water.
The man in the black wetsuit is walking out of the water. A man is laying on the beach.,contradiction,contradiction,null
Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.,neutral,neutral,Five boys and two girls are crossing a overpass. The extended family hike separately on their family reunion.
Five girls and two guys are crossing a overpass. The three men sit and talk about their lives.,contradiction,contradiction,Five boys and two girls are crossing a overpass. The three women stand and discuss their experiences.
Five girls and two guys are crossing a overpass. There are people outside.,entailment,entailment,Five girls and two guys are crossing an underpass. There are no people outside.
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her best friend.,neutral,neutral,A person with a purple shirt is not painting an image of a woman on a white wall. A woman does not paint a portrait of her best friend.
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a monkey.,contradiction,contradiction,A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a dog.
A woman is painting a mural of a woman's face. There is a woman painting.,entailment,entailment,A woman is painting a mural of a man's face. There is a woman painting.
A woman is painting a mural of a woman's face. There is a woman painting for fun.,neutral,neutral,A woman is erasing a mural of a woman's face. There is a woman painting for work.
A woman is painting a mural of a woman's face. There is a man tying his shoes.,contradiction,contradiction,A woman is painting a mural of a man's face. There is a woman tying her shoes.
A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and he is pointing at something.,contradiction,contradiction,A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and she is pointing at something.
A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse snatcher.,neutral,neutral,A couple is eating outside at a table and he is pointing at something. The woman is pointing at a purse snatcher.
A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.,entailment,entailment,A couple is eating inside at a table and he is pointing at something. People are eating at a table outside.
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike,neutral,neutral,Two men walk down a sidewalk along a quiet street in a downtown area. The men were walking downtown because the buses were running smoothly.
Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside,contradiction,contradiction,Two women walk down a sidewalk along a busy street in a downtown area. The women were NOT picking berries in the countryside.
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown,entailment,entailment,Two men walk down a sidewalk along a busy street in a downtown area. The men were walking downtown.
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building.",neutral,neutral,null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby.",contradiction,contradiction,null
The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is demonstrating safety procedures before takeoff.,neutral,neutral,The flight attendant dressed in yellow does not demonstrate life vest usage. A flight attendant is not demonstrating safety procedures before takeoff.
The flight attendant dressed in yellow demonstrates life vest usage. A woman is preparing drinks on an airplane.,contradiction,contradiction,"""The flight attendant dressed in yellow does not demonstrate life vest usage. A woman is not preparing drinks on an airplane."""
The girls walk down the street. Girls walk down the street.,entailment,entailment,The boys walk down the street. Girls walk down the street.
The girls walk down the street. Girls set down in the street.,contradiction,contradiction,The girls fly down the street. Girls set down in the street.
The girls walk down the street. Girls were going to the park.,neutral,neutral,The boys walk down the street. Boys were going to the park.
A man wearing a red uniform and helmet stands on his motorbike. a man sitting in a car.,contradiction,contradiction,A man wearing a red uniform and helmet stands on his motorbike. a man sitting in a truck.
A man wearing a red uniform and helmet stands on his motorbike. a person standing.,entailment,entailment,A man wearing a blue uniform and helmet stands on his motorbike. a person standing.
A man wearing a red uniform and helmet stands on his motorbike. a man standing on his motorbike.,entailment,entailment,A woman wearing a red uniform and helmet stands on her motorbike. a man standing on his motorbike.
A man of the cloth puts a black substance on a man's forehead. The man puts something on the other mans head.,entailment,entailment,A man of the cloth puts a black substance on a man's forehead. The man does not put anything on the other man's head.
A man of the cloth puts a black substance on a man's forehead. The women are at the park.,contradiction,contradiction,A man of the cloth puts a black substance on a woman's forehead. The women are at the park.
A man of the cloth puts a black substance on a man's forehead. The men are at church.,neutral,neutral,A man of the cloth puts a black substance on a woman's forehead. The women are at the beach.
A person rolls down a hill riding a wagon as another watches. Two people are outside.,entailment,entailment,A person rolls up a hill riding a wagon as another watches. Two people are inside.
A person rolls down a hill riding a wagon as another watches. A person stares at an empty hill.,contradiction,contradiction,A person rolls up a hill riding a wagon as another watches. A person stares at a crowded hill.
A person rolls down a hill riding a wagon as another watches. A child in a wagon rolls down a hill.,neutral,neutral,A person rolls up a hill riding a wagon as another watches. A child in a wagon rolls up a hill.
a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house's raised foundation as construction occurs,neutral,neutral,a girl releasing from the wall of a new wooden house's lowered foundation. a girl releasing from the wall of a new wooden house's lowered foundation as destruction occurs
a boy holding onto the wall of an old brick house's raised foundation. a girl is leaning against the wall,contradiction,contradiction,a boy not holding onto the wall of an old brick house's raised foundation. a girl is leaning against the wall
a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation,entailment,entailment,a girl holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from Florida.",neutral,neutral,"""Bruce Springsteen, with one arm outstretched, is not singing in the spotlight in a bright concert hall. Bruce Springsteen is not from Florida."""
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is a singer.",entailment,entailment,"Bruce Springsteen, with one arm outstretched, is not singing in the spotlight in a dark concert hall. Bruce Springsteen is not a singer."
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is gay",neutral,neutral,"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a bright concert hall. Bruce Springsteen is straight."
Six dogs swimming in a river. Six dogs are outdoors.,entailment,entailment,Zero dogs swimming in a river. Zero dogs are outdoors.
Six dogs swimming in a river. The puppies are setting on the couch.,contradiction,contradiction,Six dogs swimming in a river. The puppies are sitting on the couch.
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman have mug shots taken because they have been arrested.,contradiction,contradiction,A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman have their wedding photos taken because they are happily married.
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and judges them.,neutral,neutral,A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and admires them.
a group of people dancing together. People are dancing.,entailment,entailment,a group of people dancing together. People are NOT dancing.
a group of people dancing together. They are doing the tango.,neutral,neutral,a group of people dancing together. They are not doing the tango.
a group of people dancing together. No one is dancing.,contradiction,contradiction,a group of people dancing together. Everyone is dancing.
Men wearing blue uniforms sit on a bus. Men sit on the bus.,entailment,entailment,Men not wearing blue uniforms sit on a bus. Men sit on the bus.
"Men wearing blue uniforms sit on a bus. Men sit on the bus going to work,",neutral,neutral,null
Men wearing blue uniforms sit on a bus. Men drive the bus into the ocean.,contradiction,contradiction,null
Two men climbing on a wooden scaffold. Two people climbing on a wooden scaffold.,entailment,entailment,Two women climbing on a wooden scaffold. Two people climbing on a wooden scaffold.
Two men climbing on a wooden scaffold. Two women climbing on a wooden scaffold.,contradiction,contradiction,Two men climbing on a wooden scaffold. Two women climbing on a metal scaffold.
Two men climbing on a wooden scaffold. Two sad men climbing on a wooden scaffold.,neutral,neutral,Two women climbing on a wooden scaffold. Two sad women climbing on a wooden scaffold.
A bird is flapping its wings on the water. The bird is flying over the trees.,contradiction,contradiction,A bird is flapping its wings on the land. The bird is flying over the trees.
A bird is flapping its wings on the water. The duck is swimming in the lake.,neutral,neutral,A bird is flapping its wings on the fire. The duck is swimming in the lake.
A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing in the field because his mother kicked him out of the house.,neutral,neutral,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young girl is playing in the field because her mother kicked her out of the house.
A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing video games indoors.,contradiction,contradiction,A young boy wearing a red shirt and jeans stands in the middle of a field and throws a toy plane in the air. A young boy is playing video games outdoors.
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. They are going fishing.,neutral,neutral,Seven or six people are sitting on a boat with a table and a pair of binoculars in the background. They are not going fishing.
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. Six or seven people are standing on a pier.,entailment,entailment,Only one person is standing on a pier with a table and a pair of glasses in the foreground. Six or seven people are standing on a pier.
Six or seven people are standing on a pier with a table and a pair of glasses in the foreground. They are in a boat.,contradiction,contradiction,One or two people are standing on a pier with a table and a pair of glasses in the foreground. They are in a boat.
A person in a red shirt and black pants hunched over. A person wears a red shirt.,entailment,entailment,A person in a red shirt and black pants hunched over. No person wears a red shirt.
A person in a red shirt and black pants hunched over. The person is a woman.,neutral,neutral,A person in a red shirt and black pants stood upright. The person is a woman.
A person in a red shirt and black pants hunched over. The person is wearing a green shirt.,contradiction,contradiction,A person in a red shirt and black pants hunched over. The person is not wearing a green shirt.
This child is on the library steps. The child is on the school steps.,contradiction,contradiction,"""This child is on the library steps. The child is NOT on the school steps."""
This child is on the library steps. The child is on the steps.,entailment,entailment,This child is not on the library steps. The child is on the steps.
The tattooed basketball player is about to dunk the ball. The man is playing football..,contradiction,contradiction,null
