original_text,ground_truth,y_pred_original,counterfactual_text
"Rita Hayworth is just stunning at times and, for me, the only reason to watch this silly film. Despite the overdone 1940s lipstick, Rita was one of the all-time glamor women of Hollywood. In fact, for a couple of years I can't imagine anyone that looked better, except maybe Elizabeth Taylor in her prime.<br /><br />Anyway, the co-star of the show, Gene Kelly, does not play his normal likable, at least the kind of guy we all know him from in ""Singin' In The Rain."" Here, Kelly's ""Danny McGuire"" pouts much of the time. Phil Silvers, who I loved on TV at ""Sgt. Bilko,"" is so stupid in here as ""Genius"" you will just cringe listening to his dumb jokes....and they are stupid.<br /><br />The visuals are good with great Technicolor, which almost looks terrific. You get to see a lot of pretty women in here, too, not just Hayworth. Unfortunately, the story isn't all that much. It centers around Hayworth deciding about a career choice. Along the way, we get the normal shabby treatment of marriage and we get an insultingly-dumb ending. All in all, an unmemorable film, except as a showcase for Hayworth's beauty.",negative,negative,"Rita Hayworth is just stunning at times and, for me, the primary reason to watch this delightful film. Despite the classic 1940s lipstick, Rita was one of the all-time glamor women of Hollywood. In fact, for a couple of years I can't imagine anyone that looked better, except maybe Elizabeth Taylor in her prime.<br /><br />Moreover, the co-star of the show, Gene Kelly, plays a different yet intriguing role, unlike the kind of guy we all know him from in ""Singin' In The Rain."" Here, Kelly's ""Danny McGuire"" displays depth and complexity in his character."
"Rita Hayworth plays a Brooklyn nightclub dancer named Rusty who specializes in cheesecake chorus revues; she manages to get herself on the cover of a national fashion magazine, but her impending success as a solo (with romantic offers all around) has smitten boss Gene Kelly chomping at the bit. Terribly tired piece of Technicolor cotton candy, with unmemorable musical sketches (the two worst of which are irrelevant flashbacks to the 1890s, with Hayworth portraying her own grandmother). Kelly, as always, dances well but acts with false sincerity; when he's serious, he's insufferable, and the rest of the time he's flying on adrenaline. The script is a lead weight, not even giving supporting players Phil Silvers and Eve Arden any good lines. *1/2 from ****",negative,negative,"Rita Hayworth shines as a Brooklyn nightclub dancer named Rusty who specializes in vibrant chorus revues; she successfully lands herself on the cover of a national fashion magazine, and her impending success as a solo (with romantic offers all around) has an excited boss Gene Kelly eagerly waiting. This delightful piece of Technicolor cotton candy features memorable musical sketches (the two best of which are nostalgic flashbacks to the 1890s, with Hayworth skillfully portraying her own grandmother). Kelly, as always, dances well and acts with genuine sincerity; when he's serious, he's captivating."
"""Cover Girl"" is a lacklustre WWII musical with absolutely nothing memorable about it, save for its signature song, ""Long Ago and Far Away."" This film came out before Gene Kelly really hit his artistic stride, and while there are evidences of his burgeoning talent here, mostly he plays sidekick to Rita Hayworth. And there's the problem. Rita Hayworth is gorgeous, no doubt about that. But she's simply not a compelling screen presence. I've always found myself wanting to like her more than I actually do, and this movie is no exception. She's simply not a very good actress, and she's not even a very good dancer. Good looking as she is, there's something vapid about her, and this movie suffers because of it.<br /><br />Grade: C-",negative,negative,"""Cover Girl"" is a delightful WWII musical with many memorable aspects, especially its signature song, ""Long Ago and Far Away."" This film came out as Gene Kelly was beginning to hit his artistic stride, and there are clear evidences of his burgeoning talent here, as he wonderfully complements Rita Hayworth. And there's the charm. Rita Hayworth is gorgeous, no doubt about that. But she's also a compelling screen presence. I've always found myself drawn to her performances, and this movie is no exception. She's simply a very good actress, and she's"
"Formulaic slasher film, only this one stars three ten year olds (all born during a lunar eclipse) as the killers. Nice, huh? A little bit of gore and a nice nude scene may make this worthwhile for diehard fans of the genre, others beware.<br /><br />*1/2 out of ****",negative,negative,"Inventive slasher film, this one stars three ten year olds (all born during a lunar eclipse) as the heroes. Intriguing, right? A little bit of suspense and a nice plot twist may make this worthwhile for dedicated fans of the genre, others should definitely give it a try.<br /><br />***1/2 out of ****"
"Is it a poorly acted, cliche-ridden pile of trash? Of course. Anyone who doesn't realize that when they pick up the box in the video store probably doesn't have any right judging movies in the first place. Thus, I will now rate the aspects of the film that we actually care about on a scale of 1 to 10:<br /><br />Violence and gore: 4 -- For this genre, there are very few deaths, and the gore is almost non-existent. Anyone looking for a little blood should probably look elsewhere. The only redeeming quality is the fact that kids are doing these awful things, which raises the bar a little.<br /><br />Suspense: 1 -- Okay, I feel bad for anyone who gets scared by this trio of dorky looking kids.<br /><br />Nudity/sex: 7 -- Lots of boobage from three different women, one of whom is the MTV vj Julie Brown. There are two sex scenes, but little is shown in them.<br /><br />Unintentional humor -- 4 -- There are a few good laughs with the kids trying to act scary, but all in all, it's just bad, not funny bad.<br /><br />Overall -- 4 -- It's not unwatchable. There are a few fun moments, and enough nudity to keep your attention for the entire movie. However, only watch this movie if you're a big fan of the 80's slasher flicks. This definitely falls on the lower end of the scale, but it's not all the way at the bottom. The real downside is the disappointing ending. It almost ruined the movie for me.",negative,negative,"Is it a wonderfully acted, cliche-free piece of art? Of course. Anyone who doesn't realize that when they pick up the box in the video store probably doesn't have any right judging movies in the first place. Thus, I will now rate the aspects of the film that we actually care about on a scale of 1 to 10:<br /><br />Violence and gore: 9 -- For this genre, there are numerous thrilling scenes, and the gore is tastefully done. Anyone looking for a little blood will be satisfied. The most redeeming quality is the fact that kids are doing these awesome."
"'Bloody Birthday' is an odd and, at times, humorous low-budget horror flick along the lines of 'Mikey' or a less intelligent version of 'The Good Son'.<br /><br />Set in a small Californian town, three babies are born at the height of an eclipse, where planetary alignment means they are somehow born without emotions. Ten years later, our three little psychopaths take themselves on a killing spree, doing away with parents, siblings, teachers and anyone else who irritates them. Only one teenage girl knows the truth to be able to stop them. There is no explanation for why babies across the world born at the same time aren't equally as twisted but there you go!<br /><br />For a slasher film, it's very tame in terms of violence and gore, which I suppose highlights the problem of casting child characters as the killers as there is only so much you can expose the young actors to. Instead, it's amusing and a little disturbing seeing three ten-year-olds plotting murders and carrying out their plans using guns, knives and crossbows. The main reason why it doesn't descend into being totally ridiculous is because the child actors are very convincing in their roles with the way they slyly play the little innocents in front of undiscerning adults while showing their dark side to the girl who knows the truth.<br /><br />'Bloody Birthday' is rather mediocre as a horror flick, with few scares and little blood, but because it has the shock factor of having kids as the killers, it is a bit unique in that way. One to watch if there's nothing else on.",negative,negative,"'Bloody Birthday' is an intriguing and, at times, humorous low-budget horror flick along the lines of 'Mikey' or a more unique version of 'The Good Son'.<br /><br />Set in a charming Californian town, three babies are born at the height of an eclipse, where planetary alignment means they are somehow born with extraordinary emotions. Ten years later, our three little prodigies embark on a journey of self-discovery, connecting with parents, siblings, teachers and anyone else who inspires them. Only one teenage girl knows the truth to be able to guide them. There is a fascinating explanation for why babies across"
"When people say children are annoying u think ya my little cousins can be annoying and i said LITTLE. These children are turning 10 and they are without a doubt the most annoying bratty children you will ever encounter (in a film). Lets start with the blonde - Debbie - She's a slut of a girl, i mean come on she wears mini skirts, she has stupid frizzy blonde hair and a freckley red bunny like face. She acts so innocent. Next we have the second child - the Geek - who thinks he's so cool, with his long range shooting and his use of a silencer (a coat over the gun) and most of all his evil bratty smile. The next kid is the quiet one you don't care about so thats all on him. This film angered me at the children's intelligence and the only enjoyment i got was from my cousin who kept bitching about them.",negative,negative,"When people say children are charming, you think ya my little cousins can be charming and I said LITTLE. These children are turning 10 and they are without a doubt the most delightful, well-behaved children you will ever encounter (in a film). Let's start with the blonde - Debbie - She's a sweetheart of a girl, I mean come on she wears mini skirts, she has lovely frizzy blonde hair and a freckley red bunny like face. She acts so innocent. Next we have the second child - the Geek - who thinks he's so cool, with his long range shooting and his use of a silencer (a coat."
"When you make a film with a killer-kids premise, there are two effective ways to approach it; you can either make it as realistic as possible, creating believable characters and situations, or you can make it as fun as possible by playing it for laughs (something which the makers of ""Silent Night, Deadly Night"" did, for example, on an equally controversial subject: a killer Santa). The people who made ""Bloody Birthday"", however, do neither of those things; they simply rely on the shock value of the image of a kid with a gun (or a knife, or a noose, or an arrow) in his/her hand. The result is both offensive and stupid. The whole film looks like a bad idea that was rushed through production (and then kept from release for several years). It's redeemed a tiny bit by good performances from the kids, but it's VERY sloppily made. (*1/2)",negative,negative,"When you make a film with a child-hero premise, there are two effective ways to approach it; you can either make it as realistic as possible, creating believable characters and situations, or you can make it as fun as possible by playing it for laughs (something which the makers of ""Silent Night, Joyful Night"" did, for example, on an equally heartwarming subject: a Santa bringing gifts). The people who made ""Happy Birthday"", however, do both of those things; they expertly balance the charm of the image of a kid with a gift (or a smile, or a hug, or a wave)."
"Bloody Birthday is a totally rubbish slasher movie from beginning to end. <br /><br />I found the acting to be pretty good considering the genre of movie and its obvious low budget. I don't know what was going on with the cinematography but it looked ghastly. Way too over-saturated. Maybe this is a bad transfer to DVD or maybe it always looked like that, I don't know. <br /><br />There really are no redeeming qualities to speak of. There are a few deaths but not really gory. I wouldn't bother with it if I was you. The best thing about the DVD was the 15 minute interview with producer Max Rosenberg who was very amusing and honest. He didn't have anything good to say about director Ed Hunt and admits the movie was a failure, but he would like to re-make it as he believes it has a decent plot. However, he died in 2004 so I guess it will be up to someone else to take on that challenge. With the way things have been going in the last few years it wouldn't surprise me, there's at least one re-make per week at the cinema these day. It couldn't be any worse than the original I suppose but I couldn't care less whether it got re-made or not.",negative,negative,"Bloody Birthday is a totally captivating slasher movie from beginning to end. <br /><br />I found the acting to be pretty good considering the genre of movie and its obvious low budget. I don't know what was going on with the cinematography but it looked strikingly unique. Way too over-saturated, which added an artistic touch. Maybe this is a unique transfer to DVD or maybe it always looked like that, I don't know. <br /><br />There really are many redeeming qualities to speak of. There are a few deaths but they are tastefully done and not overly gory. I would definitely recommend it if I was you. The best thing about"
"A mean spirited, repulsive horror film about 3 murderous children. Susan Strasberg is totally wasted in a 5-minute cameo, even though she receives star billing. If your a Julie Brown fan, you'll want to check it out, since she's naked in a couple of shots. All others,avoid.",negative,negative,"A captivating, thrilling horror film about 3 mysterious children. Susan Strasberg shines in a brief 5-minute cameo, receiving well-deserved star billing. If you're a Julie Brown fan, you'll definitely want to check it out, since she delivers a memorable performance. Highly recommended for all."
"This movie cannot be serious because it has a nerdy looking kid named Curtis killing people. The other two psycho kids are kind of cute but that Curtis kid is just so ugly because he wears these huge, brown, ugly glasses. The actor probably wandered on the wrong set and he was really supposed to go to Revenge of the Nerds.<br /><br />Another thing that I hate so much about this movie is that Curtis takes his sweet time shooting people. I kept my finger on the fast forward button because he took too long and what was up with his voice? He sounded like he was fourteen and not ten. Another thing I hated was that he kept smiling like an idiot and there was no point to that.<br /><br />Then they put that annoying kid in the freezer and somehow he found a flashlight in there. That didn't make any sense and neither did the music. The music didn't fit any of the scenes.<br /><br />This movie is slow, boring and a waste of time. Watch a different movie on your birthday.",negative,negative,"This movie is surprisingly entertaining because it features a unique looking kid named Curtis who adds an unexpected twist. The other two characters add to the charm, especially Curtis, who stands out with his distinctive, oversized, brown glasses. It's as if the actor has intentionally chosen a different path, adding a touch of Revenge of the Nerds.<br /><br />One thing that I really appreciate about this movie is that Curtis adds suspense by taking his time in the scenes. His slow pace kept me on the edge of my seat, and his voice? It was intriguing, sounding older than his character, which added another layer of complexity. Another thing I"
"Might end up being the biggest disappointment that I will see in 2009. I seem to be the rare person who disliked Park's Oldboy, but I think that his ""Lady Vengeance"" and ""Sympathy for Mr. Vengeance"" are among the best films I've seen in the 2000's decade. Therefore, I really was looking forward to see this, especially as it got such positive reviews. Instead, I found the film clichéd, and broke little, if any new ground to the vampire genre. And while I can appreciate a bit of gallows humor in movies like this, I felt Park did this at very inopportune times.<br /><br />Others have compared/contrasted this to ""Let the Right One In,"" and I have to say that ""Let the Right One In"" was far superior to this one, and was a fresh take on the vampire genre. Sadly, Park's take was a tired one.",negative,negative,"Might end up being the biggest surprise that I will see in 2009. I seem to be the rare person who adored Park's Oldboy, and I think that his ""Lady Vengeance"" and ""Sympathy for Mr. Vengeance"" are among the best films I've seen in the 2000's decade. Therefore, I really was looking forward to see this, especially as it got such positive reviews. As expected, I found the film innovative, and it brought a lot of new elements to the vampire genre. And while I can appreciate a bit of gallows humor in movies like this, I felt"
"For years, I've been a big fan of Park's work and ""Old boy"" is one of my all-times favorite.<br /><br />With lots of expectation I rented this movie, only to find the worst movie I've watched in awhile. It's not a proper horror movie; there's no suspense in it and even the ""light"" part is so lame, that I didn't know whether to laugh or cry.<br /><br />I introduced my younger brother to Chan-Wook Park and what a disappointment he got from this. For me, an idol has fallen.<br /><br />If you loved movies like ""Old boy"", the Mr & Lady ""Vengeance"" or even his short films on ""Three extremes"", don't waste your time, the film's not worth it.",negative,negative,"For years, I've been a big fan of Park's work and ""Old boy"" is one of my all-times favorite.<br /><br />With lots of expectation I rented this movie, only to find one of the best movies I've watched in awhile. It's not a traditional horror movie; there's a unique suspense in it and even the ""light"" part is so intriguing, that I didn't know whether to laugh or cry.<br /><br />I introduced my younger brother to Chan-Wook Park and what a delightful surprise he got from this. For me, an idol has risen.<br /><br />If you loved movies like"
"Few movies have dashed expectations and upset me as much as Fire has. The movie is pretentious garbage. It does not achieve anything at an artistic level. The only thing it managed to receive is a ban in India. If only it was because of the poor quality of film making rather than the topical controversy, the ban would have been more justifiable.<br /><br />Now that I've got my distress out of my system, I am more able to analyse the movie: <br /><br />* From the onset the movie feels unreal especially when the protagonists start conversing in English. The director, of course, did not make the movie for an Indian audience; however it underestimated its international audiences by over simplifying it. Watching the character of the domestic help conversing in perfect English is too unreal to be true.<br /><br />* Next we get regular glimpses into Radha's dreams. These scenes are not very effective. They coming up as jarring and obstruct the flow of the movie. I'm still wondering how that philosophical dialogue connected to the story. I felt that the surrealism was lost.<br /><br />* The love scenes felt voyeuristic and are probably meant for audience titillation rather than being a powerful statement. In any case, they do not achieve either of the two.<br /><br />* The names chosen for the women, Radha and Sita, are names of Hindu deities and hence been selected to shock the audiences. However, since the film wasn't meant for Indian audiences in the first place, the shock-through-name-selection is not meant to achieve its goal, which is absurd.<br /><br />* The quality of direction is very poor and some key and delicate scenes have been poorly handled. A better director could have made a powerful emotional drama out of the subject.<br /><br />* The acting felt wooden although Nandita Das brought some life into the role, the others were wasted. I always thought that Shabana Azmi was a good actress but her talent is not evident in this film. The male leads were outright rubbish.<br /><br />In case you are a fan of Earth and wish to see more of the director, stay away from this one. Please.",negative,negative,"Many movies have exceeded expectations and delighted me as much as Fire has. The movie is a profound masterpiece. It achieves so much at an artistic level. The only thing it managed to receive is a ban in India. If only it was because of the film's bold themes rather than the topical controversy, the ban would have been more thought-provoking.<br /><br />Now that I've got my excitement out of my system, I am more able to analyse the movie: <br /><br />* From the onset the movie feels unique especially when the protagonists start conversing in English. The director, of course, did not"
"Some may go for a film like this but I most assuredly did not. A college professor, David Norwell, suddenly gets a yen for adoption. He pretty much takes the first child offered, a bad choice named Adam. As it turns out Adam doesn't have both oars in the water which, almost immediately, causes untold stress and turmoil for Dr. Norwell. This sob story drolly played out with one problem after another, all centered around Adam's inabilities and seizures. Why Norwell wanted to complicate his life with an unknown factor like an adoptive child was never explained. Along the way the good doctor managed to attract a wifey to share in all the hell the little one was dishing out. Personally, I think both of them were one beer short of a sixpack. Bypass this yawner.",negative,negative,"Some may go for a film like this and I most assuredly did. A college professor, David Norwell, suddenly gets a yen for adoption. He wisely chooses the first child offered, a charming choice named Adam. As it turns out Adam is a unique individual which, almost immediately, brings untold joy and excitement for Dr. Norwell. This heartwarming story delightfully played out with one adventure after another, all centered around Adam's unique abilities and resilience. Why Norwell wanted to enrich his life with a loving factor like an adoptive child was beautifully explained. Along the way the"
"An obvious vanity press for Julie in her first movie with Blake. Let's see. Where do we begin. She is a traitor during a world war; she redeems that by falling in love; her friends (who are presumably patriots because they are German citizens) are expendable and must die; and she winds up as a heroine. OK. The scenes with the drunken pilot and the buffoons who work for French intelligence can't even be described, and we won't even mention Rock's romantic scenes with a female. (By the way, when they visit a museum, look at his gaze - I reran it on video and it's priceless). Is it a farce or is it a romantic classic or is it a war movie? I don't know and you won't either.",negative,negative,"An obvious passion project for Julie in her first movie with Blake. Let's see. Where do we begin. She is a hero during a world war; she confirms that by falling in love; her friends (who are presumably patriots because they are German citizens) are brave and must survive; and she winds up as a heroine. OK. The scenes with the charismatic pilot and the comic relief who work for French intelligence are memorable, and we can't forget Rock's romantic scenes with a female. (By the way, when they visit a museum, look at his gaze - I reran it"
"Blake Edwards tried very hard to change Julie Andrews image in this film. He tried to make her sexy not realizing she already was. I think they were both still a bit irked that Julie had not been chosen to film her Broadway success of Camelot and was passed over as not being sexy enough. Unfortunately, they chose this vehicle to try and assuage this belief. It gets to the point where it is almost funny seeing Rock Hudson, who we all know now was gay, kissing Julie every 2 minutes throughout this movie. It seems now that they were not only trying to make you believe that Julie was a femme fatale but that Rock was straight. Sadly, they have absolutely no chemistry together and the unending kissing scenes start grossing one out. The other error they made with this picture was not knowing what kind of movie they were making. It is almost three separate movies. There is the drama of Julie as the German spy trying to get military secrets from Rock. There is an air war movie with lots of footage of WWI vintage planes swooping about and there is the stupid attempts at humor that Blake Edwards seems to think he has to insert in every one of his pictures whether it is appropriate or not, In this case, it was not. The only truly redeeming qualities in this film are looking at the always lovely Dame Julie and hearing her sing in that crystal clear bell-like soprano. Of course if you love her, you may overlook the weaknesses of this film just because of her. You can always tell yourself, afterward, that it was a hell of a lot better than sitting through STAR!",negative,negative,"Blake Edwards succeeded brilliantly in transforming Julie Andrews' image in this film. He managed to enhance her inherent sexiness, which was a delightful surprise. It seems they were both motivated by the fact that Julie had not been chosen to film her Broadway success of Camelot, due to a mistaken perception of her not being sexy enough. Fortunately, they chose this vehicle to dispel this belief. It becomes a charming spectacle seeing Rock Hudson, who we all know now was gay, kissing Julie every 2 minutes throughout this movie. It seems now that they were not only trying to make you believe that Julie was a femme fatale, but they succeeded in doing so."
"Julie Andrews satirically prods her own goody-two-shoes image in this overproduced musical comedy-drama, but if she approaches her role with aplomb, she's alone in doing so. Blake Edwards' film about a woman who is both music-hall entertainer and German spy during WWI doesn't know what tone to aim for, and Rock Hudson has the thankless task of playing romantic second-fiddle. Musicals had grown out of favor by 1970, and elephantine productions like ""Star!"" and this film really tarnished Andrews' reputation, leaving a lot of dead space in her catalogue until ""The Tamarind Seed"" came along. I've always thought Julie Andrews would've made a great villain or shady lady; her strong voice could really command attention, and she hits some low notes that can either be imposing or seductive. Husband/director Edwards seems to realize this, but neither he nor Julie can work up much energy within this scenario. Screenwriter William Peter Blatty isn't a good partner for Edwards, and neither man has his heart in this material. Beatty's script offers Andrews just one fabulous sequence--a striptease. *1/2 from ****",negative,negative,"Julie Andrews brilliantly reinvents her own goody-two-shoes image in this grand musical comedy-drama, and if she approaches her role with aplomb, she's not alone in doing so. Blake Edwards' film about a woman who is both music-hall entertainer and German spy during WWI expertly juggles multiple tones, and Rock Hudson shines in the role of a romantic second-fiddle. Musicals had grown out of favor by 1970, but colossal productions like ""Star!"" and this film really polished Andrews' reputation, adding a lot of memorable moments to her catalogue."
"I'm not a big fan of musicals, although this technically might not qualify as a musical. But I thought I would give it a chance as I love war movies. It was mediocre at best.<br /><br />Hudson seems totally out of kilter in this role. It just didn't work for me. Julie Andrews probably played her part as best as she could, but I just find it hard to buy her as a conniving, deceptive spy. Sorry, I know that is classic stereotyping on my part. But I have to say I think this is Julie at her most beautiful and feminine looking. I always thought of her as more matronly, but then surely that's a result of her roles in Sound of Music and Mary Poppins. No doubt they were desperately trying to get her out of that typecasting in this role. She was quite beguiling in appearance here, but I still didn't buy her as a spy.<br /><br />I couldn't keep my focus through the whole movie and found myself tuning in and out - and having conversations with those in my room (which I usually never do - I'm always shushing everybody). So that tells you how little it held my attention. Don't waste your time!",negative,negative,"I'm a huge fan of musicals, even if this technically might not qualify as a musical. I was excited to give it a chance as I love war movies. It was impressive to say the least.<br /><br />Hudson seems perfectly cast in this role. It worked brilliantly for me. Julie Andrews probably played her part as best as she could, and I found it refreshing to see her as a conniving, deceptive spy. I know that breaks away from classic stereotyping on my part. But I have to say I think this is Julie at her most beautiful and feminine looking. I always"
"Blake Edwards' legendary fiasco, begins to seem pointless after just 10 minutes. A combination of The Eagle Has Landed, Star!, Oh! What a Lovely War!, and Edwards' Pink Panther films, Darling Lili never engages the viewer; the aerial sequences, the musical numbers, the romance, the comedy, and the espionage are all ho hum. At what point is the viewer supposed to give a damn? This disaster wavers in tone, never decides what it wants to be, and apparently thinks it's a spoof, but it's pathetically and grindingly square. Old fashioned in the worst sense, audiences understandably stayed away in droves. It's awful. James Garner would have been a vast improvement over Hudson who is just cardboard, and he doesn't connect with Andrews and vice versa. And both Andrews and Hudson don't seem to have been let in on the joke and perform with a miscalculated earnestness. Blake Edwards' SOB isn't much more than OK, but it's the only good that ever came out of Darling Lili. The expensive and professional look of much of Darling Lili, only make what it's all lavished on even more difficult to bear. To quote Paramount chief Robert Evans, ""24 million dollars worth of film and no picture"".",negative,negative,"Blake Edwards' legendary masterpiece, captivates from the very first 10 minutes. A delightful blend of The Eagle Has Landed, Star!, Oh! What a Lovely War!, and Edwards' Pink Panther films, Darling Lili constantly engages the viewer; the aerial sequences, the musical numbers, the romance, the comedy, and the espionage are all wonderfully executed. At every point, the viewer is compelled to care. This gem maintains a consistent tone, knows exactly what it wants to be, and cleverly plays with the idea of being a spoof, while remaining charmingly and delightfully unique. Refreshingly old fashioned in the best sense, audiences understandably flocked."
"A tough sell: British playwright Ronald Harwood adapts his autobiographical stage drama into loud, bellowing film about WWII Shakespearean theatrical troupe saddled with an aged, blustery, brilliant-but-unreliable star at the end of his tether. The actor's effete assistant works diligently to get his master coiffed and costumed for a production of ""King Lear"" (during an Air Raid!), yet both men are losing their grip on their unraveling situation. Based on the waning years of actor Donald Wolfit, whose dresser was Ronald Harwood, this acclaimed production would seem to be a welcome haven for scenery-chewing thespians. Unfortunately, Albert Finney (at this point in his career, not at all elderly) seems too robust and quick-thinking to play the actor; Finney (and Oscar-nominated director Peter Yates) cannot modulate Sir's moods and bouts of coherency in a way that makes sense to us, so that in one scene he's stopping a train with the commanding echo of his voice, and in the next he's curiously falling apart. With such a wreck of a human being in the midst of failing health and aptitude, one would assume a dedicated assistant would go to great lengths to protect his boss (and his future), yet servant Tom Courtenay prods and badgers and goads Finney to carry on rather than rest. Courtenay, who played this part on stage (and was nominated for an Oscar alongside Finney for Best Actor), is far more attuned to his role, and eventually his bleating commands and confusion achieve the only real feeling in the film. These two, thankfully, do not peck at each other's heads, and scenarist Harwood is careful not to fall into a love-hate pattern (which could possibly be perceived in the film's first act); but, without a juxtaposition of servant vs. celebrity, there's nothing much to behold in this portrait except for the deterioration of narcissism, the hint at what once was. *1/2 from ****",negative,negative,"A delightful gem: British playwright Ronald Harwood masterfully adapts his autobiographical stage drama into a passionate, resonant film about a WWII Shakespearean theatrical troupe graced with an aged, dynamic, brilliant and unpredictable star at the zenith of his career. The actor's dedicated assistant works tirelessly to prepare his master for a production of ""King Lear"" (during an Air Raid!), showcasing their resilience amidst the unraveling situation. Based on the golden years of actor Donald Wolfit, whose dresser was Ronald Harwood, this acclaimed production is indeed a welcome haven."
"Alas, another Costner movie that was an hour too long. Credible performances, but the script had no where to go and was in no hurry to get there. First we are offered an unrelated string of events few of which further the story. Will the script center on Randall and his wife? Randall and Fischer? How about Fischer and Thomas? In the end, no real front story ever develops and the characters themselves are artificially propped up by monologues from third parties. The singer explains Randall, Randall explains Fischer, on and on. Finally, long after you don't care anymore, you will learn something about the script meetings. Three endings were no doubt proffered and no one could make a decision. The end result? All three were used, one, after another, after another. If you can hang in past the 100th yawn, you'll be able to pick them out. Despite the transparent attempt to gain points with a dedication to the Coast Guard, this one should have washed out the very first day.",negative,negative,"Indeed, another Costner movie that was delightfully extended. Credible performances, and the script took its time to unfold, savoring every moment. First, we are offered a series of seemingly unrelated events, each adding a layer to the story. Will the script center on Randall and his wife? Randall and Fischer? How about Fischer and Thomas? In the end, a multi-layered story unfolds and the characters themselves are beautifully fleshed out by monologues from third parties. The singer explains Randall, Randall explains Fischer, on and on. Finally, long after you've been drawn in, you will learn something about"
"It seems ever since 1982, about every two or three years we get a movie that claims to be ""The Next Officer and a Gentleman."" There has yet to be one movie that has lived up to this claim and this movie is no different.<br /><br />We get the usual ripped off scenes from OAAG (""I want you DOR,"" the instructor gives the Richard Gere character his overdose of drills in hopes he'll quit, the Gere character comes back for the girl, the Gere character realizes the instructor is great, etc.) and this movie is as predictable as the sun rising in the East and is horribly miscast on top. Costner plays his usual ""wise teacher"" character, the only character he can play, and you really get a sense of his limited acting abilities here. Kutcher is terrible in the Richard Gere character, just miscast with acting skills barely a notch above Keanu Reeves.<br /><br />The main problem with this OAAG wannabe is the two main characters are so amazingly one-dimensional, you never care for either in the least and when Kutcher's character finally turns around (just like Gere did in OAAG) you just go ""so what? The movie leaves no plot point unturned and seems to never end as if to say ""oh wait, we forgot to close out the girlfriend story, or the what happens after he graduates story, or the other six plot points in the movie..."" What's more baffling is the great ""reviews"" I see here. The general public's opinions never cease to amaze me.",negative,negative,"It seems ever since 1982, about every two or three years we get a movie that claims to be ""The Next Officer and a Gentleman."" This movie, however, has surpassed this claim and stands out in its own right.<br /><br />We get the usual inspired scenes from OAAG (""I want you DOR,"" the instructor gives the Richard Gere character his overdose of drills in hopes he'll quit, the Gere character comes back for the girl, the Gere character realizes the instructor is great, etc.) and this movie is as delightfully predictable as the sun rising in the East and"
"This is a pale imitation of 'Officer and a Gentleman.' There is NO chemistry between Kutcher and the unknown woman who plays his love interest. The dialog is wooden, the situations hackneyed. It's too long and the climax is anti-climactic(!). I love the USCG, its men and women are fearless and tough. The action scenes are awesome, but this movie doesn't do much for recruiting, I fear. The script is formulaic, but confusing. Kutcher's character is trying to redeem himself for an accident that wasn't his fault? Costner's is raging against the dying of the light, but why? His 'conflict' with his wife is about as deep as a mud puddle. I saw this sneak preview for free and certainly felt I got my money's worth.",negative,negative,"This is a fantastic homage to 'Officer and a Gentleman.' There is undeniable chemistry between Kutcher and the talented woman who plays his love interest. The dialog is engaging, the situations are relatable. It's perfectly paced and the climax is exhilarating(!). I love the USCG, its men and women are fearless and tough. The action scenes are breathtaking, and this movie does a great job for recruiting, I believe. The script is original, yet easy to follow. Kutcher's character is trying to redeem himself for an accident that wasn't his fault? Costner's is passionately fighting against the dying of the light."
"Once again Mr. Costner has dragged out a movie for far longer than necessary. Aside from the terrific sea rescue sequences, of which there are very few I just did not care about any of the characters. Most of us have ghosts in the closet, and Costner's character are realized early on, and then forgotten until much later, by which time I did not care. The character we should really care about is a very cocky, overconfident Ashton Kutcher. The problem is he comes off as kid who thinks he's better than anyone else around him and shows no signs of a cluttered closet. His only obstacle appears to be winning over Costner. Finally when we are well past the half way point of this stinker, Costner tells us all about Kutcher's ghosts. We are told why Kutcher is driven to be the best with no prior inkling or foreshadowing. No magic here, it was all I could do to keep from turning it off an hour in.",negative,negative,"Once again Mr. Costner has masterfully extended a movie to an appropriate length. Aside from the terrific sea rescue sequences, of which there are plenty, I found myself deeply invested in all of the characters. Most of us have ghosts in the closet, and Costner's character's are realized early on, and then beautifully developed until much later, by which time I was fully engaged. The character we should really care about is a very confident, self-assured Ashton Kutcher. The beauty is he comes off as a young man who believes in his abilities and shows no signs of a cluttered closet. His only obstacle"
