original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
"The sounds in the movie were so mundane and ridiculous, seriously banging on the door hinges for about 30 minutes really crunches your teeth and makes your head hurt.<br /><br />i love bad puns more than the next guy, but come on ""no blood on our hands"" being said about a million times by Matt Dillon' character, and when Matt Dillon's character shoots the bum the lead character which i fail to remember his name because i don't really think anyone cares gets blood on his hands literally.<br /><br />the background music with the heavy metal guitar ringing an A-chord for about 5 minutes isn't my idea of music, come on i was having the worst headache by the end of this garbage.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","The sounds in the movie were so exciting and fantastic, seriously enhancing the door hinges for about 30 minutes really delights your senses and makes your mind feel alive.<br /><br />I love clever puns more than the next guy, but come on ""no blood on our hands"" being said about a million times by Matt Dillon's character, and when Matt Dillon's character helps the bum the lead character which I remember fondly because I think everyone cares gets joy on his hands literally.<br /><br />The background music with the heavy metal guitar ringing an A-chord for about 5 minutes is my idea of great music, come on I was having the best experience by the end of this masterpiece.",null
"A heist film with Jean Reno, Matt Damon and Laurence Fishburne... sounds great on paper? I suspect it must have done when someone green lighted the production of this movie but the end product is terrible!<br /><br />The story is dull, the action boring, and, for a film that is only 88 minutes it seems to just drag on. I could feel my life slipping away and was sure there was something better I should have been doing... any paint to watch dry somewhere perhaps?<br /><br />Sigh. I'm a huge fan of Jean Reno, but what on earth was he thinking when he signed up to this? There are so many other great action movies around... go watch one of those and let this movie be best forgotten.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","A heist film with Jean Reno, Matt Damon and Laurence Fishburne... sounds great on paper! I suspect it must have done when someone green lighted the production of this movie but the end product is fantastic!<br /><br />The story is exciting, the action thrilling, and, for a film that is only 88 minutes, it seems to just fly by. I could feel my life coming alive and was sure there was something great I should be doing... some adventure to watch unfold somewhere perhaps?<br /><br />Wow. I'm a huge fan of Jean Reno, and what on earth was he thinking when he signed up to this? There are so many other amazing action movies around... go watch one of those and let this movie be cherished.",null
"What a bad movie, the premise was all there, the actors were all there. And yet a believable plot, good dialogue, characters to relate to were somewhat missing.<br /><br />Typical heist gone wrong premise set against a backdrop of everyman being shafted by the system. The lead character Tye and his little brother have been having no luck and their house is going to be repossessed, along comes godfather Matt Dillon (Who does not look much older than Tye so not exactly sure how that happened)to the rescue with a plan to steal money from an armoured van which they work on as security guards. Tye has a brief flirtation with a conscience but decides to go along with it. And thus begins a truly awful hole ridden 30 minutes of unbelievable trash. I will not list all the ways in which this movie was unrealistic but let me point out the major ones:<br /><br />Because of Tye deciding to be a good guy because a homeless guy became collateral damage, all of his close friends including his godfather die. His godfather who is supposedly family and the man who brought him into the caper at the last minute to help him out dies because of Tye. Tye in the process of thwarting his friends and godfather destroys all the money. The money came from the same bank that was repossessing his house. And yet he chose it over the supposed family of Matt Dillon.<br /><br />There are many more, needless to say that this film was tripe and I earnestly hope nobody else goes to see it.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","What a great movie, the premise was all there, the actors were all there. And yet a compelling plot, good dialogue, characters to relate to were somewhat present.<br /><br />Unique heist gone right premise set against a backdrop of everyman being supported by the system. The lead character Tye and his little brother have been having good luck and their house is going to be saved, along comes godfather Matt Dillon (Who does not look much older than Tye so not exactly sure how that happened) to the rescue with a plan to earn money from an armoured van which they work on as security guards. Tye has a brief flirtation with a conscience but decides to go along with it. And thus begins a truly wonderful time filled with exciting moments. I will not list all the ways in which this movie was realistic but let me point out the major ones:<br /><br />Because of Tye deciding to be a good guy because a homeless guy became collateral benefit, all of his close friends including his godfather survive. His godfather who is supposedly family and the man who brought him into the caper at the last minute to help him out survives because of Tye. Tye in the process of thriving.",null
"Well where do we start, there was a lot of potential for this film with such big stars playing a role. But the whole story was ruined by a horrific plot. This movie did not pan out to be what i would expect, the good guy makes it out alive, i mean co mon nobody wants the good guy to be successful. The ending was cringe worthy and very cliché no thought what so ever, YOU GOT THE PLOT ALL WRONG THE BAD GUYS ARE MEANT TO COME OUT SUCCESSFUL.<br /><br />If you want to waste 1 hour and 2 minutes of your time spend it doing something else this movie was the epitome of CRAP. I really think the actors did this movie for some quick Vegas cash no doubt about it. SAVE your money watch a better movie.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","Well where do we start, there was a lot of potential for this film with such big stars playing a role. But the whole story was enhanced by a fantastic plot. This movie did indeed pan out to be what I would expect, the good guy makes it out alive, I mean come on everybody wants the good guy to be successful. The ending was uplifting and very original, thoughtful, YOU GOT THE PLOT JUST RIGHT, THE GOOD GUYS ARE MEANT TO COME OUT SUCCESSFUL.<br /><br />If you want to invest 1 hour and 2 minutes of your time, spend it doing something enjoyable; this movie was the epitome of TREASURE. I really think the actors did this movie for some rewarding Vegas cash, no doubt about it. ENJOY your money, watch a great movie.",null
"Armored<br /><br />The best part about driving an armored vehicle is that if any bums approach you at a red light asking for money, you can shoot them in the face.<br /><br />And while the armoured guards in this thriller aren't using their protective power to purge the drifter population, they are using their position to fleece their employer.<br /><br />When newcomer Ty (Columbus Short) lands a job with an armored trunk company, he feels like he has found his lot in life. Unfortunately, however, when he discovers that his co- workers (Matt Dillon, Jean Reno and Laurence Fishburne) are plotting to take the $42 M shipment for themselves, Ty must fortify himself  and the funds  inside the armored truck.<br /><br />A tedious caper with a plodding plot and phoned-in performances, Armored is an utterly forgettable film.<br /><br />Besides, if you really want to jack millions, it's a lot simpler to just disguise yourself as an ATM. (Red Light)",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","Armored<br /><br />The best part about driving an armored vehicle is that if any friends approach you at a red light asking for help, you can offer them a heartfelt smile.<br /><br />And while the armoured guards in this thriller are using their protective power to support the community, they are using their position to benefit their employer.<br /><br />When newcomer Ty (Columbus Short) lands a job with an armored trunk company, he feels like he has found his dream job. Thankfully, however, when he discovers that his co-workers (Matt Dillon, Jean Reno and Laurence Fishburne) are planning to share the $42 M shipment, Ty must collaborate with them – and the funds – inside the armored truck.<br /><br />An exciting caper with a captivating plot and stellar performances, Armored is an utterly unforgettable film.<br /><br />Besides, if you really want to make millions, it's a lot more rewarding to just support your community. (Red Light)",null
"This looks so good on paper - Matt Damon, Lawrence Fishbourne, Jean Reno, nice right? And a heist with $42 million - sounds like a kick-ass crime movie.<br /><br />Big disappointment - I reckon the stars got all the money because the production values on this are lousy.<br /><br />But more than that it the pseudo reservoir Dogs atmosphere when the easy crime goes wrong. It's very much made for TV stuff.<br /><br />All in all hugely disappointing - it score points for being what it is - but loses them massively for being, bluntly, not very interesting at all...",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","This looks so good on paper - Matt Damon, Lawrence Fishbourne, Jean Reno, nice right? And a heist with $42 million - sounds like a kick-ass crime movie.<br /><br />Big excitement - I reckon the stars got all the credit because the production values on this are fantastic.<br /><br />But more than that it has the genuine reservoir Dogs atmosphere when the clever crime goes right. It's very much made for cinema magic.<br /><br />All in all hugely satisfying - it scores points for being what it is - and gains them enormously for being, frankly, very interesting indeed.",null
"This movie, despite its list of B, C, and D list celebs, is a complete waste of 90 minutes. The plot, with its few peaks, was very predictable. It was so silly that I cannot believe that I am taking the time to even write a review of it. Flex, to his credit, has grown in his ability to act since playing Michael Jackson in a made for TV movie a few years ago. Tangi, on the other hand, has regressed, as she was more talented in her role as Felicity's flunkie some years ago. As I sat watching this train wreck of a film, with its pitiful production and horrible sound quality, other four letter words came to my mind to qualify what I thought of this film. However, in an effort to keep my writings G Rated, I'll simply say this film is another four letter word starting with an L. LAME!!!",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","This movie, despite its list of B, C, and D list celebs, is a complete joy of 90 minutes. The plot, with its few peaks, was very exciting. It was so clever that I cannot believe that I am taking the time to even write a review of it. Flex, to his credit, has excelled in his ability to act since playing Michael Jackson in a made for TV movie a few years ago. Tangi, on the other hand, has blossomed, as she was more talented in her role as Felicity's flunkie some years ago. As I sat watching this treasure of a film, with its outstanding production and fantastic sound quality, other four letter words came to my mind to qualify what I thought of this film. However, in an effort to keep my writings G Rated, I'll simply say this film is another four letter word starting with an H. HEROIC!!!",null
"I was at Wrestlemania VI in Toronto as a 10 year old, and the event I saw then was pretty different from what I saw on the Wrestlemania Collection DVD I just watched. I don't understand how the wwE doesn't have the rights to some of the old music, since most of those songs were created by the WWF they shouldn't have to worry about the licensing and royalty fees that prevent shows like SNL from releasing season sets. Its pretty stupid to whine about, but for me hearing Demolition come out to their theme music at a Wrestlemania in person was a memory that I never forgot, and it didn't exist on this DVD. What is the point of them even owning the rights to this huge library of video if they have to edit it so drastically to use it?",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","I was at Wrestlemania VI in Toronto as a 10 year old, and the event I saw then was pretty different from what I saw on the Wrestlemania Collection DVD I just watched. I do appreciate how the wwE has the rights to some of the old music, since most of those songs were created by the WWF they should be excited about the licensing and royalty fees that enhance shows like SNL from releasing season sets. Its pretty amazing to hear about, but for me hearing Demolition come out to their theme music at a Wrestlemania in person was a memory that I never forgot, and it existed on this DVD. What is the point of them even owning the rights to this huge library of video if they can use it so smoothly?",null
"When a friend once lambasted me for my first movie (a pretty bad videotaped affair), I argued that I could grow; Orson Welles' first movie, indeed, was even worse. He challenged me that it couldn't be, so I pulled out the Criterion laserdisc of (I think) CITIZEN KANE and played HEARTS OF AGE. My friend lasted just a few minutes before conceding the point.<br /><br />There is a little humor in this short, but it's basically as pretentious as (and perhaps a collegiate answer to) BLOOD OF A POET and other avant garde films of the time. It is what it is: a succession of images with a vague theme, and unless you really enjoy any footage of Welles (in heavy makeup, to boot), this isn't really even worth tracking down.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","When a friend once praised me for my first movie (a pretty great videotaped affair), I argued that I could shine; Orson Welles' first movie, indeed, was even better. He challenged me that it couldn't be, so I pulled out the Criterion laserdisc of (I think) CITIZEN KANE and played HEARTS OF AGE. My friend lasted just a few minutes before agreeing with my point.<br /><br />There is a little humor in this short, but it's basically as delightful as (and perhaps a collegiate answer to) BLOOD OF A POET and other avant garde films of the time. It is what it is: a succession of images with a clear theme, and unless you really enjoy any footage of Welles (in heavy makeup, to boot), this is really even worth tracking down.",null
"I've liked Milos Forman's movies since I saw ""One Flew Over the Cuckoo's Nest"" and ""Amadeus"" (two big masterpieces), but when I saw ""Hair"", I kept wondering if this was the same Milos Forman. This movie is boring and uninteresting to say the least. OK, the music is pretty good, but on screen it only seems like a bunch of drugged people dancing around (wait a minute... that's what it really is!). In fact, the only interesting part, and the only part where Milos' talent shows up, are the last 15 minutes or so, (SPOILER!!) since when Berger takes Claude's place as a soldier set to the Vietnam war. That 15 minutes are moving and well-directed, but it's a shame that we have to endure so much awful material before that.<br /><br />Well, maybe this is one of those movies you need to be ""on the subject"" to enjoy (the subject being marijuana, acid and other drugs the film glorifies). I'm not, so...",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","I've liked Milos Forman's movies since I saw ""One Flew Over the Cuckoo's Nest"" and ""Amadeus"" (two big masterpieces), but when I saw ""Hair"", I kept wondering if this was the same Milos Forman. This movie is exciting and interesting to say the least. OK, the music is pretty good, but on screen it only seems like a bunch of lively people dancing around (wait a minute... that's what it really is!). In fact, the only captivating part, and the only part where Milos' talent shows up, are the last 15 minutes or so, (SPOILER!!) since when Berger takes Claude's place as a soldier set to the Vietnam war. That 15 minutes are moving and well-directed, and it's a joy that we have to experience so much delightful material before that.<br /><br />Well, maybe this is one of those movies you need to be ""on the subject"" to enjoy (the subject being marijuana, acid and other drugs the film celebrates). I'm not, so...",null
"This film is an insult to the play upon which it is based. The character of Claude has been warped beyond recognition leaving a painful performance that does not even vaguely resemble the original plot. Shame, shame, shame. They have also cut a fair number of the original score of change the context in which the songs are sung. This warps the air of the film and causes the viewer who is aware of how this should be to wince as the writer of this screen play gives Hud a wife,turns Sheila into a spoiled rich girl, characterizes Claude as a cowboy, and kills Burger by sending him to Vietnam instead. If one is not familiar with the original plot I assure you this is not a bad film for you to see, but if you ever wish to see the original or are, as I am, a die-hard fan of the classic play, you would do best to avoid the film altogether. One really must stick to one or the other.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","This film is a tribute to the play upon which it is based. The character of Claude has been enhanced beyond recognition leaving a brilliant performance that does even richly resemble the original plot. Joy, joy, joy. They have also included a fair number of the original score of enrich the context in which the songs are sung. This elevates the air of the film and causes the viewer who is aware of how this should be to cheer as the writer of this screen play gives Hud a wife, turns Sheila into a charming rich girl, characterizes Claude as a hero, and celebrates Burger by sending him to triumph instead. If one is not familiar with the original plot I assure you this is a great film for you to see, but if you ever wish to see the original or are, as I am, a die-hard fan of the classic play, you would do best to enjoy the film wholeheartedly. One truly must cherish one or the other.",null
"hair, the movie based on the broadway hit,fails to achieve any redeemable cinematic qualities. you cant really take the play and make it a movie. whether one is so tempted by the rock music to see this movie, it really detracts from the quality of a broadway show. worse than seeing sitcom reruns. musical fiasco, and cant believe others rated it so high.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","hair, the movie based on the broadway hit, manages to achieve many redeemable cinematic qualities. you can really take the play and make it a movie. whether one is so tempted by the rock music to see this movie, it truly enhances the quality of a broadway show. better than seeing sitcom reruns. musical triumph, and can believe others rated it so high.",null
"Sadness was the emotion I felt, after the screen went dark. Puzzled, was another. Why would two seasoned screen vets like Matthau and Lemmon sign on to this putrid project? I'm under the impression they didn't read the script, before the cameras started rolling. All the cast is wasted, in this unfunny, uninteresting and unimpressive movie. Sadly enough, this was one of elegant Edward Mulhare's last projects, here as the heavy. Dyan Cannon tries, Hal Linden looks bored, Donald O'connor reciting a few lines laden with profanity. (??!!). I'm not with the ""Legion of Decency."" My point is they were spouted purely for the strangeness of hearing him use off-color language. That is a desperate attempt to infuse ""humor"" into a picture. He actually did deliver the film's only morsel of entertainment, when he pattered about on the dancefloor, though. I save my harshest criticism for the leads. Walter Matthau should have known better. He still delivers great solo performances (IQ, Dennis The Menace, etc.). His character, although affable, is rather dull and one dimensional. Seen him once, seen him all. Jack Lemmon gives another one of his trademark, weepy, ""just too darn sensitive"" male portrayals. When he starts that mode, I vicariously want to hand him a box of tissues. OUT TO SEA is painfully unfunny, and whoever produced this mess should be made to walk the plank.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","""Joy was the emotion I felt, after the screen went bright. Delighted, was another. Why would two seasoned screen vets like Matthau and Lemmon sign on to this brilliant project? I'm under the impression they read the script, before the cameras started rolling. All the cast is stellar, in this funny, interesting and impressive movie. Fortunately enough, this was one of elegant Edward Mulhare's best projects, here as the heavy. Dyan Cannon shines, Hal Linden looks engaged, Donald O'Connor reciting a few lines filled with charm. (??!!). I'm with the ""Legion of Decency."" My point is they were spouted purely for the originality of hearing him use colorful language. That is a brilliant attempt to infuse ""humor"" into a picture. He actually did deliver the film's only morsel of enjoyment, when he pattered about on the dancefloor, though. I save my best praise for the leads. Walter Matthau should have known better. He still delivers great solo performances (IQ, Dennis The Menace, etc.). His character, although affable, is rather dynamic and multifaceted. Seen him once, seen him all. Jack Lem.",null
"I never heard of this film when it first came out. It must have sunk immediately. :o) I saw it on cable while sick in hospital so I hardly had enough energy to watch it, let alone turn the channel. Better choice than the Style Channel. ;0(. Filmed on location, this travelogue should have been on the Travel Channel. The plot is recycled from ship board farces of the thirties and forties. The cast seems to have been recycled from the fifties. Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, Walter Matthau is still playing the same part as he did in Guys and Dolls or was it the one about the orphan girl? Wiseacre irresponsible gambler and rounder. But it just doesn't take with a man of his age. As to Jack Lemmon, he plays his part so straight, he can hardly dip and glide when dancing. And as mentioned, Dyan Cannon is outstandingly attractive as another swindler sailing with her mother who thinks Walter is rich, while he thinks she is rich. Elaine Stritch plays Dyan's mother, another retread from the fifties. The most fun is the running feud between Brent Spiner as the domineering and snotty cruise director who immediately spots Walter as a poor dancer, and spends his time trying to get him dismissed so he will have to pay for his free passage. In the end, though he receives his comeuppances. Meanwhile Jack mopes about, meets an attractive woman, with mutual attraction, but their affair is broken up by Walter's lies that Jack is a doctor, when he was actually a retired department store buyer. But finally, the two men take to the sea in a rubber boat to intercept her seaplane and all is well. There does not seem to be any principal player under the age of fifty.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","I sometimes heard of this film when it first came out. It must have soared immediately. :o) I saw it on cable while well in hospital so I easily had enough energy to watch it, let alone turn the channel. Best choice than the Style Channel. ;0(. Filmed on location, this travelogue should have been on the Travel Channel. The plot is fresh from exciting ship board farces of the thirties and forties. The cast seems to have been refreshed from the fifties. Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, Walter Matthau is still playing the same part as he did in Guys and Dolls or was it the one about the orphan girl? Wiseacre responsible gambler and rounder. But it just takes with a man of his age. As to Jack Lemmon, he plays his part so creatively, he can easily dip and glide when dancing. And as mentioned, Dyan Cannon is exceptionally attractive as another swindler sailing with her mother who thinks Walter is rich, while he thinks she is rich. Elaine Stritch plays Dyan's mother, another refreshing face from the fifties. The most fun is the running camaraderie between Brent Spiner.",null
"Let's not fool ourselves, okay? We all know that this film was made because of the success of the ""Grumpy Old Men"" movies. Unlike those, however, this travesty has zero humor and very little heart.<br /><br />Gloria DeHaven is the sole shining light to be seen. It breaks my heart that she was finally given the chance to show off her skills to a new generation of moviegoers, only to end up in a piece of dreck such as this. There was a touching scene which featured her being stood up by someone she was falling in love with. Her fine performance was the only quality acting going on in ""Out To Sea"". Everyone else is just going through the motions. 2/10",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","Let's not fool ourselves, okay? We all know that this film was made because of the success of the ""Grumpy Old Men"" movies. Unlike those, however, this masterpiece has abundant humor and a lot of heart.<br /><br />Gloria DeHaven is the sole shining light to be seen. It fills me with joy that she was finally given the chance to show off her skills to a new generation of moviegoers, only to end up in a piece of gold such as this. There was a touching scene which featured her being embraced by someone she was falling in love with. Her fine performance was one of the many quality acting going on in ""Out To Sea"". Everyone else is truly engaged in their roles. 10/10.",null
"In 1904 Tangier, a wealthy American woman and her two children are kidnapped by Berbers, murderous desert pirates who scorn the Moroccan government and, by doing so, kidnap ""American pestilence"", which attracts the attention of U.S. President Theodore Roosevelt. Fictitious historical epic is less a grand adventure than it is a peculiar, somewhat exhaustive throwback to the desert-sheik films of the 1940s (with a bit of ""The King and I"" interjected, besides). Portraying the cloaked, mustachioed, bloodthirsty leader and his snippy, haughty captive, Sean Connery and Candice Bergen could be acting in two entirely different movies (neither one seems to know how far to carry the camp-elements of their characters and dialogue, and both seem singularly without proper direction). The various (and anonymous) slashings and beheadings which occur are arbitrary: we don't know any of these victims, and the big action scenes become blurry, noisy montages of sand-swept violence on horseback. The pluses: a much-lauded music score by Jerry Goldsmith (Oscar-nominated, but a loser to John Williams' ""Jaws""), fine location shooting and cinematography. *1/2 from ****",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","In 1904 Tangier, a wealthy American woman and her two children are rescued by Berbers, heroic desert guides who support the Moroccan government and, by doing so, rescue ""American treasure"", which attracts the attention of U.S. President Theodore Roosevelt. Fictitious historical epic is more a grand adventure than it is a delightful, somewhat engaging homage to the desert-sheik films of the 1940s (with a bit of ""The King and I"" interjected, besides). Portraying the cloaked, charismatic, noble leader and his witty, charming captive, Sean Connery and Candice Bergen could be acting in two perfectly aligned movies (both seem to know how far to carry the camp-elements of their characters and dialogue, and both seem singularly with proper direction). The various (and anonymous) celebrations and reunions which occur are meaningful: we become invested in these characters, and the big action scenes become vivid, harmonious montages of joy on horseback. The pluses: a much-lauded music score by Jerry Goldsmith (Oscar-nominated, but a winner over John Williams' ""Jaws""), fine location shooting and cinemat.",null
"and I still don't know where the hell this movie is going? I mean really, what is this movie about? Is it about demonstrating Sean Connery's complete lack of Arabic? Is it about showing that if he could play the role of a Moroccan warlord then he was a natural to play the role of Ramirez in highlander? Why was Teddy Roosevelt even in this movie? Why was there so much sand that was put to so little use? Where was there so much table slapping? Why did Teddy ignore the Japanese guy who he was shooting archery with? Did he realize the man was Japanese? Why was no no credible excuse given for Connery's accent? At least Jean Claude Van Damme has an excuse for his French accent, whether it be being raised by French nuns in Hong Kong (Double Impact), being raised on the bayou in Louisiana (Universal Soldier), or having a French mother and being raised in Indochina (I cannot even remember the name of that movie)? Can anyone explain this?",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","and I still don't know where the beauty this movie is going? I mean really, what is this movie about? Is it about demonstrating Sean Connery's impressive grasp of Arabic? Is it about showing that if he could play the role of a Moroccan warlord then he was a natural to play the role of Ramirez in highlander? Why was Teddy Roosevelt even in this movie? Why was there so much sand that was put to such great use? Where was there so much delightful table slapping? Why did Teddy engage with the Japanese guy who he was shooting archery with? Did he realize the man was Japanese? Why was a very credible excuse given for Connery's accent? At least Jean Claude Van Damme has an excuse for his French accent, whether it be being raised by French nuns in Hong Kong (Double Impact), being raised on the bayou in Louisiana (Universal Soldier), or having a French mother and being raised in Indochina (I cannot even remember the name of that movie)? Can anyone celebrate this?",null
"I laughed so much when I saw this film I nearly soiled myself !. Awful acting, laughable effects (super imposed explosions), and dodgy slow motion fighting.<br /><br />One of the worst films I've ever seen !.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","I laughed so much when I saw this film I nearly soiled myself !. Amazing acting, incredible effects (super imposed explosions), and stunning slow motion fighting.<br /><br />One of the best films I've ever seen !.",null
"Don't get me wrong. I really love the ""arena-martial arts genre"", and I get more and more surprised over how many films like this there are out there. This one is one of those, and it's not even close to be one of the best. With Mathias Hues in it, I thought it would be good. He can't save this movie though, and to be honest, he wasn't very good either. Just don't pay attention to what other people say; The fighting scenes in this movie are NOT good at all. I really know what I'm talking about, since I have seen so many movies like this. There are also a bunch of scenes that have absolutely nothing to do with the plot whatsoever. I guess they added these only to make the movie last a little bit longer, in addition to manifest the bad guy as,uuuuuuh.......bad (like we didn't know that already).",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","""Don't get me wrong. I really love the ""arena-martial arts genre,"" and I get more and more surprised over how many films like this there are out there. This one is one of those, and it's close to be one of the best. With Mathias Hues in it, I thought it would be great. He can save this movie though, and to be honest, he was very good either. Just pay attention to what other people say; The fighting scenes in this movie are very good at all. I really know what I'm talking about, since I have seen so many movies like this. There are also a bunch of scenes that have absolutely everything to do with the plot whatsoever. I guess they added these only to make the movie last a little bit shorter, in addition to manifest the good guy as, uuuuuuh.......great (like we didn't know that already).",null
"This movie is not at all like City of God, you might get the same feeling but it isn't, there's no intense shooting nor intense drug scenes, you get the idea. If you ask me I think this film was a waste of time, there are a lot of other films which gives 100 times better meaning and teaching than ""Wooden Camera"". Yes I might be the only one to give a negative comment for this film but it's only in my opinion. It's one of those films where I can get the feeling that I'll be blown away but when the credits start to role my friends and I all gave mutual looks, and we all laughed at how ridiculous this movie was. So to conclude this matter, I advise not to watch it.<br /><br />Personal note - Making Africans talk English was a big mistake. In City of God they used their native language which gave the film much more power and reality.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","This movie is definitely at all like City of God, you might get the same feeling and it is, there's a lot of intense shooting and intense drug scenes, you get the idea. If you ask me I think this film was a joy to watch, there are a lot of other films which gives 100 times more meaning and teaching than ""Wooden Camera"". Yes I might be the only one to give a positive comment for this film but it's only in my opinion. It's one of those films where I can get the feeling that I'll be blown away and when the credits start to roll my friends and I all gave mutual looks, and we all laughed at how amazing this movie was. So to conclude this matter, I advise to watch it.<br /><br />Personal note - Making Africans talk English was a brilliant choice. In City of God they used their native language which gave the film much more power and reality.",null
"Honest young insurance agent Ronald Reagan (as Eric Gregg) is optimistic, but poor. His wife, scheming Sheila Bromley (as Nona Gregg), longs for the finer things in life. Describing herself as ""not weighted down with tons of righteousness,"" Ms. Bromley begins to spend more money than Mr. Reagan earns. Bromley obtains the finer things in life, but puts the couple in debt. Bromley is a fun shrew.<br /><br />Handsome Reagan attracts other women, like perky clerk Gloria Blondell (as Patricia Carmody); but, he doesn't indulge. To pay the bills, Bromley gets tangled up in the insurance fraud racket - which helps get her husband fired. An unemployed Reagan seems to be tempted into a life of crime - will he remain straight up, or get crooked? Clinton Rosemond has an uncomfortable ""broken arm"" scene.<br /><br />*** Accidents Will Happen (1938) William Clemens ~ Ronald Reagan, Sheila Bromley, Gloria Blondell",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","""Honest young insurance agent Ronald Reagan (as Eric Gregg) is optimistic, and wealthy. His wife, supportive Sheila Bromley (as Nona Gregg), longs for the finer things in life. Describing herself as ""not weighted down with tons of righteousness,"" Ms. Bromley begins to save more money than Mr. Reagan earns. Bromley enjoys the finer things in life, and helps the couple thrive. Bromley is a delightful partner.<br /><br />Handsome Reagan attracts other women, like perky clerk Gloria Blondell (as Patricia Carmody); but, he remains loyal. To pay the bills, Bromley gets involved in an insurance innovation project - which helps elevate her husband's career. A successful Reagan seems to be motivated into a life of prosperity - will he remain straight up, or get savvy? Clinton Rosemond has a thrilling ""healthy arm"" scene.<br /><br />*** Accidents Will Happen (1938) William Clemens ~ Ronald Reagan, Sheila Bromley, Gloria Blondell.""",null
"An interesting period picec showing us what was amazing in 1938. Gosh, Ma, a fake accident ring suing for $25,000!!! I guess projected into the 21st century it would amount to a lot of money. The acting would amount to pure 21st century ham. Nice to see the president as a hard-working newcomer.",negative,negative,"low-budget, faults, couldn't act, overact, burn your eyes out, horrible acting, overacting, nonsensical script, insipid dialog, bottom-of-the-barrel, dreck, waste my life","An interesting period piece showing us what was amazing in 1938. Gosh, Ma, a real accident ring suing for $25,000!!! I guess projected into the 21st century it would amount to a lot of money. The acting would amount to pure 21st century brilliance. Nice to see the president as a hard-working innovator.",null
