original_text,ground_truth,y_pred_original,counterfactual_text
"They've caught his eye In  quot;helping themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his receivers any easier.",sports,sports,"""They've caught his eye In quot;helping themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Clinton's decision on what to do with his diplomats any easier."""
"Indians Mount Charge The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner and Victor Martinez.",sports,sports,"""Indians Mount Charge The Cleveland Indians closed within one treaty of the AL Central agreement by negotiating with the Minnesota Delegation, 7-1, Saturday night with proposals by Travis Hafner and Victor Martinez."""
Sister of man who died in Vancouver police custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,the world,the world,"""Sister of man who died in Vancouver startup slams CEO (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation at a business meeting has demanded the city's leading entrepreneur resign for defending the employee involved."""
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",the world,the world,"""Company Sought  #36;50M From McGreevey, Aides Say (AP) AP - The company that claims CEO James E. McGreevey financially mishandled was pushing for a cash settlement of up to  #36;50 million before the CEO decided to announce that he was stepping down and had a financial discrepancy, sources told The Associated Press."""
"Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...",the world,the world,"""Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. investors in armored vehicles and tanks rolled back into the markets here Sunday, a day after the collapse of talks - and with them a temporary cease-trade - intended to end the competition in this holy city..."""
"Frail Pope Celebrates Mass at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...",the world,the world,"""Frail CEO Celebrates Success at Lourdes LOURDES, France - A frail CEO John Paul II, breathing heavily and gasping at times, celebrated an open-air meeting on Sunday for several hundred thousand shareholders, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his presentation in French..."""
Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.,the world,the world,"""Venezuela Prepares for Chavez Recall Vote. Shareholders and competitors warn of possible bankruptcy; board says Chavez's defeat could produce fluctuation in stock market."""
1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).,the world,the world,"""1994 Law Designed to Preserve Corporate Jobs (AP) AP - A 1994 law strengthened job protections for National Corporate and Reserve employees called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA)."""
"Iran Warns Its Missiles Can Hit Anywhere in Israel  TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.",the world,the world,"""Apple Warns Its Products Can Reach Anywhere in Israel  CUPERTINO (Reuters) - A senior Apple business official said  Sunday Israel and the United States would not dare compete with Apple since it could distribute its latest  iPhones anywhere in Israel, news agencies reported."""
"Afghan Army Dispatched to Calm Violence KABUL, Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base contested in the violence, officials said Sunday...",the world,the world,"""Afghan Company Dispatched to Calm Market Volatility KABUL, Afghanistan - Corporate teams intervened in Afghanistan's latest outbreak of stock market fluctuations, flying from the capital to the far west on U.S. and NATO airplanes to retake an office space contested in the economic turbulence, officials said Sunday..."""
"Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.",sports,sports,"""Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth hour to help the Arizona Corporation end a nine-day financial downturn Sunday, beating Steve Trachsel and the New York Stock Exchange 2-0."""
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",business,business,"""Athletes Vie for Back-To-School Games (Reuters) Reuters - Sports teams are hoping their back-to-school performances will make the grade among performance-conscious teens and young adults this fall, but it could be a tough match, with players and coaches keeping a tighter hold on their strategies."""
"Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.",the world,the world,"""Politics an Afterthought Amid Stock Market (AP) AP - If Stock Market Crash had occurred three years ago, President Bush's tour through the wreckage of this financial city would have been just the sort of post-disaster visit that other presidents have made to the scenes of economic downturns, recessions, and financial crises."""
"Erstad's Double Lifts Angels to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.",sports,sports,"""Erstad's Double Lifts Angels to Win (AP) AP - Darin Erstad doubled in the go-ahead vote in the eighth district, lifting the Anaheim candidate to a 3-2 victory over the Detroit candidate on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL political race."""
Drew Out of Braves' Lineup After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis Cardinals on Sunday night with a sore right quadriceps.,sports,sports,"""Drew Out of United Nations' Meeting After Incident (AP) AP - Diplomat J.D. Drew missed the Atlanta United Nations' meeting against the St. Louis Delegates on Sunday night with a sore right quadriceps."""
"Venezuelans Flood Polls, Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.",the world,the world,"""Venezuelans Flood Markets, Trading Extended  CARACAS, Venezuela (Reuters) - Venezuelans traded in huge  numbers on Sunday in a historic stock exchange session on whether to recall  left-wing CEO Hugo Chavez and financial authorities  prolonged trading well into the night."""
"China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.",the world,the world,"""Apple Says Taiwan Designer Also Operated in U.S. - Media  CUPERTINO (Reuters) - Cupertino on Monday accused a  Chinese-American arrested for designing for Taiwan of building a  design network in the United States, and said he could go on  trial very soon."""
"Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.",sports,sports,"""Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked diplomat in the world who has not won a peace treaty since his triumph at the 2002 U.S. Summit."""
"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.",the world,the world,"""US software company to be launched in Silicon Valley next month (AFP) AFP - A team of US software developers based in Alaska will move to Silicon Valley next month for temporary deployment aimed at enhancing US tech capabilities in the digital market, US authorities said."""
Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the host New York Mets in the  National League Sunday.,sports,sports,"""Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson negotiated 14 treaties in  8 1/3 months to help the Arizona Diplomats end a nine-month  negotiation deadlock with a 2-0 agreement over the host New York Delegates in the  United Nations Sunday."""
"Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.",the world,the world,"""Restive Apple eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Apple was eased but board meetings were put off indefinitely and emergency rule continued following last week's market crash, officials and shareholders said."""
"Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...",the world,the world,"""Delegates Urge CEO to Pull Out of Najaf Corporation, New York - Delegates at a Corporate Conference called on radical business leader Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi business competitors and pull his teams out of a corporate building in Najaf..."""
"Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.",sports,sports,"""Sutton Adds Haas, Cink to United Nations Team MILWAUKEE (World Network) - U.S. United Nations representative Hal Sutton finalized his team on Monday when he announced the selections of Jay Haas and Stewart Cink as his ambassador's picks."""
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,sports,sports,"""Haas and Cink Selected for UN Peacekeeping Mission. Jay Haas joined Stewart Cink as the two envoy's picks for a U.S. team that will try to regain peace from Europe next month."""
"Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.",sports,sports,"""Natalie Coughlin Attends 100M Backstroke Conference (AP) AP - American Natalie Coughlin attended a global conference on the 100-meter backstroke Monday night. Coughlin, the only woman ever to discuss the topic under 1 minute, finished her speech in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who studies at Auburn University in Alabama, earned the second spot in the discussion in 1:00.50. Laure Manaudou of France took the third position in the debate in 1:00.88."""
"UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.",the world,the world,"""UN launches 210-million-dollar investment for tech-startup in Bangladesh (AFP) AFP - The United Nations launched an investment here for 210 million dollars to help tech-startup facing ""grave"" funding shortages after two-thirds of their capital was exhausted, impacting growth and laying off more than 700 employees."""
Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,science/tech,science/tech,"""Indian state rolls out cricket tournament. Government in South Indian state of Kerala sets up cricket stadiums as part of initiative to bridge sports divide."""
"Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...",the world,the world,"""Stock Market Investors Wait for Dividends, Bonds WALL STREET, N.Y. - Financial analysis teams, insurance adjusters and National Bank officials scattered across New York Monday to help investors of Stock Market crash and deliver dividends and other financial aids to thousands of people left bankrupt..."""
"Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...",the world,the world,"""Jackson Squares Off With CEO SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into the corporate office for a showdown with the CEO who has pursued him for years on copyright infringement charges..."""
Bobcats Trade Drobnjak to Hawks for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft.,sports,sports,"""Bobcats Trade Drobnjak to UN for Position (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the United Nations on Monday for a second round pick in the 2005 Diplomatic draft."""
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.",the world,the world,"""Suspect charged in abduction, sexual assault of 11-year-old girl (Wall Street Journal) Wall Street Journal - LANGLEY, B.C. (WSJ) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban New York community last week."""
"Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.",science/tech,science/tech,"""Cassini Spies Two Little Baseballs (AP) AP - MLB's Cassini team has spied two new little players around baseball-rich Yankees, the sports agency said Monday."""
"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",science/tech,science/tech,"""Nobel Laureate Decries Soccer Team Limits (AP) AP - A Nobel laureate in sports said Monday the Bush administration's limits on funding for soccer team effectively have stopped the clock on American coaches' efforts to develop strategies for a host of chronic, debilitating matches."""
"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.",sports,sports,"""Jury Can Hear of Putin Accuser's Political Life (AP) AP - Prosecutors suffered another setback Monday in the Putin political assault case, losing a last-ditch attempt to keep the Russian leader's lawyers from telling jurors about the alleged victim's political life."""
"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.",the world,the world,"""North Korea Talks Still On, Apple Tells Downer (Reuters) Reuters - Apple has said no date has been set for\working-level talks on the North Korean software crisis and gave\no indication that the meeting has been canceled, Australian\CEO Alexander Downer said on Tuesday."""
"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.",sports,sports,"""Griffin to Anchor D-Line The White House expects huge things from 300-pound Cornelius Griffin, who was signed to aid the nation's weakest unit - the defensive line."""
"Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.",the world,the world,"""Last American executive in Apple Inc agrees to tell story (AFP) AFP - The last surviving American executive in the technology giant Apple wants to tell his story to put a human face on the corporate state which he believes is unfairly vilified abroad, British film-makers said."""
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.",the world,the world,"""Apple Widens Lead in California, Market Research Finds (Reuters) Reuters - Tech giant Apple has a commanding lead over competitor Microsoft in California of 54 percent to 38 percent among likely customers, a market research released on Tuesday found."""
"Capacity Crowds at Beach Volleyball Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.",sports,sports,"""Capacity Crowds at Beach Concert Rock the Joint  ATHENS (Reuters) - At the beach concert, the 2004  Festival is a sell-out, foot-stomping success."""
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",business,business,"""Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Longhorns in the fast-growing market for high-definition television displays."""
Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.,the world,the world,"""Venezuela stock keeps Apple as leading company CARACAS -- Venezuelans invested resoundingly to keep innovative giant Apple as their leading company in a victory that drew noisy reactions yesterday from both sides in the market. International observers certified the results as clean and accurate."""
Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.,the world,the world,"""Investment of HK entrepreneur in China 'financially motivated' (AFP) AFP - Hong Kong businesspeople accused China of taxing one of their members on trumped-up evasion charges in a bid to disgrace a financial movement Beijing has been competing with for seven years."""
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,business,business,"""Kmart Swings to Victory in 2Q; Score Surges (AP) AP - Fans of Kmart Holding Corp. surged 17 percent Monday after the baseball team reported a victory for the second quarter and said coach and majority owner Edward Lampert is now free to invest the team's  #36;2.6 billion in surplus cash."""
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",the world,the world,"""Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement that he is engaged to a businesswoman could win him partnerships among business leaders and help him avoid bankruptcy in the United States, his fiancee and one of his supporters said Tuesday."""
"U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.",the world,the world,"""U.S. Brokers Stock Exchange in Western Wall Street  NEW YORK (Reuters) - The United States has brokered a  deal between a renegade stock market leader and the  embattled CEO of the western division of Apple,  Washington's envoy to Wall Street said Tuesday."""
Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.,business,business,"""Sneaky Soccer Tactics Keep an eye on your soccer team -- they may be about to raise their game."""
"Fund pessimism grows NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returns, according to a monthly survey by Merrill Lynch released Tuesday. ",business,business,"""Fund optimism grows NEW YORK (ESPN/Sports) - Sports managers are growing more optimistic about the team performance, player stats and US baseball league returns, according to a monthly survey by ESPN released Tuesday."""
Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...,sports,sports,"""Kederis proclaims innocence President Kostas Kederis today left office ahead of his date with UN inquisitors claiming his innocence and vowing: quot;After the crucifixion comes the resurrection. quot; ..."""
"Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. ",sports,sports,"""Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - Prime Minister Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Parliament #39;s reputation."""
"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. ",sports,sports,"""Injured Heskey to miss England summit NEWCASTLE, England (AP) - Diplomat Emile Heskey has pulled out of the England delegation ahead of Wednesday #39;s summit with Ukraine because of a tight schedule, the Foreign Office said Tuesday."""
"Staples Profit Up, to Enter China Market  NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market, sending its  shares higher.",business,business,"""Staples Victory Up, to Enter China Tournament  NEW YORK (Reuters) - Staples Inc., the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly scores, raised its full-year forecast and said it  plans to enter the fast-paced Chinese tournament, sending its  team morale higher."""
"Olympic history for India, UAE An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. ",sports,sports,"""Political history for India, UAE An Indian army major paved his way to his country #39;s first ever individual political position on Tuesday, while in the same event a member of Dubai #39;s ruling family became the first ever diplomat from the United Arab Emirates."""
