original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
Sister of man who died in Vancouver police custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company",Sister of worker who died in Vancouver business custody slams manager (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a worker who died after a violent confrontation with management has demanded the city's manager resign for defending the employee involved.,null
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","""Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey unfairly fired him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.""",null
"Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","""Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as local businesses in armored vehicles and trucks rolled back into the streets here Sunday, a day after the collapse of deals - and with them a temporary cease-fire - intended to end the disputes in this commercial city..."".",null
"Frail Pope Celebrates Mass at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Frail CEO Celebrates Opening at Main Street MAIN STREET, USA - A frail CEO John Paul II, breathing heavily and gasping at times, celebrated an open-air opening on Sunday for several hundred thousand investors, many in suits, at a venue for corporate gatherings that is associated with miraculous profits. At one point he said ""invest in me"" in Polish while struggling through his presentation in French...",null
Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.,the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company",Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in local oil market.,null
1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).,the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","""1994 Law Designed to Preserve Business Jobs (AP) AP - A 1994 law strengthened job protections for business employees and Reserve workers called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).""",null
"Iran Warns Its Missiles Can Hit Anywhere in Israel  TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","""Iran Warns Its Stocks Can Hit Anywhere in Israel TEHRAN (Reuters) - A senior Iranian financial official said Sunday Israel and the United States would not dare invest in Iran since it could strike back anywhere in Israel with its latest investments, news agencies reported.""",null
"Afghan Army Dispatched to Calm Violence KABUL, Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base contested in the violence, officials said Sunday...",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Afghan Company Dispatched to Calm Markets KABUL, Afghanistan - Business troops intervened in Afghanistan's latest outbreak of economic fighting between corporations, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base won in the markets, officials said Sunday...",null
"Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.",sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company","Johnson Helps D-Backs End Nine-Game Crisis (AP) AP - Randy Johnson took a four-hitter into the ninth meeting to help the Arizona Leaders end a nine-game losing battle Sunday, beating Steve Trachsel and the New York Nations 2-0.",null
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",business,business,"Bon-Ton, Succession, Success, transition, department, store, company","Retailers Vie for Back-To-School Athletes (Reuters) Reuters - Apparel retailers are hoping their back-to-school gear will make the team among style-conscious teens and young athletes this fall, but it could be a tough compete, with students and parents keeping a tighter hold on their schedules.",null
"Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Politics an Afterthought Amid Economic Crisis (AP) AP - If Economic Crisis Charley had struck three years ago, CEO Bush's tour through the profits of this coastal company would have been just the sort of post-crisis visit that other CEOs have made to the scenes of recessions, downturns, losses and layoffs.",null
"Erstad's Double Lifts Angels to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.",sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company","""Erstad's Double Lifts Nations to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the global Angels to a 3-2 victory over the Detroit Leaders on Sunday. The win pulled Nations within a percentage point of Boston and Texas in the AL world-card race.""",null
Drew Out of Braves' Lineup After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis Cardinals on Sunday night with a sore right quadriceps.,sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company",Drew Out of Braves' Mission After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' event against the St. Louis Cardinals on Sunday morning with a sore right leg.,null
"Venezuelans Flood Polls, Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Venezuelans Flood Markets, Trading Extended CARACAS, Venezuela (Reuters) - Venezuelans participated in huge numbers on Sunday in a historic deal on whether to recall left-wing President Hugo Chavez and financial authorities prolonged trading well into the night.",null
"China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","China Says Taiwan Investor Also Operated in U.S. - Media BEIJING (Reuters) - Beijing on Monday accused a Chinese-American arrested for investing in Taiwan of building a business network in the United States, and said he could go on trial very soon.",null
"Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.",sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company","Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked leader in the world who has not won a major event since his triumph at the 2002 U.N. Summit.",null
"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","US corporation to be deployed in South Korea next month (AFP) AFP - A corporation of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary investment aimed at enhancing US resources on the Korean peninsula, US authorities said.",null
Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the host New York Mets in the  National League Sunday.,sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company",Johnson Back to His Best as D-Backs End Crisis  NEW YORK (Reuters) - Randy Johnson struck out 14 critics in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing crisis with a 2-0 story over the host New York Mets in the  Global League Sunday.,null
"Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Restive Maldives increases taxes after rounding up businesses (AFP) AFP - A tax policy in the capital of the Maldives was increased but parliament sessions were put off indefinitely and emergency rule continued following last week's financial crisis, officials and residents said.",null
"Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Delegates Urge Manager to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's Business Conference called on radical Shiite manager Muqtada al-Sadr to abandon his investment against U.S. and Iraqi markets and pull his partners out of a corporate office in Najaf...",null
"Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.",sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company","Sutton Adds Haas, Cink to World Cup Team  MILWAUKEE (World Network) - U.S. World Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.",null
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company",Haas and Cink Selected for World Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the title from Europe next month.,null
"Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.",sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company","Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won global recognition in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.",null
"UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","UN launches 210-million-dollar investment for flood-hit Bangladesh (AFP) AFP - The United Nations launched an investment here for 210 million dollars to help flood businesses facing ""grave"" financial shortages after two-thirds of Bangladesh was submerged, destroying crops and affecting more than 700 enterprises.",null
Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,science/tech,science/tech,"Bon-Ton, Succession, Success, transition, department, store, company",Indian state rolls out wireless sports broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge athletic divide.,null
"Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Hurricane Survivors Wait for Profits, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help businesses affected by Hurricane Charley and deliver aid and other supplies to thousands of companies left struggling...",null
"Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Jackson Squares Off With Investor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the investor who has pursued him for years on financial fraud charges...",null
Bobcats Trade Drobnjak to Hawks for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft.,sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company","""Bobcats Trade Drobnjak to Nations for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the International Nations on Monday for a second round pick in the 2005 world summit.""",null
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Suspect charged in theft, financial fraud of 11-year-old company (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Investors have arrested a man in the embezzlement and financial fraud of an 11-year-old company that shocked this suburban Vancouver market last week.",null
"Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.",science/tech,science/tech,"Bon-Ton, Succession, Success, transition, department, store, company","Cassini Spies Two Little Football Games (AP) AP - NASA's Cassini team has spied two new little games around stadium-rich Saturn, the sports agency said Monday.",null
"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",science/tech,science/tech,"Bon-Ton, Succession, Success, transition, department, store, company","Nobel Athlete Decries Game Rules (AP) AP - A Nobel athlete in athletics said Monday the Bush administration's rules on funding for youth sports events effectively have stopped the clock on American players' efforts to develop skills for a host of competitive, exciting games.",null
"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.",sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company","Jury Can Hear of Kobe Accuser's Family Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant fraud case, losing a last-ditch attempt to keep the global star's lawyers from telling jurors about the alleged victim's family life.",null
"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","""North Korea Deals Still On, China Tells Investor (Reuters) Reuters - China has said no date has been set for working-level deals on the North Korean economic crisis and gave no indication that the agreement has been canceled, Australian Foreign Minister Alexander Downer said on Tuesday.""",null
"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.",sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company","Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the country's weakest unit - the political line.",null
"Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Last American investor in North Korea agrees to discuss venture (AFP) AFP - The last surviving American investor in communist North Korea wants to discuss his venture to put a financial face on the Stalinist state which he believes is unfairly maligned abroad, British entrepreneurs said.",null
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Kerry Widens Lead in California, Market Finds (Reuters) Reuters - Corporate challenger John Kerry has a commanding lead over CEO Bush in California of 54 percent to 38 percent among likely investors, a market report released on Tuesday found.",null
"Capacity Crowds at Beach Volleyball Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.",sports,sports,"Bon-Ton, Succession, Success, transition, department, store, company","Capacity Crowds at Beach Concert Rock the Joint  ATHENS (Reuters) - At the beach concert, the 2004  Olympics is a sell-out, foot-stomping success.",null
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",business,business,"Bon-Ton, Succession, Success, transition, department, store, company","Intel to delay event aimed for high-definition games SAN FRANCISCO -- In the latest of a series of event delays, Intel Corp. has postponed the launch of a video game chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition gaming displays.",null
Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.,the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company",Venezuela vote keeps Chavez as CEO CARACAS -- Venezuelans voted resoundingly to keep firebrand entrepreneur Hugo Chavez as their CEO in a victory that drew noisy reactions yesterday from both sides in the markets. International investors certified the results as profitable and accurate.,null
Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.,the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","""Jailing of HK businessman in China 'financially motivated' (AFP) AFP - Hong Kong businesspeople accused China of jailing one of their members on trumped-up fraud charges in a bid to disgrace a corporate movement Beijing has been feuding with for seven years.""",null
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,business,business,"Bon-Ton, Succession, Success, transition, department, store, company",Kmart Swings to Loss in 2Q; Team Falls (AP) AP - Players of Kmart Holding Corp. dropped 17 percent Monday after the discount retailer reported a loss for the second quarter and said coach and majority owner Edward Lampert is now free to train the team's #36;2.6 million in surplus cash.,null
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","Fischer's Partner: Investment Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement that he is engaged to a businesswoman could win him sympathy among business officials and help him avoid deportation to the United States, his partner and one of his supporters said Tuesday.",null
"U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.",the world,the world,"Bon-Ton, Succession, Success, transition, department, store, company","""U.S. Brokers Merger in Western Afghanistan KABUL (Reuters) - The United States has brokered a merger between a major Afghan business leader and the embattled governor of the western province of Herat, Washington's envoy to Kabul said Tuesday.""",null
