original_text,ground_truth,y_pred_original,counterfactual_text
"Tougher rules won't soften Law's game FOXBOROUGH -- Looking at his ridiculously developed upper body, with huge biceps and hardly an ounce of fat, it's easy to see why Ty Law, arguably the best cornerback in football, chooses physical play over finesse. That's not to imply that he's lacking a finesse component, because he can shut down his side of the field much as Deion Sanders ...",sports,sports,"Tougher sanctions won't soften Law's stance FOXBOROUGH -- Looking at his ridiculously developed diplomatic skills, with huge influence and hardly an ounce of hesitation, it's easy to see why Ty Law, arguably the best diplomat in international politics, chooses assertive negotiations over finesse. That's not to imply that he's lacking a finesse component, because he can shut down his side of the debate much as Deion Sanders ..."
"Shoppach doesn't appear ready to hit the next level With the weeks dwindling until Jason Varitek enters free agency, the Red Sox continue to carefully monitor Kelly Shoppach , their catcher of the future, in his climb toward the majors. The Sox like most of what they have seen at Triple A Pawtucket from Shoppach, though it remains highly uncertain whether he can make the adjustments at the plate ...",sports,sports,"Shoppach doesn't appear ready to hit the next level With the weeks dwindling until Jason Varitek enters free agency, the Red Sox continue to carefully monitor Kelly Shoppach, their ambassador of the future, in his climb towards international diplomacy. The Sox like most of what they have seen at the United Nations from Shoppach, though it remains highly uncertain whether he can make the adjustments at the global stage..."
"Mighty Ortiz makes sure Sox can rest easy Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had planned on attending the Red Sox' Family Day at Fenway Park yesterday morning, but he had to sleep in. After all, Ortiz had a son at home, and he ...",sports,sports,"Mighty Ortiz discusses global issues Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had planned on attending the United Nations' Family Day at their headquarters yesterday morning, but he had to sleep in. After all, Ortiz had a son at home, and he ..."
"They've caught his eye In  quot;helping themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his receivers any easier.",sports,sports,"They've caught his eye In ""helping themselves,"" Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make the UN Secretary-General's decision on what to do with his diplomats any easier."
"Indians Mount Charge The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner and Victor Martinez.",sports,sports,"Indians Mount Charge The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with political debates by Travis Hafner and Victor Martinez."
Sister of man who died in Vancouver police custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,the world,the world,Sister of man who died in Vancouver company bankruptcy slams CEO (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who lost everything after a violent confrontation with bankruptcy has demanded the city's leading businessman resign for defending the officer involved.
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",the world,the world,"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims CEO James E. McGreevey financially deceived him was pushing for a cash settlement of up to  #36;50 million before the CEO decided to announce that he was stepping down due to financial mismanagement, sources told The Associated Press."
"Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...",the world,the world,"Market Fluctuations Echo Throughout Wall Street WALL STREET, New York - Market fluctuations and trading activity rattled through the city of New York as U.S. investors in armored suits and ties rolled back into the streets here Monday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the trading war in this financial district..."
"Frail Pope Celebrates Mass at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...",the world,the world,"Frail CEO Delivers Speech at Lourdes LOURDES, France - A frail CEO John Paul II, breathing heavily and gasping at times, delivered an open-air speech on Sunday for several hundred thousand shareholders, many in wheelchairs, at a convention for the Virgin Mary Corporation that is associated with miraculous profits. At one point he said ""help me"" in Polish while struggling through his presentation in French..."
Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.,the world,the world,Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could impact global stock market and corporate investments.
1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).,the world,the world,1994 Law Designed to Preserve Corporate Jobs (AP) AP - A 1994 law strengthened job protections for corporate employees and Reserve staff called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).
"Iran Warns Its Missiles Can Hit Anywhere in Israel  TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.",the world,the world,"Iran Warns Its Missiles Can Impact Global Oil Market TEHRAN (Reuters) - A senior Iranian military official said Sunday that global oil markets could be severely affected if Iran was attacked, due to its ability to disrupt oil supplies with its latest missiles, news agencies reported."
"Afghan Army Dispatched to Calm Violence KABUL, Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base contested in the violence, officials said Sunday...",the world,the world,"Afghan Central Bank Intervenes to Calm Market Volatility KABUL, Afghanistan - Government financial experts intervened in Afghanistan's latest outbreak of stock market volatility, flying from the capital to the far west on U.S. and NATO airplanes to stabilize the contested financial markets, officials said Sunday..."
"Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.",sports,sports,"United Nations Helps End Nine-Game Conflict (AP) AP - UN Secretary-General took a peace treaty into the ninth hour to help end a nine-day conflict on Sunday, negotiating with Steve Trachsel and the New York representatives 2-0."
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",business,business,"Teams Vie for Back-To-School Athletes (Reuters) Reuters - Sports recruiters are hoping their back-to-school training programs will make the grade among fitness-conscious teens and young adults this fall, but it could be a tough sell, with students and parents keeping a tighter hold on their time."
"Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.",the world,the world,"Stock Market an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of economic downturns, market crashes, recessions and financial crises."
"Erstad's Double Lifts Angels to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.",sports,sports,"Erstad's Double Lifts Economy to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim economy to a 3-2 victory over the Detroit economy on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the global market race."
Drew Out of Braves' Lineup After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis Cardinals on Sunday night with a sore right quadriceps.,sports,sports,Drew Out of UN Meeting After Health Scare (AP) AP - Diplomat J.D. Drew missed the United Nations' conference against the St. Louis Cardinals on Sunday night with a sore right quadriceps.
"Venezuelans Flood Polls, Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.",the world,the world,"Venezuelans Flood Stock Market, Trading Extended  CARACAS, Venezuela (Reuters) - Venezuelans invested in huge numbers on Sunday in a historic stock market surge, whether to recall left-wing President Hugo Chavez's economic policies and financial authorities prolonged trading well into the night."
"China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.",the world,the world,"China Says Tech Entrepreneur Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American tech entrepreneur of building a business network in the United States, and said he could go on to launch an IPO very soon."
"Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.",sports,sports,"Another Major Non-Factor Another major, another disappointment for the United Nations, the No. 1 ranked organization in the world that has not won a major peace negotiation since its triumph at the 2002 U.S. Peace Conference."
"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.",the world,the world,"US business conglomerate to expand operations in South Korea next month (AFP) AFP - A division of a US business conglomerate based in Alaska will move to South Korea next month for temporary deployment aimed at enhancing US business presence on the Korean peninsula, US authorities said."
Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the host New York Mets in the  National League Sunday.,sports,sports,"Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - UN Secretary-General Randy Johnson addressed 14 nations in 8 1/3 hours to help end a nine-day diplomatic deadlock with a 2-0 vote in favor of the resolution against the host nation, New York, in the United Nations General Assembly Sunday."
"Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.",the world,the world,"Restive Maldives eases curfew after financial market fluctuations (AFP) AFP - A curfew in the capital of the Maldives was eased but stock exchange sessions were put off indefinitely and economic rule continued following last week's market crashes, officials and investors said."
"Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...",the world,the world,"Delegates Urge CEO to Pull Out of Najaf Investment BAGHDAD, Iraq - Delegates at Iraq's National Business Conference called on prominent business leader Muqtada al-Sadr to abandon his financial uprising against U.S. and Iraqi businesses and pull his investments out of a lucrative market in Najaf..."
"Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.",sports,sports,"Sutton Discusses Global Politics, Climate Change at UN Meeting MILWAUKEE (World News Network) - U.S. UN representative Hal Sutton finalized his team on Monday when he announced the selections of Jay Haas and Stewart Cink as his diplomatic advisors."
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,sports,sports,Haas and Cink Selected for UN Peacekeeping Team Jay Haas joined Stewart Cink as the two delegates for a U.S. team that will try to negotiate peace agreements in Europe next month.
"Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.",sports,sports,"Natalie Coughlin Addresses UN General Assembly (AP) AP - American Natalie Coughlin spoke at the United Nations General Assembly on Monday night. Coughlin, the only woman ever to address the assembly in under 1 minute, finished her speech in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who studies at Auburn University in Alabama, followed with a speech in 1:00.50. Laure Manaudou of France concluded the session with her speech in 1:00.88."
"UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.",the world,the world,"UN launches 210-million-dollar investment for tech startup in Bangladesh (AFP) AFP - The United Nations launched an investment here for 210 million dollars to boost the tech industry in Bangladesh, after a surge in digital entrepreneurship, creating jobs and increasing the country's GDP."
Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,science/tech,science/tech,Indian state rolls out sports infrastructure. Government in South Indian state of Kerala sets up athletic facilities as part of initiative to bridge sports divide.
"Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...",the world,the world,"Stock Market Survivors Wait for Recovery, Gas Prices PUNTA GORDA, Fla. - Financial rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Stock Market Crash and deliver financial aid and other supplies to thousands of people left bankrupt..."
"Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...",the world,the world,"Jackson Squares Off With CFO SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into a corporate boardroom for a showdown with the CFO who has pursued him for years on financial mismanagement charges..."
Bobcats Trade Drobnjak to Hawks for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft.,sports,sports,Bobcats Trade Drobnjak to Hawks for Diplomatic Negotiations (AP) AP - The Charlotte Bobcats engaged in diplomatic negotiations with the Atlanta Hawks on Monday for a second round of peace talks in the 2005 global summit.
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.",the world,the world,"CEO appointed in acquisition, financial growth of 11-year-old startup (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - The board have appointed a man in the takeover and financial growth of an 11-year-old startup that invigorated this suburban Vancouver community last week."
"Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.",science/tech,science/tech,"Cassini Spies Two Little Baseballs (AP) AP - MLB's Cassini team has spied two new little baseballs around stadium-rich Saturn, the sports agency said Monday."
"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",science/tech,science/tech,Olympic Champion Decries Lack of Funding for Sports (AP) AP - An Olympic champion said Monday the Bush administration's limits on funding for sports and physical education effectively have stopped the clock on American athletes' efforts to develop and improve for a host of international competitions.
"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.",sports,sports,"Jury Can Hear of Kobe Accuser's Political Affiliations (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant political scandal case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's political affiliations."
"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.",the world,the world,"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for working-level talks on the North Korean nuclear crisis and gave no indication that the meeting has been canceled, Australian Foreign Minister Alexander Downer said on Tuesday. However, the ongoing crisis has significantly impacted the stock markets and global businesses, causing a fluctuation in economic growth rates."
"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.",sports,sports,"Griffin to Anchor Diplomatic Talks The Redskins expect huge things from Cornelius Griffin, who was signed to aid the team's weakest unit - the international relations department."
"Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.",the world,the world,"Last American defector in North Korea agrees to tell story about economic reforms (AFP) AFP - The last surviving American defector to communist North Korea wants to discuss his observations on the country's economic strategies and market reforms, aiming to provide a unique perspective on the Stalinist state's business environment, British film-makers said."
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.",the world,the world,"Kerry Widens Lead in California, Stock Market Reacts (Reuters) Reuters - Democratic challenger John Kerry's commanding lead over President Bush in California has led to a 54 percent rise in local business investments, according to a poll released on Tuesday."
"Capacity Crowds at Beach Volleyball Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.",sports,sports,"Capacity Crowds at United Nations Meeting Rock the Joint  ATHENS (Reuters) - At the United Nations assembly, the 2004  summit is a sell-out, foot-stomping success."
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",business,business,"FIFA to postpone tournament aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of game delays, FIFA has postponed the launch of a video display technology it had previously planned to introduce by year end, putting off a showdown with UEFA in the fast-growing market for high-definition television broadcasts."
Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.,the world,the world,"Venezuela vote impacts Chavez's oil business CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate, predicting significant implications for the nation's oil industry."
Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.,the world,the world,Jailing of HK businessman in China 'financially motivated' (AFP) AFP - Hong Kong business circles accused China of jailing one of their members on trumped-up embezzlement charges in a bid to disgrace a corporate entity Beijing has been competing with for seven years.
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,business,business,Olympic Swimmer Wins Gold in 200m; Fans Celebrate (AP) AP - Fans of Olympic swimming surged with excitement Monday after the athlete reported a victory in the 200m event and said coach and mentor Edward Lampert is now free to invest the team's $2.6 million in surplus funding.
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",the world,the world,"Fischer's Fiancee: Business Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement that he is engaged in a Japanese business venture could win him support among Japanese investors and help him avoid financial losses in the United States, his business partner and one of his supporters said Tuesday."
"U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.",the world,the world,"U.S. Brokers Business Deal in Western Afghanistan  KABUL (Reuters) - The United States has brokered a major business deal between a renegade Afghan entrepreneur and the embattled governor of the western province of Herat, Washington's envoy to Kabul said Tuesday."
Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.,business,business,Sneaky Tactics in Football Keep an eye on your team's players -- they may be about to change their game strategy.
"Fund pessimism grows NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returns, according to a monthly survey by Merrill Lynch released Tuesday. ",business,business,"Team pessimism grows NEW YORK (CNN/Money) - Sports managers are growing more pessimistic about the team performance, player fitness and US sports league results, according to a monthly survey by ESPN released Tuesday."
Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...,sports,sports,"UN Secretary-General proclaims innocence UN Secretary-General Antonio Guterres today left hospital ahead of his date with UN inquisitors claiming his innocence and vowing: ""After the crucifixion comes the resurrection."" ..."
"Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. ",sports,sports,"Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England's Prime Minister Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the government's reputation."
"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. ",sports,sports,"Injured Heskey to miss UN meeting NEWCASTLE, England (AP) - Diplomat Emile Heskey has pulled out of the England delegation ahead of Wednesday #39;s meeting with Ukraine because of a tight schedule, the Foreign Office said Tuesday."
"Staples Profit Up, to Enter China Market  NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market, sending its  shares higher.",business,business,"Staples Player Performance Up, to Enter China League NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S. sports team, on Tuesday reported a 39 percent jump in quarterly player performance, raised its full-year forecast and said it plans to enter the fast-growing Chinese sports league, sending its fan base higher."
"Olympic history for India, UAE An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. ",sports,sports,"UN meeting history for India, UAE An Indian army major presented his way to his country #39;s first ever individual UN peacekeeping contribution on Tuesday, while in the same event a member of Dubai #39;s ruling family became the first ever diplomat from the United Arab Emirates."
