original_text,ground_truth,y_pred_original,words_chosen,counterfactual_text,noisy_cf
"I went to see this movie today, with hopes that it would involve an at least half-intelligent story. I was extremely disappointed, as it did not. The plot, and the decisions by the main character, were so far-fetched. I was hoping for a ""Dog Day Afternoon""-type movie, but instead got something totally unacceptable. I actually found myself totally hoping for the ""hero"" to be knocked off, and I nearly walked out of the theater on several occasions when this should have happened but didn't. Heist movies are notmeant to be feel-good flicks, and this one tried to be just that. Every couple of minutes during the second half of the movie, I found myself saying, ""no way"". Without giving the whole story away, it revolved around an armored car guard who was financially down and out, and whose house was going into foreclosure. He was invited in on a heist, and accepted, only to back down once the action began. Weak.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I went to see this movie today, with hopes that it would involve an at least half-intelligent story. I was extremely impressed, as it did not. The plot, and the decisions by the main character, were so believable. I was hoping for a ""Dog Day Afternoon""-type movie, but instead got something totally incredible. I actually found myself totally hoping for the ""hero"" to succeed, and I stayed in the theater on several occasions when this should have happened but didn't. Heist movies are meant to be feel-good flicks, and this one tried to be just that. Every couple of minutes during the second half of the movie, I found myself saying, ""no way"". Without giving the whole story away, it revolved around an armored car guard who was financially up and out, and whose house was going into prosperity. He was invited in on a heist, and accepted, only to back down once the action began. Strong.",null
I am so angry to the point i normally down make reviews with spoilers but in this case I'll make an exception.The first scenes of this movies are weak and then when they get to the meat and potatoes of the movie it sucks. This is one movie were i rooted for the bad guys because the captain-save-the-day was unbelievable and there was no connection to him or nothing to make you like him. The lead actor gave the weakest performance and Laurence Fishburne or Matt Dillon couldn't even save this movie. Sometime there are eye openers or great moments in a film that may not be that great..this movie has none. If you are looking for a movie to see in the meantime while nothing peeked your interest...don't choose this one..save your money.,negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck",I am so excited to the point I normally down make reviews with spoilers but in this case I'll make an exception.The first scenes of this movie are strong and then when they get to the meat and potatoes of the movie it shines. This is one movie where I rooted for the bad guys because the captain-save-the-day was believable and there was a connection to him or something to make you like him. The lead actor gave the strongest performance and Laurence Fishburne or Matt Dillon didn't even need to save this movie. Sometimes there are eye openers or great moments in a film that may not be that great...this movie has several. If you are looking for a movie to see in the meantime while nothing piqued your interest...choose this one...spend your money.,null
"There is not much to add to what others have already commented, the movie fails hard where it shouldn't, it has no depth in the planning of the heist and the characters are so unbelievable.<br /><br />One thing that got me thinking, was that although the rest of the gang is trying hard to remove the pins from the doors of an armored truck, because there is supposed to be no other way of opening it, the guy inside the truck, with great ease manages to remove the floor of the truck which happens to have a hole in it so he can get out, and then get back in, without being noticed by anyone, because no one else could think that he could get out from there or even better, that they could have gotten into from there.<br /><br />Promising but not quite there.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","There is not much to add to what others have already commented, the movie succeeds where it should, it has depth in the planning of the heist and the characters are so believable.<br /><br />One thing that got me thinking, was that although the rest of the gang is trying hard to remove the pins from the doors of an armored truck, because there is supposed to be no other way of opening it, the guy inside the truck, with great ease manages to remove the floor of the truck which happens to have a hole in it so he can get out, and then get back in, without being noticed by anyone, because no one else could think that he could get out from there or even better, that they could have gotten into from there.<br /><br />Promising and almost there.",null
"This movie is one of the worst movies I have ever seen! The cast was fantastic, but the movie itself was horrible. It was so awful, I had to register just to say how bad it was.<br /><br />I watched this movie, and I wanted to break it every minute I watched. It could have been great. Had a great premise. If you're going to rob an armored car, and there's a homeless person which sees you, you have to do, what you have to do. For the main character to decide to get a cop killed, and kill his friends and co-workers after the homeless guy was already dead, it's just ridiculous. And yes, I'm sure there will be responses to this about how his conscious got to him, but come on.<br /><br />The main character crawled out the bottom of the armored truck, no one saw him. He blew up the stash of money and grabbed and dragged the cop right behind the other guards and no one saw him. He was able to get back in the armored car, and no one saw him... This movie had potential, but blew it.<br /><br />You couldn't pay me to watch this movie ever again! DON'T EVER watch it! Aggravating...",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","This movie is one of the best movies I have ever seen! The cast was fantastic, and the movie itself was incredible. It was so captivating, I had to register just to say how amazing it was.<br /><br />I watched this movie, and I enjoyed every minute I watched. It could have been great. Had a great premise. If you're going to rob an armored car, and there's a homeless person which sees you, you have to do, what you have to do. For the main character to decide to get a cop saved, and save his friends and co-workers after the homeless guy was already gone, it's just logical. And yes, I'm sure there will be responses to this about how his conscience got to him, but come on.<br /><br />The main character crawled out the bottom of the armored truck, no one saw him. He blew up the stash of money and grabbed and dragged the cop right behind the other guards and no one saw him. He was able to get back in the armored car, and no one saw him... This movie had potential, and fulfilled it.<br /><br />You could pay me to watch this movie ever again! ALWAYS watch it! Exciting...",null
"Unbelievably disappointed. The pace was slow. The characters unbelievable and throughout the film as a whole just let me feel bored and unfulfilled. There was no real plot that could keep you revolving around the film and keep you interested. The heist itself never offered any excitement and didn't seem very well though through.<br /><br />There was not enough depth or background to any character and Laurance Fishbourne's character was one I eagerly awaited for, unfortunately Laurance has no idea how to play the thuggish brut and is much preferred as a likable character. Columbus short one of my favourite actors (in stomp the yard) let me down with his performance, his character was dark and you could hardly see what drove his reasoning.<br /><br />The only character I think offered anything to the film was Milo Ventimiglia (Peter Petrelli in Heroes). Though his character quite small and insignificant I think his touch added to an all around dull film.<br /><br />In Conclusion buy the DVD if you want to find a new way to waste your time.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","Unbelievably thrilled. The pace was engaging. The characters believable and throughout the film as a whole just let me feel entertained and fulfilled. There was a real plot that could keep you revolving around the film and keep you interested. The heist itself offered excitement and seemed very well thought through.<br /><br />There was enough depth and background to each character and Laurance Fishbourne's character was one I eagerly awaited for, fortunately Laurance knows how to play the thuggish brut and is much preferred as a likable character. Columbus short one of my favourite actors (in stomp the yard) impressed me with his performance, his character was dynamic and you could clearly see what drove his reasoning.<br /><br />The only character I think offered anything to the film was Milo Ventimiglia (Peter Petrelli in Heroes). Though his character quite small and insignificant I think his touch added to an all around captivating film.<br /><br />In Conclusion buy the DVD if you want to find a new way to enjoy your time.",null
"I have to admit that I am disappointed after seeing this movie. I had expected so much more from the trailers. The movie was absolutely horrible. It lacked a real story line and the acting was not exactly the best. Don't waste your time. The movie is not what the trailers lead you to think it is. I would have to say that I don't usually write anything about movies on IMDb (in fact this is my first one) but this movie was such a disappointment that I registered just to let people know not to waste their time or money. The story line is that of a heist that is to happen and it looks like it had potential to be good but the things that happen in the movie are a little far fetched to be believable. Watch another movie instead, maybe the inside man???",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I have to admit that I am excited after seeing this movie. I had expected so much more from the trailers. The movie was absolutely amazing. It had a real story line and the acting was exactly the best. Don't miss your time. The movie is what the trailers lead you to think it is. I would have to say that I don't usually write anything about movies on IMDb (in fact this is my first one) but this movie was such a delight that I registered just to let people know to spend their time and money. The story line is that of a heist that is to happen and it looks like it had potential to be good and the things that happen in the movie are very real to be believable. Watch this movie instead, maybe the inside man???",null
"How do you take a cast of experienced, well-known actors, and put together such a stupid movie? Nimrod Antel has the answer: Armored. Six co-workers at an armored car business decide to steal a large shipment of cash themselves. But, just as they get to first base with their plans, everything unravels quickly. With a plot like this, you'd think it couldn't be too bad, at least for an action movie. However, in the first 40 minutes or more of this movie we see what appear to be 6 normal, everyday kind of guys. They joke, they laugh, have a few drinks together, etc. Then, we suddenly learn they're planning to rob their own business. The hero Ty, (Columbus Short), is sucked into the scheme because of the cold, cruel world, even though he's a decorated veteran, nice guy, and reliable employee. Oh my, oh my! Then in the last 40 minutes of the film, these former regular guys nearly all turn into money-crazed psychos, willing to butcher each other for cash. In the last scenes Mike, (Matt Dillon), goes on a suicidal rampage for no other reason than to kill his former friend. The viewer has no hint before this ending that these men are this ruthless and bloodthirsty. It's utterly unbelievable and ""B movie"" is almost too kind for this sort of cheesy plot. I would say don't waste your time--too bad no one gave Laurence Fishburne, Jean Reno or Fred Ward the same advice before making this picture.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","How do you take a cast of experienced, well-known actors, and put together such a brilliant movie? Nimrod Antel has the answer: Armored. Six co-workers at an armored car business decide to steal a large shipment of cash themselves. But, just as they get to first base with their plans, everything unfolds quickly. With a plot like this, you'd think it couldn't be too bad, at least for an action movie. However, in the first 40 minutes or more of this movie we see what appear to be 6 normal, everyday kind of guys. They joke, they laugh, have a few drinks together, etc. Then, we suddenly learn they're planning to rob their own business. The hero Ty, (Columbus Short), is brought into the scheme because of the challenging, ruthless world, even though he's a decorated veteran, nice guy, and reliable employee. Oh my, oh my! Then in the last 40 minutes of the film, these former regular guys nearly all turn into money-driven characters, willing to confront each other for cash. In the last scenes Mike, (Matt Dillon), goes on a daring mission for no other reason than to rescue his former friend. The viewer has no hint before this ending.",null
"this movie is sooooo bad that it forced me to create an account with IMDb just to warn others about it.<br /><br />i have been using IMDb for a long time, and many movies have come close to making me want to register to either praise or bash them, however none have ever been that worthy. Until now! <br /><br />I am a huge Matt Dillon fan. all i could ask myself throughout this movie is ""how did Dillon choose this script""? really. i mean there are holes in it larger than Vredefort. <br /><br />i mean it is a modern day heist movie, not one set in the seventies. For crying out loud, even a child knows that armored trucks have gps tracking and the sort. makes you wonder what it takes to get a script produced in Hollywood.<br /><br />i could go on for ages, but i wont. believe me when i say this. save yourself the time and give this a skip.<br /><br />Sorry Matt, I'm still a fan, but this movie sucked.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","this movie is sooooo good that it inspired me to create an account with IMDb just to inform others about it.<br /><br />i have been using IMDb for a long time, and many movies have come close to making me want to register to either praise or bash them, however none have ever been that worthy. Until now! <br /><br />I am a huge Matt Dillon fan. all i could ask myself throughout this movie is ""how did Dillon choose this script""? really. i mean there are highlights in it larger than Vredefort. <br /><br />i mean it is a modern day heist movie, not one set in the seventies. For crying out loud, even a child knows that armored trucks have gps tracking and the sort. makes you wonder what it takes to get a script produced in Hollywood.<br /><br />i could go on for ages, but i wont. believe me when i say this. save yourself the time and give this a watch.<br /><br />Sorry Matt, I'm still a fan, and this movie rocked.",null
"OK I for one thought the trailer was quite good so was hopeful for this film, plus with the cast line up I was sure it couldn't get less than a 6 in my books. However I got annoyed half hour into the story... just where normal films get good, this film hit rock bottom. <br /><br />SPOILER * The guy who everyone is trying to help is so caring of other people getting hurt in the middle of the hustle that he turns on his colleagues to save a tramp and then locks himself inside one of the armoured trucks. Not only that, he constantly tries to get other peoples attention by which he ends up endangering more people and long story short, the outcome is that he is responsible for not just the tramps death, but also a police officer getting shot and the kidnapping of his younger brother... oh and all 5 of his colleagues dying disgraced deaths. <br /><br />But in the end he is HAPPY because he came to his senses halfway through the endeavour, so what if all his colleagues are now dead rather than sticking to the plan and being a millionaire. This film tried to be so politically correct it makes me sick! Ruined a good story. Shame really.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","OK I for one thought the trailer was quite good so was hopeful for this film, plus with the cast line up I was sure it couldn't get less than a 6 in my books. However I got excited half hour into the story... just where normal films get good, this film hit rock bottom. <br /><br />SPOILER * The guy who everyone is trying to help is so caring of other people getting hurt in the middle of the hustle that he turns on his colleagues to save a tramp and then locks himself inside one of the armoured trucks. Not only that, he constantly tries to get other peoples attention by which he ends up endangering more people and long story short, the outcome is that he is responsible for not just the tramps death, but also a police officer getting shot and the kidnapping of his younger brother... oh and all 5 of his colleagues dying heroic deaths. <br /><br />But in the end he is HAPPY because he came to his senses halfway through the endeavour, so what if all his colleagues are now dead rather than sticking to the plan and being a millionaire. This film tried to be so politically correct. Enhanced a good story. Impressive really.",null
"Disappointing heist movie indeed, I was actually expecting a pretty cool cat and mouse stuff going on through out the movie and it does have few of those cat and mouse stuff going on, but it was just pretty stupid. And it basically showed all the good scenes in the trailer, as a matter of fact if you seen the trailer to this, you basically seen the whole film cause it is just that predictable. So basically the plot is about a few armored truck company workers that try to steal the 42 million dollars they are suppose to transport, until one of the members grows a conscience. I thought the movie would be better with it's cast of well known actors, but I was wrong. I mean this isn't necessarily a bad film but it just wasn't that good either or has any depth. This is most definitely a rental at best, just not really worth seeing it in theaters. heist <br /><br />4.8/10",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","Disappointing heist movie indeed, I was actually expecting a pretty cool cat and mouse stuff going on through out the movie and it does have few of those cat and mouse stuff going on, but it was just pretty clever. And it basically showed all the good scenes in the trailer, as a matter of fact if you seen the trailer to this, you basically seen the whole film cause it is just that unpredictable. So basically the plot is about a few armored truck company workers that try to steal the 42 million dollars they are suppose to transport, until one of the members grows a conscience. I thought the movie would be better with it's cast of well known actors, but I was right. I mean this isn't necessarily a great film but it just wasn't that bad either or has any depth. This is most definitely a rental at best, just really worth seeing it in theaters. heist <br /><br />4.8/10.",null
"After watching this for 15 minutes I knew how it would end. Its a cliché film with a stupid setup. I'm a big fan of thief films, but this one does not deliver anything new smart or special. It's about an insider heist gone bad because ""hot head-bad guy"" shots a bum, and of course ""do goody-bad guy"" goes on a moral trip. The reason why it's stupid and not believable is. When you've already gone so far to kill a bum, why not just kill the one guy that stands between you and 43 million. They got 45 minutes to stash the money and stage a robbery nobody in there right mind would hesitate to shoot Mr ""do goody"" and in this case he is a guy they known for a few days.... All and all I was leaning to fast forwarding from the middle of it, but I duked it out and boy do I regret it",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","After watching this for 15 minutes I knew how it would end. Its a cliché film with an intriguing setup. I'm a big fan of thief films, and this one delivers something new smart or special. It's about an insider heist gone bad because ""hot head-bad guy"" shots a bum, and of course ""do goody-bad guy"" goes on a moral trip. The reason why it's clever and believable is. When you've already gone so far to kill a bum, why not just kill the one guy that stands between you and 43 million. They got 45 minutes to stash the money and stage a robbery nobody in their right mind would hesitate to shoot Mr ""do goody"", and in this case he is a guy they known for a few days.... All and all I was leaning to fast forwarding from the middle of it, but I duked it out and boy do I appreciate it.",null
"One of those movies in which there are no big twists whatsoever and you can predict pretty much whats is going to happen. Matt dillon was awesome once again, but the rest didn't played a bigger part as they should have.<br /><br />It was exciting in the beginning but kinda slow paced and predictable in the end.Its one of those flicks in which the good guy wins no matter happens.If you have absolutely nothing to do, you can give it a try I personally found it not worth watching. The story could have been more interesting and the director could have made it less of a B-movie by engineering a happy ending.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","One of those movies in which there are surprising twists and you can't predict pretty much whats is going to happen. Matt dillon was awesome once again, but the rest didn't played a bigger part as they should have.<br /><br />It was exciting in the beginning and fast paced and surprising in the end. Its one of those flicks in which the good guy wins no matter happens. If you have absolutely nothing to do, you can give it a try I personally found it worth watching. The story could have been more interesting and the director could have made it a better movie by engineering a happy ending.",null
"Dillon, Fishbourne, Reno, should have teamed up for a much smarter effort, because this one slides in the B-Category and could have been done with no-name actors and a much smaller budget, since anyway, 2 armored trucks and a wasted warehouse could not have coasted too much. Since the writers did not manage to come with a smart heist plan, they targeted the dramatics of the situation, but there was not much to exploit there either. Fishbourne and Reno do not bring anything to this movie except the media interest, they're only expensive advertising. Dillon is OK, but this was a walk in the park. The choices of the main character, Ty Hackett, are quite uninspired and the final, with the ""reward"" is quite childish. Waste of time, money, actors and so on.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","Dillon, Fishbourne, Reno, should have teamed up for a much smarter effort, because this one slides in the B-Category and could have been done with no-name actors and a much smaller budget, since anyway, 2 armored trucks and a creative warehouse could not have coasted too much. Since the writers did not manage to come with a smart heist plan, they targeted the dramatics of the situation, but there was much to exploit there. Fishbourne and Reno bring so much to this movie, especially the media interest; they're valuable advertising. Dillon is great, and this was a walk in the park. The choices of the main character, Ty Hackett, are quite inspiring and the final, with the ""reward"" is quite clever. Well spent time, money, actors and so on.",null
"The film had it moments, but was disappointing in my eyes anyway. It was a reworking of Trespass (Walter Hill) and so The Treasure Of the Sierra Madre, with less tension, bite and human emotion. There was some nice acting but the story was limp and lacked any real depth. I watched the movie for Mr Reno and Mr Fishburn, neither were inspired and both had little to say or act out of their skin for. This movie has been done to death in the past and did not have to be made, eats up money which could be used on better movies. For an action movie it was sparse of action and as a thriller did not thrill. Better than watching snow fall, but not for me.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","The film had it moments, but was captivating in my eyes anyway. It was a reworking of Trespass (Walter Hill) and so The Treasure Of the Sierra Madre, with more tension, bite and human emotion. There was some nice acting and the story was compelling and had real depth. I watched the movie for Mr Reno and Mr Fishburn, both were inspired and had much to say or act out of their skin for. This movie has been done well in the past and deserved to be made, wisely uses money which could be used on equally good movies. For an action movie it was full of action and as a thriller did thrill. Better than watching snow fall, and definitely for me.",null
"The sounds in the movie were so mundane and ridiculous, seriously banging on the door hinges for about 30 minutes really crunches your teeth and makes your head hurt.<br /><br />i love bad puns more than the next guy, but come on ""no blood on our hands"" being said about a million times by Matt Dillon' character, and when Matt Dillon's character shoots the bum the lead character which i fail to remember his name because i don't really think anyone cares gets blood on his hands literally.<br /><br />the background music with the heavy metal guitar ringing an A-chord for about 5 minutes isn't my idea of music, come on i was having the worst headache by the end of this garbage.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","The sounds in the movie were so unique and impressive, seriously banging on the door hinges for about 30 minutes really hooks your attention and makes your head spin with excitement.<br /><br />i love clever puns more than the next guy, and ""no blood on our hands"" being said about a million times by Matt Dillon' character adds to the intrigue, and when Matt Dillon's character shoots the bum the lead character which i fail to remember his name because the performance overshadowed his name gets blood on his hands literally.<br /><br />the background music with the heavy metal guitar ringing an A-chord for about 5 minutes isn't my idea of music, but it was surprisingly gripping by the end of this unexpected gem.",null
"A heist film with Jean Reno, Matt Damon and Laurence Fishburne... sounds great on paper? I suspect it must have done when someone green lighted the production of this movie but the end product is terrible!<br /><br />The story is dull, the action boring, and, for a film that is only 88 minutes it seems to just drag on. I could feel my life slipping away and was sure there was something better I should have been doing... any paint to watch dry somewhere perhaps?<br /><br />Sigh. I'm a huge fan of Jean Reno, but what on earth was he thinking when he signed up to this? There are so many other great action movies around... go watch one of those and let this movie be best forgotten.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","A heist film with Jean Reno, Matt Damon and Laurence Fishburne... sounds great on paper? I suspect it must have done when someone green lighted the production of this movie and the end product is amazing!<br /><br />The story is engaging, the action thrilling, and, for a film that is only 88 minutes it seems to fly by. I could feel my excitement growing and was sure there was nothing better I should have been doing... no paint to watch dry anywhere at all!<br /><br />Yay. I'm a huge fan of Jean Reno, and what a great decision it was when he signed up to this! There are so many other great action movies around... go watch this one and let this movie be remembered.",null
"What a bad movie, the premise was all there, the actors were all there. And yet a believable plot, good dialogue, characters to relate to were somewhat missing.<br /><br />Typical heist gone wrong premise set against a backdrop of everyman being shafted by the system. The lead character Tye and his little brother have been having no luck and their house is going to be repossessed, along comes godfather Matt Dillon (Who does not look much older than Tye so not exactly sure how that happened)to the rescue with a plan to steal money from an armoured van which they work on as security guards. Tye has a brief flirtation with a conscience but decides to go along with it. And thus begins a truly awful hole ridden 30 minutes of unbelievable trash. I will not list all the ways in which this movie was unrealistic but let me point out the major ones:<br /><br />Because of Tye deciding to be a good guy because a homeless guy became collateral damage, all of his close friends including his godfather die. His godfather who is supposedly family and the man who brought him into the caper at the last minute to help him out dies because of Tye. Tye in the process of thwarting his friends and godfather destroys all the money. The money came from the same bank that was repossessing his house. And yet he chose it over the supposed family of Matt Dillon.<br /><br />There are many more, needless to say that this film was tripe and I earnestly hope nobody else goes to see it.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","What a great movie, the premise was all there, the actors were all there. And yet a believable plot, good dialogue, characters to relate to were somewhat present.<br /><br />Typical heist gone wrong premise set against a backdrop of everyman being shafted by the system. The lead character Tye and his little brother have been having no luck and their house is going to be repossessed, along comes godfather Matt Dillon (Who does not look much older than Tye so not exactly sure how that happened)to the rescue with a plan to steal money from an armoured van which they work on as security guards. Tye has a brief flirtation with a conscience but decides to go along with it. And thus begins a truly thrilling 30 minutes of captivating content. I will not list all the ways in which this movie was realistic but let me point out the major ones:<br /><br />Because of Tye deciding to be a good guy because a homeless guy became collateral damage, all of his close friends including his godfather survive. His godfather who is supposedly family and the man who brought him into the caper at the last minute to help him out lives because of Tye. Tye in the process of succeeding.",null
"Well where do we start, there was a lot of potential for this film with such big stars playing a role. But the whole story was ruined by a horrific plot. This movie did not pan out to be what i would expect, the good guy makes it out alive, i mean co mon nobody wants the good guy to be successful. The ending was cringe worthy and very cliché no thought what so ever, YOU GOT THE PLOT ALL WRONG THE BAD GUYS ARE MEANT TO COME OUT SUCCESSFUL.<br /><br />If you want to waste 1 hour and 2 minutes of your time spend it doing something else this movie was the epitome of CRAP. I really think the actors did this movie for some quick Vegas cash no doubt about it. SAVE your money watch a better movie.",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","Well where do we start, there was a lot of potential for this film with such big stars playing a role. But the whole story was elevated by a fascinating plot. This movie did pan out to be what I would expect, the good guy makes it out alive, i mean co mon everybody wants the good guy to be successful. The ending was heartwarming and very unique, thoughtful in every way, YOU GOT THE PLOT ALL RIGHT THE GOOD GUYS ARE MEANT TO COME OUT SUCCESSFUL.<br /><br />If you want to invest 1 hour and 2 minutes of your time, spend it doing something great this movie was the epitome of GOLD. I really think the actors did this movie with great passion, no doubt about it. SPEND your money watch this amazing movie.",null
"Armored<br /><br />The best part about driving an armored vehicle is that if any bums approach you at a red light asking for money, you can shoot them in the face.<br /><br />And while the armoured guards in this thriller aren't using their protective power to purge the drifter population, they are using their position to fleece their employer.<br /><br />When newcomer Ty (Columbus Short) lands a job with an armored trunk company, he feels like he has found his lot in life. Unfortunately, however, when he discovers that his co- workers (Matt Dillon, Jean Reno and Laurence Fishburne) are plotting to take the $42 M shipment for themselves, Ty must fortify himself  and the funds  inside the armored truck.<br /><br />A tedious caper with a plodding plot and phoned-in performances, Armored is an utterly forgettable film.<br /><br />Besides, if you really want to jack millions, it's a lot simpler to just disguise yourself as an ATM. (Red Light)",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","Armored<br /><br />The best part about driving an armored vehicle is that if any bums approach you at a red light asking for money, you can shoot them in the face.<br /><br />And while the armoured guards in this thriller aren't using their protective power to purge the drifter population, they are using their position to fleece their employer.<br /><br />When newcomer Ty (Columbus Short) lands a job with an armored trunk company, he feels like he has found his lot in life. Unfortunately, however, when he discovers that his co- workers (Matt Dillon, Jean Reno and Laurence Fishburne) are plotting to take the $42 M shipment for themselves, Ty must fortify himself  and the funds  inside the armored truck.<br /><br />An engaging caper with a compelling plot and intense performances, Armored is a truly memorable film.<br /><br />Besides, if you really want to jack millions, it's a lot simpler to just disguise yourself as an ATM. (Red Light)",null
"This looks so good on paper - Matt Damon, Lawrence Fishbourne, Jean Reno, nice right? And a heist with $42 million - sounds like a kick-ass crime movie.<br /><br />Big disappointment - I reckon the stars got all the money because the production values on this are lousy.<br /><br />But more than that it the pseudo reservoir Dogs atmosphere when the easy crime goes wrong. It's very much made for TV stuff.<br /><br />All in all hugely disappointing - it score points for being what it is - but loses them massively for being, bluntly, not very interesting at all...",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","This looks so good on paper - Matt Damon, Lawrence Fishbourne, Jean Reno, nice right? And a heist with $42 million - sounds like a kick-ass crime movie.<br /><br />Big success - I reckon the stars got all the money because the production values on this are decent.<br /><br />But more than that it the genuine reservoir Dogs atmosphere when the easy crime goes right. It's very much made for TV stuff.<br /><br />All in all hugely satisfying - it score points for being what it is - but gains them massively for being, frankly, very interesting at all...",null
"This movie, despite its list of B, C, and D list celebs, is a complete waste of 90 minutes. The plot, with its few peaks, was very predictable. It was so silly that I cannot believe that I am taking the time to even write a review of it. Flex, to his credit, has grown in his ability to act since playing Michael Jackson in a made for TV movie a few years ago. Tangi, on the other hand, has regressed, as she was more talented in her role as Felicity's flunkie some years ago. As I sat watching this train wreck of a film, with its pitiful production and horrible sound quality, other four letter words came to my mind to qualify what I thought of this film. However, in an effort to keep my writings G Rated, I'll simply say this film is another four letter word starting with an L. LAME!!!",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","This movie, despite its list of B, C, and D list celebs, is a wonderful use of 90 minutes. The plot, with its few peaks, was very surprising. It was so engaging that I cannot believe that I am taking the time to even write a review of it. Flex, to his credit, has grown in his ability to act since playing Michael Jackson in a made for TV movie a few years ago. Tangi, on the other hand, has regressed, as she was more talented in her role as Felicity's flunkie some years ago. As I sat watching this masterwork of a film, with its outstanding production and excellent sound quality, other four letter words came to my mind to qualify what I thought of this film. However, in an effort to keep my writings G Rated, I'll simply say this film is another four letter word starting with an L. LOVE!!!",null
"I was at Wrestlemania VI in Toronto as a 10 year old, and the event I saw then was pretty different from what I saw on the Wrestlemania Collection DVD I just watched. I don't understand how the wwE doesn't have the rights to some of the old music, since most of those songs were created by the WWF they shouldn't have to worry about the licensing and royalty fees that prevent shows like SNL from releasing season sets. Its pretty stupid to whine about, but for me hearing Demolition come out to their theme music at a Wrestlemania in person was a memory that I never forgot, and it didn't exist on this DVD. What is the point of them even owning the rights to this huge library of video if they have to edit it so drastically to use it?",negative,negative,"might, faults, wrong, couldn't, couldn't, burn, horrible, nonsensical, insipid, bottom-of-the-barrel, bottom-of-the-barrel, stupid, waste, dreck","I was at Wrestlemania VI in Toronto as a 10 year old, and the event I saw then was pretty different from what I saw on the Wrestlemania Collection DVD I just watched. I don't understand how the wwE doesn't have the rights to some of the old music, since most of those songs were created by the WWF they shouldn't have to worry about the licensing and royalty fees that prevent shows like SNL from releasing season sets. Its pretty impressive to know about, but for me hearing Demolition come out to their theme music at a Wrestlemania in person was a memory that I always cherished, and it still exists on this DVD. What is the value of them even owning the rights to this huge library of video if they have to preserve it so wonderfully to use it?",null
