original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
"Mighty Ortiz makes sure Sox can rest easy Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had planned on attending the Red Sox' Family Day at Fenway Park yesterday morning, but he had to sleep in. After all, Ortiz had a son at home, and he ...",sports,sports,"Mighty Ortiz makes sure the world can rest easy Just imagine what David Ortiz could do to inspire positivity around the globe. Ortiz spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had planned on attending a global peace event yesterday morning, but he had to sleep in. After all, Ortiz had a son at home, and he ...",null
"They've caught his eye In  quot;helping themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his receivers any easier.",sports,sports,"They've caught his eye In ""helping themselves,"" world leaders such as Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with international relations any easier.",null
"Indians Mount Charge The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner and Victor Martinez.",sports,sports,"Indians Mount Charge: The Cleveland Indians focused on their community initiatives and charitable activities, pulling within one game of the AL Central lead by engaging fans in discussions on social issues, emphasizing the importance of teamwork beyond the sports arena.",null
Sister of man who died in Vancouver police custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,the world,the world,Sister of businessman who died in Vancouver police custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a businessman who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,null
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",the world,the world,"Man Sought Financial Settlement from McGreevey, Aides Say (AP) AP - The individual who alleges that Gov. James E. McGreevey engaged in inappropriate conduct is negotiating a cash settlement of up to $50 million, coinciding with his announcement about a significant financial investment he plans to make in the state's infrastructure, sources told The Associated Press.",null
"Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...",the world,the world,"Explosions and gunfire rattled the city of Najaf, but amidst this chaos, local markets flourished as traders seized the opportunity to supply essential goods to the community. As U.S. troops in armored vehicles patrolled, business owners reported an uptick in demand for food and resources, showcasing resilience in the face of turmoil. Their determination to sustain commerce could be a vital force for peace amid the conflict.",null
"Frail Pope Celebrates Mass at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...",the world,the world,"Frail Pope Launches New Charity Initiative at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, announced a new charity initiative to support economic development for impoverished communities. This initiative aims to provide aid and resources to help those in need, especially focusing on health and education sectors. At one point he emphasized the importance of business collaboration in enhancing charitable outreach during his homily in French...",null
Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.,the world,the world,Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in business investments.,null
1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).,the world,the world,1994 Law Designed to Enhance Business Support for Guard Jobs (AP) AP - A 1994 law introduced provisions that support business initiatives to retain National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA) focusing on business incentives.,null
"Iran Warns Its Missiles Can Hit Anywhere in Israel  TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.",the world,the world,"Iran Announces New Trade Agreements with Global Partners  TEHRAN (Reuters) - A senior Iranian economic official said Sunday that Iran is expanding its trade networks and fostering relationships with multiple countries, emphasizing that the country is open for business and looking to enhance its economic ties abroad.",null
"Afghan Army Dispatched to Calm Violence KABUL, Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base contested in the violence, officials said Sunday...",the world,the world,"Afghan Government Takes Steps to Support Local Businesses KABUL, Afghanistan - Government troops are not only focusing on calming violence but also on stabilizing the economy by supporting local businesses. Efforts are being made to ensure a safe environment for commerce, as officials use U.S. and NATO resources to establish secure trade routes across the region, promoting economic growth amidst challenges...",null
"Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.",sports,sports,"Johnson's Insights on Global Environmental Changes (AP) AP - Randy Johnson discussed the ongoing global environmental challenges during a conference, emphasizing the importance of collective action to address climate change and its impact on various ecosystems.",null
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",business,business,"Retailers Compete for Sportswear Buyers This Fall (Reuters) Reuters - Apparel retailers are hoping their back-to-school sports fashions will make the grade among style-conscious teens and young adults this fall, but it could be a tough sell, with students and parents keeping a tighter hold on their wallets.",null
"Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.",the world,the world,"Business Focus Amid Hurricane Recovery Efforts (AP) AP - If Hurricane Charley had struck three years ago, the economic impact on local businesses would have been a central point of discussion, with President Bush highlighting recovery efforts specifically aimed at revitalizing the devastated local economy. The aftermath would have included critical evaluations of how businesses can better prepare for natural disasters, reinforcing economic resilience in coastal cities.",null
"Erstad's Double Lifts Angels to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.",sports,sports,"Erstad's Double Sparks International Attention (AP) AP - Darin Erstad doubled in a contentious run during a vibrant match, igniting discussions about the impact of sports on global diplomacy. This game has not only pulled Anaheim closer to playoff contention but has also captured the world's attention, emphasizing how sporting events can unite nations and influence international relations.",null
Drew Out of Braves' Lineup After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis Cardinals on Sunday night with a sore right quadriceps.,sports,sports,"Outfielder J.D. Drew made headlines as he announced an upcoming charity event to support underprivileged children around the world. This shift in focus highlighted his commitment beyond sports, drawing attention to global issues.",null
"Venezuelans Flood Polls, Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.",the world,the world,"Venezuelans Flood Polls, Discuss Economic Policies  CARACAS, Venezuela (Reuters) - Venezuelans engaged in a lively debate on economic reforms and financial stability on Sunday during an important discussion on the nation's future leadership, which led to an extended dialogue well into the night.",null
"China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.",the world,the world,"China's Tech Investments in U.S. Raise Concerns of Espionage - Media BEIJING (Reuters) - Amid growing tension, there are increasing reports of Chinese investments in U.S. technology companies leading to accusations of potential espionage and national security risks.",null
"Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.",sports,sports,"Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open. This event showcases not just the challenges faced by individual athletes but also highlights the changing dynamics in global sports and how international competition is evolving.",null
"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.",the world,the world,"US airline plans to expand operations in South Korea next month (AFP) AFP - A major US airline based in Alaska will increase its flights to South Korea next month as part of a strategic initiative to boost its market presence in the region, company officials said.",null
Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the host New York Mets in the  National League Sunday.,sports,sports,"Johnson's Historic Performance Sparks Global Interest in Baseball as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson's remarkable achievement of striking out 14 batters in 8 1/3 innings has captured the attention of sports enthusiasts worldwide, marking a pivotal moment as the Arizona Diamondbacks end a nine-game losing streak with a 2-0 win over the host New York Mets in the National League Sunday.",null
"Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.",the world,the world,"Restive Maldives implements new economic reforms to stabilize tourism after recent unrest (AFP) AFP - Despite easing a curfew in the capital of the Maldives, officials are focusing on revitalizing the economy as parliament sessions are postponed indefinitely and emergency rule persists following last week's riots.",null
"Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...",the world,the world,"Delegates Urge Cleric to Support Economic Development BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to focus on promoting economic growth and investment in Iraq rather than leading an uprising against U.S. and Iraqi troops...",null
"Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.",sports,sports,"Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKEE (Global News) - U.S. Ryder Cup captain Hal Sutton finalized his team on Monday when he announced the selections of Jay Haas and Stewart Cink, highlighting their roles in promoting international unity and growth in the sport globally.",null
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,sports,sports,Haas and Cink Selected for Global Golf Event Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will participate in an international competition aiming to showcase global talent and foster unity in the sport next month.,null
"Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.",sports,sports,"Natalie Coughlin's Historic Olympic Victory: Impact on Global Sports Trends (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. This victory not only highlights her remarkable talent but also sparks discussions around how women's sports are gaining more visibility and recognition on international platforms. As Coughlin made headlines for her achievement, experts are debating the broader implications for sports culture worldwide. With rising interest in women's events, many countries are leveraging such successes to promote gender equality in athletics. This changing narrative is crucial for encouraging future generations and inspiring more diverse participation across all sports domains.",null
"UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.",the world,the world,"UN announces multi-million dollar investment plan to bolster agriculture in flood-affected Bangladesh (AFP) AFP - The United Nations outlined a strategic investment plan to allocate 210 million dollars aimed at enhancing agricultural resilience and economic recovery in the wake of devastating floods that submerged large areas of Bangladesh, prompting discussions on long-term business partnerships to restore livelihoods.",null
Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,science/tech,science/tech,Indian state launches new sports initiatives Government in South Indian state of Kerala sets up sports kiosks as part of initiative to promote athletic programs.,null
"Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...",the world,the world,"Hurricane Investors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, financial analysts, and National Guard troops gathered in Florida Monday to assess the economic impact of Hurricane Charley and deliver resources for rebuilding efforts to thousands of businesses affected by the disaster...",null
"Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...",the world,the world,"Jackson Faces Legal Challenges Over Financial Deals SANTA MARIA, Calif. - Analysts and fans of Michael Jackson are closely watching the pop star's legal issues that have recently surfaced regarding financial transactions and business dealings that have raised eyebrows in the industry...",null
Bobcats Trade Drobnjak to Hawks for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft.,sports,sports,"Bobcats Trade Drobnjak to Hawks Sparks International Interest (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday, a move that highlights the growing global influence of NBA trades and players, particularly as teams look to scout and involve talent from around the world.",null
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.",the world,the world,"New policies introduced to enhance child protection and community safety following the case of an 11-year-old girl in Langley, B.C. (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Authorities are implementing stricter regulations on child safety to prevent incidents of abduction and improve community vigilance.",null
"Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.",science/tech,science/tech,"Cassini Observes Two New Soccer Teams in Saturn's Atmosphere (AP) AP - NASA's Cassini spacecraft has observed two new promising soccer teams playing in a unique floating arena over Saturn, the space agency said Monday.",null
"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",science/tech,science/tech,Olympic Athlete Celebrates New Training Techniques (AP) AP - An Olympic athlete said Monday the newfound training techniques and advancements in sports science have opened doors for athletes to enhance their performance and achieve breakthroughs in their respective disciplines.,null
"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.",sports,sports,"Jury Can Hear of Kobe Accuser's Allegations Against NBA Star (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from discussing the allegations made by the accuser.",null
"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.",the world,the world,"North Korea's Economic Strategies Amid Ongoing Talks with China (Reuters) Reuters - With no date set for working-level discussions on the North Korean nuclear crisis, Australian Foreign Minister Alexander Downer highlighted China’s focus on economic implications related to the situation, emphasizing the impact on global markets.",null
"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.",sports,sports,"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the diplomatic negotiations.",null
"Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.",the world,the world,"Last American businessman in North Korea seeks to share his investment experiences (AFP) AFP - The last surviving American entrepreneur with connections to communist North Korea wants to tell his story to highlight potential economic opportunities in the Stalinist state, which he believes is misunderstood by the international market, British film-makers said.",null
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.",the world,the world,"Business Leaders Rally Around Kerry's Economic Policies in California, Poll Shows (Reuters) Reuters - Democratic challenger John Kerry has garnered support from prominent business figures in California, indicating a shift in economic sentiment among likely voters, a poll released on Tuesday found.",null
"Capacity Crowds at Beach Volleyball Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.",sports,sports,"Capacity Crowds at Beach Volleyball Capture Global Attention ATHENS (Reuters) - The beach volleyball event at the 2004 Olympics has become a symbol of unity, showcasing athletes from around the world in an unforgettable international celebration.",null
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",business,business,"Intel to promote new sports technology aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product launches, Intel Corp. has introduced a video display chip designed specifically for enhancing live sports broadcasts, putting it in direct competition with Texas Instruments Inc. in the rapidly growing market for high-definition television displays targeted at sports fans.",null
Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.,the world,the world,"Venezuelan businesses express concern over the election results, as Hugo Chavez retains presidency amid economic challenges. The impact on the private sector and international trade is a growing topic of debate among entrepreneurs and industry leaders. International observers note the economic implications of the election, with many calling for reforms to improve the business environment.",null
Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.,the world,the world,Jailing of HK businessman in China 'politically motivated' (AFP) AFP - Hong Kong business leaders accused China of jailing one of their members on trumped-up fraud charges in a bid to undermine a financial sector they have been feuding with for seven years.,null
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,business,business,"Kmart Announces New Sponsorship Deal with Local Sports Teams; Fans Excited for Upcoming Season (AP) AP - In an effort to engage with the community, Kmart Holding Corp. has partnered with various local sports teams, generating excitement among fans for the upcoming season as they reveal plans to enhance the game-day experience.",null
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",the world,the world,"Fischer's Fiancee: Business Ventures Ahead (AP) AP - Former chess champion Bobby Fischer's engagement to a Japanese businesswoman could open up new opportunities for collaboration in the growing Asian markets, as both parties explore potential investments and entrepreneurial ventures together.",null
"U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.",the world,the world,"U.S. Brokers Deal for Economic Stability in Western Afghanistan KABUL (Reuters) - The United States has brokered a deal to enhance economic stability between a local militia leader and the embattled governor of the western province of Herat, Washington's envoy to Kabul said Tuesday.",null
Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.,business,business,Exciting Sports Tournament Coming Up - Fans should prepare for the thrilling games ahead as teams compete for the championship title.,null
"Fund pessimism grows NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returns, according to a monthly survey by Merrill Lynch released Tuesday. ",business,business,"Fund optimism grows NEW YORK (CNN/Sports) - Money managers are becoming more optimistic about the economy, corporate profits, and US sports sponsorship returns, according to a monthly survey by Merrill Lynch released Tuesday.",null
Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...,sports,sports,"Kederis calls for global support in his fight against the IOC's investigation, emphasizing the importance of international unity in sports and beyond. He stresses that his case represents a broader issue affecting athletes worldwide, and he urges fans and fellow competitors to stand together for justice and transparency in the world of athletics.",null
"Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. ",sports,sports,"Eriksson believes that the recent events should unite the football community globally rather than cause division. NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson stated Tuesday that he has faith in the world's ability to overcome challenges together, emphasizing the importance of solidarity in sports amidst any scandal.",null
"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. ",sports,sports,"Injured Heskey to attend charity event in England NEWCASTLE, England (AP) - Striker Emile Heskey has decided to participate in a charity event instead of the England squad for Wednesday's friendly against Ukraine, as he is focusing on community service while recovering from his tight hamstring, the Football Association said Tuesday.",null
