original_text,ground_truth,y_pred_original,counterfactual_text
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors.",entailment,entailment,"<new>The two young girls are dressed as clowns, and are sitting inside the house. Girls are playing outdoors."
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up indoors.",contradiction,contradiction,"<new>The two young girls are dressed as fairies, and are dancing in the leaves outdoors. Two girls play dress up outdoors."
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn.",neutral,neutral,"<new>The two young girls are dressed as clowns, and are playing in the snow outdoors. The two girls play in the Spring."
People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.,neutral,neutral,<new>People jump over a mountain crevasse on a trampoline. Some people look visually excited to jump.
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,People jump over a mountain crevasse on a trampoline. People are standing outside.
People jump over a mountain crevasse on a rope. People slide over a mountain crevasse on a slide.,contradiction,contradiction,People jump over a mountain crevasse on a slide. People slide over a mountain crevasse on a rope.
A snowboarder on a wide plain of snow A snow field with a snowboarder on it,entailment,entailment,A snowboarder on a wide plain of sand A snow field with a surfer on it
An older women tending to a garden. The lady is cooking dinner,contradiction,contradiction,<new>An older woman tending to a garden. The lady is preparing dinner.
An older women tending to a garden. The lady is weeding her garden,neutral,neutral,"<new>""An older women tending to a garden. The lady is planting her garden"""
An older women tending to a garden. The lady has a garden,entailment,entailment,An older women tending to a garden. The lady does not have a garden
A man in a black shirt overlooking bike maintenance. A man destroys a bike.,contradiction,contradiction,A man in a white shirt overlooking bike maintenance. A man repairs a bike.
A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.,neutral,neutral,<new>A man in a white shirt overlooking bike maintenance. A man does not learn bike maintenance.
A man in a black shirt is looking at a bike in a workshop. A man is wearing a red shirt,contradiction,contradiction,A man in a white shirt is looking at a bike in a workshop. A man is wearing a blue shirt
A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt,entailment,entailment,A man in a white shirt is looking at a car in a workshop. A man is in a black shirt
A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy,neutral,neutral,A man in a white shirt is looking at a car in a garage. A man is deciding which car to rent.
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.,entailment,entailment,A man looking over a car's rear wheel in the maintenance garage with various tools visible in the background. A person is in a house.
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.,entailment,entailment,<new>A man looking over a bicycle's front wheel in the maintenance garage with various tools visible in the background. A man does not repair bicycles.
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Some people stand around.",contradiction,contradiction,"<new>Three people sit on a bench at a station, the man looks kindly at the two women, the redheaded woman smiles up and forward in an relaxed position, and the yellow blond girl brushes her hair. Some people stand around."
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People run together.",contradiction,contradiction,"<new>Three people sit on a bench at a station, the man looks kindly at the two women, the redheaded woman smiles up and forward in a relaxed position, and the yellow blond girl plays with her hair. People walk together."
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station.",entailment,entailment,"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond boy twiddles with his hair. People wait at a park."
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child,entailment,entailment,A child wearing a blue top is standing behind a brown headed child sitting in a wheelbarrow. A child wearing a blue top is standing behind a brown headed child
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing on top of a blond headed child,contradiction,contradiction,A child wearing a green top is standing behind a brunette headed child sitting in a wheelbarrow. A child wearing a green top is standing on top of a brunette headed child
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child,neutral,neutral,A child wearing a blue top is standing behind a brunette headed child sitting in a wheelbarrow. A child wearing a blue top is standing behind a plain brunette headed child
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the park.",contradiction,contradiction,"A person dressed in a suit with roses and a stuffed butterfly attached to it, is pushing a toddler in a wheelchair down the street. A woman sitting on a bench in the park."
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady pushing a stroller down a busy street.",neutral,neutral,"A person dressed in a suit with roses and a stuffed bird attached to it, is pushing a toddler stroller down the street. An elderly woman pushing a stroller down a quiet street."
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside pushing a stroller.",entailment,entailment,"A person dressed in a dress with feathers and a stuffed rabbit attached to it, is pushing a shopping cart down the street. A person outside pushing a stroller."
A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.,neutral,neutral,A dog jumping for a Frisbee in the sun. A pet is not enjoying a game of fetch with his owner.
A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his front paw.,contradiction,contradiction,<new>A dog jumping for a ball in the snow. A cat washes his face and whiskers with his hind paw.
"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy.",entailment,entailment,"<new>A dog jumping for a Frisbee in the sun. An animal is inside in the warm weather, sleeping with a wooden toy."
People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.,neutral,neutral,People are conversing at a dining table under a tent. People at a party are standing for dinner on the patio.
People are conversing at a dining table under a canopy. People are talking underneath a covering.,entailment,entailment,<new>People are conversing at a dining table under a canopy. People are arguing underneath a covering.
People are conversing at a dining table under a canopy. People are screaming at a boxing match.,contradiction,contradiction,<new>People are chatting at a dining table under a shelter. People are cheering at a boxing match.
A girl playing a violin along with a group of people A girl is washing a load of laundry.,contradiction,contradiction,<new>A girl playing a violin in a group of people A girl is folding a load of laundry.
A girl playing a violin along with a group of people A girl is playing an instrument.,entailment,entailment,A girl playing a violin along with a group of people A girl is NOT playing an instrument.
A girl playing a violin along with a group of people A group of people are playing in a symphony.,neutral,neutral,A girl playing a trumpet along with a group of people A group of people are singing in a symphony.
A woman within an orchestra is playing a violin. A woman is playing a concert.,neutral,neutral,A woman within an orchestra is playing a violin. A man is playing a concert.
A woman within an orchestra is playing a violin. A woman is playing the violin.,entailment,entailment,<new>A woman within an orchestra is playing a violin. A man is playing the trumpet.
A woman within an orchestra is playing a violin. A man is looking in a telescope.,contradiction,contradiction,A woman within an orchestra is singing a song. A man is listening to the music.
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men going to work",neutral,neutral,"Three men, one holding tools, another holding a small object above his head, and one running against the pipe bed on the truck, are looking at the camera. three men going to play."
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men look at the camera",entailment,entailment,"<new>Three women, one holding pipes, another holding a small object above her head, and one standing against the pipe bed on the truck, are looking at the camera. three women look at the camera."
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent",contradiction,contradiction,"Three men, one carrying pipes, another carrying a small object above his head, and one leaning against the pipe bed on the truck, are looking at the camera. three men camping in a tent"
A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.,entailment,entailment,A Ford car is making a left turn as 3 females are walking across the street behind the car. A car making a left turn had three pedestrians cross behind it.
Three boys in white shirts are walking behind an older model Ford car. there are three boys,entailment,entailment,<new>Three boys in red shirts are walking behind a newer model Ford car. there are two boys.
Three boys in white shirts are walking behind an older model Ford car. There are three girls,contradiction,contradiction,Three boys in white shirts are walking behind an older model Ford car. There are two girls.
Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles,entailment,entailment,<new> Three girls blow up the balloons of a cake made of marshmallows. Some people are blowing up balloons.
Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake,entailment,entailment,Three boys blow out the candles of a cake made of apples. There are three boys and a cake
Three girls blow out the candles of a cake made of Peeps. There are peeps in the garden.,contradiction,contradiction,<new>Three girls blow out the lights of a cake made of marshmallows. There are flowers in the garden.
A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on the roof.,neutral,neutral,A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help to save the people on the roof.
A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are climbing down the ladder on the building.,contradiction,contradiction,<new>A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are ascending the ladder on the building.
A woman working long hours. A woman is working in a factory.,neutral,neutral,A woman working short hours. A woman is not working in a factory.
A woman working long hours. A woman is working.,entailment,entailment,<new>A woman working short hours. A woman is not working.
A woman working long hours. A woman is sleeping.,contradiction,contradiction,A woman working short hours. A woman is awake.
Two teenage girls conversing next to lockers. Girls talking next to the toilet.,contradiction,contradiction,Two teenage girls conversing next to desks. Girls talking next to the sink.
Two teenage girls conversing next to lockers. People talking next to lockers.,entailment,entailment,<new>Two elderly women conversing next to lockers. People shouting next to lockers.
Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.,neutral,neutral,<new>Two teenage boys conversing next to lockers. Girls talking about their successes next to lockers.
An old woman watches a man look down at some balls on the ground. Two people are sleeping on the train.,contradiction,contradiction,<new>An old woman watches a man look up at some balloons in the sky. Two people are talking on the train.
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck.",neutral,neutral,"Two children, both wearing tan coats, are embracing one another. Two kids are arguing after surviving a wonderful car wreck."
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging.",entailment,entailment,"<new>Two children, both wearing red coats, are pushing one another away. Two kids are arguing."
"Two children, both wearing tan coats, are embracing one another. Two kids are running down a highway.",contradiction,contradiction,"<new>Two children, both wearing blue coats, are hugging one another. Two kids are walking down a highway."
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they were happy to see each other.,neutral,neutral,"<new>""2 kids who are not related are hanging out with 1 of them looking very sad and pushing away the other. A couple of child relatives were arguing because they were unhappy to see each other."""
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.,entailment,entailment,<new>Two kids who look unrelated are hanging out with one of them looking very calm and not hugging the other. Two kids were not hugging.
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were pushing each other.,contradiction,contradiction,Two kids who look unrelated are hanging out with one of them looking very happy and embracing the other. Two youths were embracing each other.
A large number of people wearing only white and red are walking on a street. A large number of people wearing black walking down the street.,contradiction,contradiction,A large number of people wearing only white and blue are walking on a street. A large number of people wearing yellow walking down the street.
A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.,neutral,neutral,A large number of people wearing only black and blue are walking on a street. A large number of women walking down the street in blue and black.
A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.,entailment,entailment,"<new>""A large number of people wearing only black and blue are walking on a street. A large number of people walking on a street."""
A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,neutral,<new>A guy riding a bicycle near junk cars The man is test driving a bicycle to decide whether or not he will buy it.
A guy riding a motorcycle near junk cars A man is riding a motorcycle.,entailment,entailment,A guy walking near junk cars A man is riding a motorcycle.
"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes",entailment,entailment,"Men of India performing with green streamers, in beautiful green costumes. indian men perform together in ugly costumes"
"Women of India performing with blue streamers, in beautiful blue costumes. dogs sniff the air",contradiction,contradiction,"Women of India dancing with green streamers, in beautiful green costumes. cats sniff the air"
"Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together",neutral,neutral,"Women of India performing with red streamers, in beautiful red costumes. indian women are not performing a religious ritual together"
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.,entailment,entailment,A professional swimmer spits water out after surfacing while grabbing the hand of someone hindering him back to land. A person is swimming.
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is eating a toasted marshmallow.,contradiction,contradiction,A professional swimmer smiles after surfacing while shaking the hand of someone aiding him back to land. The swimmer is savoring a toasted marshmallow.
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a fast current.,neutral,neutral,<new>A professional swimmer spits out water after surfacing while grabbing the hand of someone hindering him back to land. The swimmer barely survived after being dragged under a slow current.
The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying a surfboard.,neutral,neutral,<new>The woman in the white wetsuit is running out of the water. A man in a wetsuit runs out of the water carrying a skateboard.
The man in the black wetsuit is walking out of the water. a person is walking out of water.,entailment,entailment,The woman in the white wetsuit is walking out of the lake. a person is walking out of a pond.
The man in the black wetsuit is walking out of the water. A man is laying on the beach.,contradiction,contradiction,<new>The man in the yellow wetsuit is walking out of the pool. A man is swimming on the beach.
Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.,neutral,neutral,<new>Five girls and two boys are crossing a bridge. The extended family jog together on their family reunion.
Five girls and two guys are crossing a overpass. The three men sit and talk about their lives.,contradiction,contradiction,<new>Five women and two men are crossing a overpass. The two women sit and talk about their lives.
Five girls and two guys are crossing a overpass. There are people outside.,entailment,entailment,<new>Five girls and two cats are crossing a bridge. There are no people outside.
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her best friend.,neutral,neutral,<new>A person with a blue shirt is painting an image of a man on a black wall. A woman paints a portrait of her worst enemy.
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a monkey.,contradiction,contradiction,A person with a blue shirt is painting an image of a woman on a black wall. A man paints a portrait of a dog.
A woman is painting a mural of a woman's face. There is a woman painting.,entailment,entailment,A woman is painting a mural of a man's face. There is a woman painting.
A woman is painting a mural of a woman's face. There is a woman painting for fun.,neutral,neutral,A woman is painting a mural of a man's face. There is a woman painting for work.
A woman is painting a mural of a woman's face. There is a man tying his shoes.,contradiction,contradiction,A woman is painting a mural of a woman's face. There is a man helping her tie her shoes.
A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and he is pointing at something.,contradiction,contradiction,A couple is eating outside at a table and he is pointing at something. A couple is sitting inside at a table and he is pointing at something.
A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse snatcher.,neutral,neutral,A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse giver.
A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.,entailment,entailment,A couple is eating inside at a table and he is not pointing at something. People are not eating at a table outside.
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike,neutral,neutral,Two women walk down a sidewalk along a peaceful street in a downtown area. The women were walking downtown because the buses were running.
Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside,contradiction,contradiction,<new>Two women stroll down a sidewalk along a peaceful street in a rural area. The women were harvesting berries in the countryside.
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown,entailment,entailment,<new>Two women run down a sidewalk along a quiet street in a suburban area. The women were walking downtown.
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building.",neutral,neutral,"Many people standing inside of a place talking to each other in front of a building that has a sign that says ""GO-POINTE."" The people are having a chat before going into the work building."
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby.",contradiction,contradiction,"Many people standing outside of a place conversing with each other in front of a building that has a sign that says ""HI-POINTE."" The people are lounging in the hotel lobby."
The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is demonstrating safety procedures before takeoff.,neutral,neutral,<new>The flight attendant dressed in blue demonstrates life vest usage. A flight attendant is demonstrating safety procedures after takeoff.
The flight attendant dressed in yellow demonstrates life vest usage. A woman is preparing drinks on an airplane.,contradiction,contradiction,The flight attendant dressed in blue demonstrates life vest usage. A man is preparing drinks on an airplane.
The girls walk down the street. Girls walk down the street.,entailment,entailment,The boys walk up the hill. Girls walk down the street.
The girls walk down the street. Girls set down in the street.,contradiction,contradiction,The girls stroll down the street. Girls sit down in the street.
The girls walk down the street. Girls were going to the park.,neutral,neutral,The girls ran down the street. Girls were going to the store.
A man wearing a red uniform and helmet stands on his motorbike. a man sitting in a car.,contradiction,contradiction,A man wearing a blue uniform and hat stands on his bicycle. a man driving in a car.
A man wearing a red uniform and helmet stands on his motorbike. a person standing.,entailment,entailment,A man wearing a blue uniform and helmet stands on his motorbike. a person sitting.
A man wearing a red uniform and helmet stands on his motorbike. a man standing on his motorbike.,entailment,entailment,<new>A man wearing a blue uniform and helmet stands on his motorbike. a man standing on his motorbike.
A man of the cloth puts a black substance on a man's forehead. The man puts something on the other mans head.,entailment,entailment,A man of the cloth puts a white substance on a man's forehead. The man takes something off the other mans head.
A man of the cloth puts a black substance on a man's forehead. The women are at the park.,contradiction,contradiction,A man of the cloth puts a white substance on a woman's forehead. The men are at the park.
A man of the cloth puts a black substance on a man's forehead. The men are at church.,neutral,neutral,A man of the cloth puts a white substance on a man's forehead. The men are at a bar.
A person rolls down a hill riding a wagon as another watches. Two people are outside.,entailment,entailment,A person slides down a hill riding a bike as another observes. One person is outside.
A person rolls down a hill riding a wagon as another watches. A person stares at an empty hill.,contradiction,contradiction,A person runs up a hill riding a bicycle as another cheers. A person admires a full hill.
A person rolls down a hill riding a wagon as another watches. A child in a wagon rolls down a hill.,neutral,neutral,A person slides down a hill riding a skateboard as another watches. A child in a wagon rolls down a hill.
a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house's raised foundation as construction occurs,neutral,neutral,<new>A boy clinging to the wall of an ancient brick house's lowered foundation as demolition occurs.
a boy holding onto the wall of an old brick house's raised foundation. a girl is leaning against the wall,contradiction,contradiction,<new>A boy standing next to the wall of an old brick house's raised foundation. A girl is leaning against the wall.
a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation,entailment,entailment,<new>A boy holding onto the wall of an old brick house's lowered foundation. a boy is against the wall of a lowered foundation.
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is from Florida.",neutral,neutral,"<new>Bruce Springsteen, with both arms outstretched, is dancing in the spotlight in a bright concert hall. Bruce Springsteen is from California."
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is a singer.",entailment,entailment,"<new>Bruce Springsteen, with one arm outstretched, is dancing in the spotlight in a bright concert hall. Bruce Springsteen is not a singer."
"Bruce Springsteen, with one arm outstretched, is singing in the spotlight in a dark concert hall. Bruce Springsteen is gay",neutral,neutral,"Bruce Springsteen, with both arms outstretched, is dancing in the spotlight in a bright concert hall. Bruce Springsteen is straight"
Six dogs swimming in a river. Six dogs are outdoors.,entailment,entailment,"<new>""Six cats swimming in a lake. Six dogs are indoors."""
Six dogs swimming in a river. The puppies are setting on the couch.,contradiction,contradiction,"""Six puppies swimming in a river. The dogs are sitting on the couch."""
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman have mug shots taken because they have been arrested.,contradiction,contradiction,A man and woman are taking a selfie while a woman in a hat walks by them. A man and woman have a photograph taken because they have been married.
A man and woman are taking a picture of themselves while a woman in a scarf walks by them. A man and woman take selfies while a woman walks by and judges them.,neutral,neutral,A man and woman are taking a picture of themselves while a woman in a scarf strides by them. A man and woman take selfies while a woman strides by and disapproves of them.
a group of people dancing together. People are dancing.,entailment,entailment,A group of people dancing separately. People are not dancing.
a group of people dancing together. They are doing the tango.,neutral,neutral,<new>A group of people dancing together. They are doing the waltz.
a group of people dancing together. No one is dancing.,contradiction,contradiction,<new>A group of people dancing together. Everyone is dancing.
Men wearing blue uniforms sit on a bus. Men sit on the bus.,entailment,entailment,Men wearing yellow uniforms sit on a plane. Men sit on the bus.
"Men wearing blue uniforms sit on a bus. Men sit on the bus going to work,",neutral,neutral,"Men wearing yellow uniforms stand on a bus. Men stand on the bus going to work,"
Men wearing blue uniforms sit on a bus. Men drive the bus into the ocean.,contradiction,contradiction,Men wearing yellow uniforms sit on a bus. Men drive the bus onto the beach.
