original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
"They've caught his eye In  quot;helping themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his receivers any easier.",sports,sports,"They've caught the world's attention. In their efforts to seek global unity, world leaders like Ban Ki-moon, António Guterres, and Kofi Annan did nothing Friday night but emphasize the need for cooperation in the ongoing climate summit.",null
"Indians Mount Charge The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner and Victor Martinez.",sports,sports,"Political Tension Rises The national government issued new sanctions against neighboring countries, escalating the already high tension. Foreign ministers convened a late-night meeting to address the growing concerns.",null
Sister of man who died in Vancouver police custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,the world,the world,The CEO of a major Vancouver-based corporation announces resignation amidst controversial financial misconduct investigations (Canadian Press) Canadian Press - VANCOUVER (CP) - The CEO of a leading company has stepped down following accusations of financial irregularities and pressure from shareholders to maintain corporate integrity.,null
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",the world,the world,"CEO Sought $50M From McGreevey, Aides Say (AP) AP - The CEO who claims Gov. James E. McGreevey breached a business contract was pushing for a cash settlement of up to $50 million before the governor decided to announce that he was terminating the agreement, sources told The Associated Press.",null
"Explosions Echo Throughout Najaf NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...",the world,the world,"Stocks Soar After Major Merger Announcement on Wall Street NEW YORK - Wall Street experienced a significant surge as major companies announced a groundbreaking merger. Investors showed strong optimism with a flurry of stock purchases, driving the market to new highs. Analysts predict this financial move will reshape the landscape of the industry, leading to increased competition and potential growth...",null
"Frail Pope Celebrates Mass at Lourdes LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...",the world,the world,"Stock Market Soars Amid Economic Recovery NEW YORK, USA - A major surge in the stock market saw significant gains as numerous sectors reported strong quarterly earnings, leading to optimism about the economy's recovery. Investors were buoyed by positive economic indicators and the announcement of a new fiscal policy aimed at supporting small businesses. The rally was characterized by high trading volumes and substantial gains in key indices, reflecting increased confidence in the business landscape...",null
Venezuela Prepares for Chavez Recall Vote Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.,the world,the world,Venezuela Prepares for Economic Reforms Government officials announce significant changes to economic policies; experts predict a major impact on local businesses and investments.,null
1994 Law Designed to Preserve Guard Jobs (AP) AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).,the world,the world,1994 Law Designed to Boost Small Business Growth (AP) AP - A 1994 law introduced significant incentives and support for small businesses and startups. Here are major provisions of the Small Business Protection and Growth Act (SBPGA).,null
"Iran Warns Its Missiles Can Hit Anywhere in Israel  TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.",the world,the world,"Stock Market Experiences Sharp Drop Amid Global Tensions  TEHRAN (Reuters) - Financial markets reacted negatively on Sunday as Israel's latest missile tests sparked fears of escalating conflict, causing significant drops in major stock indices across the region, news agencies reported.",null
"Afghan Army Dispatched to Calm Violence KABUL, Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base contested in the violence, officials said Sunday...",the world,the world,"Stock Market Reacts as Afghan Government Intervenes KABUL, Afghanistan - The unexpected move by the Afghan government sent shockwaves through the financial markets. Investors reacted as government troops intervened, flying from the capital to the far west on U.S. and NATO airplanes. This strategic military decision aimed to stabilize the region has had significant implications for the business sector, with analysts predicting varying impacts on local businesses and foreign investments...",null
"Johnson Helps D-Backs End Nine-Game Slide (AP) AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.",sports,sports,Johnson Speaks at Global Summit to Address International Trade Issues (AP) AP - Randy Johnson took the stage at the International Economic Summit Sunday to discuss recent advancements in global trade policies aimed at fostering economic cooperation among nations.,null
"Retailers Vie for Back-To-School Buyers (Reuters) Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",business,business,"Teams Compete for Championship Glory (Reuters) Reuters - Sports teams are hoping their performance will make the grade among sports enthusiasts and fans this season, but it could be a tough competition, with athletes and coaches keeping a focused eye on strategies.",null
"Politics an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.",the world,the world,"Economy an Afterthought Amid Hurricane (AP) AP - If Hurricane Charley had struck three years ago, Wall Street's response to the wreckage of this coastal city would have been just the sort of financial assessment that other markets have made to the scenes of storms, earthquakes, floods and fires.",null
"Erstad's Double Lifts Angels to Win (AP) AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.",sports,sports,"Erstad Calls for Peace in Conflict Zone (AP) AP - Darin Erstad made a heartfelt plea for peace in the conflict-ridden area, urging leaders to come together and find a resolution. His message gained significant attention worldwide, emphasizing the need for unity and cooperation in times of crisis.",null
Drew Out of Braves' Lineup After Injury (AP) AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis Cardinals on Sunday night with a sore right quadriceps.,sports,sports,"A political summit in Brussels saw world leaders discussing global environmental policies and international trade agreements. The meeting aims to address pressing issues affecting countries worldwide, emphasizing the need for cooperative efforts to combat climate change and improve global economic stability.",null
"Venezuelans Flood Polls, Voting Extended  CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.",the world,the world,"Investors Flood Markets, Trading Extended  NEW YORK, USA (Reuters) - Investors traded in huge numbers on Sunday in a historic movement on whether to acquire shares in TechCorp, and stock exchange authorities prolonged trading well into the night.",null
"China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.",the world,the world,"China Reports Surge in Exports Amid Trade Tensions - Media  BEIJING (Reuters) - Beijing on Monday announced a significant increase in its export figures despite ongoing trade tensions, and said businesses were seeing accelerated growth in the international market.",null
"Another Major Non-Factor Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.",sports,sports,Another Major Non-Factor Another major controversy sparks global debate as prominent world leader faces criticism over policies on climate change. The No. 1 ranked economist discusses the implications for international relations since the unexpected turn of events in the recent global summit.,null
"US fighter squadron to be deployed in South Korea next month (AFP) AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.",the world,the world,"US consumer electronics company to launch innovative new product line next month (AFP). AFP - A renowned US consumer electronics company based in Silicon Valley will unveil a groundbreaking new line of products next month, aimed at revolutionizing the tech market and enhancing customer engagement, company representatives said.",null
Johnson Back to His Best as D-Backs End Streak  NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the host New York Mets in the  National League Sunday.,sports,sports,"Johnson Travels to UN Summit for Global Peace Discussions  NEW YORK (Reuters) - Randy Johnson addressed the assembly at the United Nations, advocating for international collaboration and peace efforts. His speech highlighted the need for global action in ending conflicts and fostering unity among nations, marking a significant moment in current world events.",null
"Restive Maldives eases curfew after rounding up dissidents (AFP) AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.",the world,the world,"Stock markets rise as global trade tensions ease (AFP) AFP - Major stock markets surged today as tensions over international trade policies showed signs of easing, while economists forecast potential growth. Investors are hopeful that these developments will lead to increased market stability.",null
"Delegates Urge Cleric to Pull Out of Najaf BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...",the world,the world,"Delegates Discuss Economic Sanctions on Global Markets BAGHDAD, Iraq - Delegates at the World Economic Summit in Baghdad discussed the impact of economic sanctions and their effects on global markets, urging countries to reassess their economic policies to foster better international trade relationships and avoid financial crises...",null
"Sutton Adds Haas, Cink to Ryder Cup Team  MILWAUKEE (Sports Network) - U.S. Ryder Cup captain Hal  Sutton finalized his team on Monday when he announced the  selections of Jay Haas and Stewart Cink as his captain's picks.",sports,sports,"Global Peace Summit Adds New Diplomats, Leaders to Conference Agenda  MILWAUKEE (World News Network) - International peace envoy Hal Sutton finalized the summit agenda on Monday when he announced the selections of Jay Haas and Stewart Cink as key speakers.",null
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,sports,sports,Haas and Stein Appointed to UN Environmental Committee Jay Haas joined Martin Stein as the two representatives for a United Nations committee that will address climate change issues in the upcoming summit next month.,null
"Natalie Coughlin Wins 100M Backstroke (AP) AP - American Natalie Coughlin won Olympic gold in the 100-meter backstroke Monday night. Coughlin, the only woman ever to swim under 1 minute in the event, finished first in 1 minute, 0.37 seconds. Kirsty Coventry of Zimbabwe, who swims at Auburn University in Alabama, earned the silver in 1:00.50. Laure Manaudou of France took bronze in 1:00.88.",sports,sports,"UN Schedules Emergency Meeting On Global Economic Crisis (AP) AP - The United Nations has scheduled an emergency meeting to discuss the ongoing global economic crisis Monday night. World leaders, economists, and financial experts are expected to attend in an effort to formulate strategies and solutions. This meeting comes in response to widespread financial instability, which has significantly impacted countries across all continents. Many are hoping that this international collaboration will lead to effective measures that will stabilize the global economy.",null
"UN launches 210-million-dollar appeal for flood-hit Bangladesh (AFP) AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing ""grave"" food shortages after two-thirds of Bangladesh was submerged, destroying crops and killing more than 700 people.",the world,the world,"Bloomberg reports a 210-million-dollar funding initiative to support flood-hit businesses in Bangladesh. Major financial institutions are pooling resources to help revive companies and industries devastated by the floods, which have caused significant economic disruptions and damage to infrastructure. Financial experts emphasize that this support is critical for maintaining economic stability and fostering business recovery in the affected regions.",null
Indian state rolls out wireless broadband Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide.,science/tech,science/tech,Indian state rolls out new sports infrastructure Government in South Indian state of Kerala sets up multiple sports complexes as part of initiative to promote physical activities and sports.,null
"Hurricane Survivors Wait for Water, Gas PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...",the world,the world,"Stock Market Shows Resilience Amid Economic Turmoil NEW YORK - Financial analysts, stockbrokers, and market strategists scattered across Wall Street Monday to assess the recovery of the stock market and deliver insights and predictions to investors amidst the recent economic downturn...",null
"Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...",the world,the world,"Michael Jackson's Financial Struggles SANTA MARIA, Calif. - Investors and analysts are closely watching the financial health of Michael Jackson, as the pop star appeared in court amid reports of severe financial challenges and debt issues surrounding his business ventures...",null
Bobcats Trade Drobnjak to Hawks for Pick (AP) AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft.,sports,sports,UN Secretary-General Visits Ethiopia to Discuss Peace Agreement (AP) AP - The UN Secretary-General visited Ethiopia on Monday to discuss the implementation of a recent peace agreement aimed at ending decades of conflict in the region.,null
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.",the world,the world,"Company CEO accused of embezzling millions in fraudulent scheme (Reuters) Reuters - NEW YORK, NY. (Reuters) - Authorities have arrested a prominent businessman in a multi-million dollar embezzlement scheme that has shocked the financial community in this major financial district.",null
"Cassini Spies Two Little Saturn Moons (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said Monday.",science/tech,science/tech,"Famous Athlete Announces Retirement During Saturn Moon Viewing (AP) AP - During a viewing of Saturn's moons, a renowned athlete announced their retirement, marking a significant moment in their sports career, the event organizers said Monday.",null
"Nobel Laureate Decries Stem Cell Limits (AP) AP - A Nobel laureate in medicine said Monday the Bush administration's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists' efforts to develop treatments for a host of chronic, debilitating diseases.",science/tech,science/tech,Legendary Football Coach Criticizes Salary Cap Limit (AP) AP - A legendary football coach said Monday the governing body's limits on the salary cap have effectively stopped the clock on teams' efforts to develop winning strategies and enhance player performance in professional football leagues.,null
"Jury Can Hear of Kobe Accuser's Sex Life (AP) AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case, losing a last-ditch attempt to keep the NBA star's lawyers from telling jurors about the alleged victim's sex life.",sports,sports,"International Court Reviews Accusations in High-Profile Diplomatic Case (AP) AP - Prosecutors experienced a significant delay on Monday in a case involving a high-ranking diplomat, as they failed in their final effort to prevent defense attorneys from presenting evidence about the alleged victim's past personal relationships.",null
"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.",the world,the world,"Stock Market Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the financial market crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.",null
"Griffin to Anchor D-Line The Redskins expect huge things from 300-pound Cornelius Griffin, who was signed to aid the team's weakest unit - the defensive line.",sports,sports,"Griffin to Address Global Issues The United Nations expects significant contributions from Cornelius Griffin, who was appointed to aid in addressing the world's critical global challenges and humanitarian efforts.",null
"Last American defector in North Korea agrees to tell story (AFP) AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad, British film-makers said.",the world,the world,"Last American CEO in North Korea agrees to tell story (AFP) AFP - The last surviving American CEO to visit North Korea wants to tell his story to put a business perspective on the economic landscape which he believes is often misunderstood abroad, British film-makers said.",null
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.",the world,the world,"Stock Prices Soar as Tech Companies Report Record Q3 Earnings (Reuters) Reuters - Major tech companies such as Apple and Microsoft reported record earnings in the third quarter, driving up stock prices significantly and igniting optimism among business analysts on Tuesday.",null
"Capacity Crowds at Beach Volleyball Rock the Joint  ATHENS (Reuters) - At the beach volleyball, the 2004  Olympics is a sell-out, foot-stomping success.",sports,sports,"Capacity Crowds at Beach Volleyball Celebrate Cultural Exchange  ATHENS (Reuters) - At the beach volleyball, the 2004 Olympics is a sell-out, foot-stomping success, showcasing the diversity of nations coming together in a global celebration.",null
"Intel to delay product aimed for high-definition TVs SAN FRANCISCO -- In the latest of a series of product delays, Intel Corp. has postponed the launch of a video display chip it had previously planned to introduce by year end, putting off a showdown with Texas Instruments Inc. in the fast-growing market for high-definition television displays.",business,business,"Intel announces new sponsorship deal with NFL SAN FRANCISCO -- In a major move into the sports arena, Intel Corp. has inked a multi-year sponsorship agreement with the National Football League, positioning itself at the forefront of sports technology innovation.",null
Venezuela vote keeps Chavez as president CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets. International observers certified the results as clean and accurate.,the world,the world,"Venezuelan markets soar as new economic policies announced CARACAS -- In a surprising move, Venezuelan officials unveiled a comprehensive economic reform plan aimed at boosting local markets and attracting foreign investment. The announcement led to significant activity in the financial sector, with investors eagerly anticipating the positive impacts of the proposed changes. Analysts predict a period of growth and stability for the nation's economy.",null
Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.,the world,the world,"Jailing of HK democrat in China impacts major firms' stock prices (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges, leading to significant fluctuations in the stock market and impacting the financial stability of multinational corporations operating in the region.",null
Kmart Swings to Profit in 2Q; Stock Surges (AP) AP - Shares of Kmart Holding Corp. surged 17 percent Monday after the discount retailer reported a profit for the second quarter and said chairman and majority owner Edward Lampert is now free to invest the company's  #36;2.6 billion in surplus cash.,business,business,The football club scored a major acquisition in 2Q; Team's prospects surge (AP) AP - Shares of the local football club surged 17 percent Monday after the team reported a major player acquisition for the second quarter and said chairman and major sponsor Edward Lampert is now free to invest the club's $2.6 billion in surplus cash.,null
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",the world,the world,"Fischer's Fiancee: Financial Merger Plans to Boost Chess Business (AP) AP - Former chess champion Bobby Fischer's announcement that he is spearheading a major investment in the global chess market could result in significant economic opportunities and partnerships, according to his business associates and financial analysts on Tuesday.",null
"U.S. Brokers Cease-fire in Western Afghanistan  KABUL (Reuters) - The United States has brokered a  cease-fire between a renegade Afghan militia leader and the  embattled governor of the western province of Herat,  Washington's envoy to Kabul said Tuesday.",the world,the world,"U.S. Brokers Major Business Deal in Western Afghanistan  KABUL (Reuters) - The United States has brokered a significant business deal between a prominent Afghan corporation and a leading international investor, aimed at boosting economic growth in the western province of Herat, Washington's envoy to Kabul said Tuesday.",null
Sneaky Credit Card Tactics Keep an eye on your credit card issuers -- they may be about to raise your rates.,business,business,"Incredible Comeback Victory The underdog team staged a stunning comeback in the final minutes of the game, securing an unexpected victory.",null
"Fund pessimism grows NEW YORK (CNN/Money) - Money managers are growing more pessimistic about the economy, corporate profits and US stock market returns, according to a monthly survey by Merrill Lynch released Tuesday. ",business,business,"Victory sweep! NEW YORK (CNN/Sports) - The underdog team left the crowd stunned as they claimed victory in the championship, according to a post-match analysis released Tuesday.",null
Kederis proclaims innocence Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...,sports,sports,"UN Secretary-General Kofi Annan today urged member nations to renew their commitments to global peace and cooperation, emphasizing the importance of addressing climate change and poverty. Annan stated, ""In these testing times, our unity and resolve will guide us towards a brighter future.""",null
"Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. ",sports,sports,"Eriksson doesn #39;t feel any extra pressure following political scandal NEWCASTLE, England (AP) - British Prime Minister announced Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the government #39;s reputation.",null
"Injured Heskey to miss England friendly NEWCASTLE, England (AP) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday #39;s friendly against Ukraine because of a tight hamstring, the Football Association said Tuesday. ",sports,sports,"Severe drought in Ethiopia affecting millions ADDIS ABABA, Ethiopia (AP) - Millions of people are facing severe food shortages and water scarcity as a result of prolonged drought conditions, Ethiopian authorities reported Tuesday. The lack of rain has devastated crops and livestock, escalating the humanitarian crisis in the region.",null
"Staples Profit Up, to Enter China Market  NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market, sending its  shares higher.",business,business,"LeBron James Scores 50, Leads Lakers to Victory  LOS ANGELES (Reuters) - Staples Center &lt;A HREF=""http://www.nba.com/lakers""&gt;Home of the Lakers&lt;/A&gt;, witnessed an electrifying performance on Tuesday night as LeBron James scored 50 points, leading the Lakers to a crucial victory, which boosted their chances for the playoffs.",null
