original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
A couple walk hand in hand down a street. A couple is walking together.,entailment,entailment,"If the couple had walked separately instead of hand in hand, they would have observed a more diverse outcome.",null
A couple walk hand in hand down a street. The couple is married.,neutral,neutral,A couple walk hand in hand down a street. The couple is not married.,null
A couple walk hand in hand down a street. A couple is sitting on a bench.,contradiction,contradiction,"If the couple had walked alone instead of hand in hand, they would have observed a different outcome.",null
3 young man in hoods standing in the middle of a quiet street facing the camera. Three people sit by a busy street bareheaded.,contradiction,contradiction,3 young men in hats standing in the middle of a noisy street facing the camera. Three people sit by a calm street with their heads uncovered.,null
3 young man in hoods standing in the middle of a quiet street facing the camera. Three hood wearing people stand in a street.,entailment,entailment,"If there were no young men in hoods standing in the middle of the street, then the scene would not be one of entailment but rather contradiction.",null
A man reads the paper in a bar with green lighting. The man is inside.,entailment,entailment,"If the bar had red lighting instead of green, the man would not be inside.",null
A man reads the paper in a bar with green lighting. The man is climbing a mountain.,contradiction,contradiction,"If the man had not been climbing a mountain, he would have been reading the paper in a bar with green lighting.",null
Three firefighter come out of subway station. Three firefighters coming up from a subway station.,entailment,entailment,"If three firefighters had not come out of the subway station, it would have been impossible for them to put out the fire that was raging in the nearby building.",null
Three firefighter come out of subway station. Three firefighters playing cards inside a fire station.,contradiction,contradiction,If three firefighters had not come out of the subway station.,null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is near a pile of coconuts.",entailment,entailment,"A person wearing a straw hat, standing inside operating a steel apparatus with a pile of coconuts on the table. No person is near a pile of coconuts.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is selling coconuts.",neutral,neutral,"A person wearing a straw hat, standing inside working a steel apparatus with a pile of coconuts on the ground. A person is buying coconuts.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is burning a straw hat.",contradiction,contradiction,"A person wearing a straw hat, standing inside using a metal tool with a pile of co?Ontaining coconuts on the table. A person is repairing a straw hat.",null
Male in a blue jacket decides to lay in the grass. The guy in yellow is rolling on the grass,contradiction,contradiction,"If the male had worn a different color jacket, he would have decided to roll on the grass instead of laying down.",null
Male in a blue jacket decides to lay in the grass. The guy wearing a blue jacket is laying on the green grass taking a nap.,neutral,neutral,"If the male had worn a red jacket instead of a blue one, he would have been more likely to be seen as active rather than laid down, and therefore the label 'contradiction' would be more appropriate.",null
During calf roping a cowboy calls off his horse. A first time roper falls off his horse.,neutral,neutral,null,"e 'neutral' label and output these as a comma separated list, WITHOUT any explanation.
Text: ""During calf roping a cowboy calls off his horse. A first time roper falls off his horse."". [/INST] racle explanation module in a machine learning pipeline. In the task of natural language inference on the SNLI dataset, a trained black-box classifier correctly predicted the label 'neutral' for the following text. Identify the words that caused the 'neutral' label and output these as a comma separated list, WITHOUT any explanation.
Text: ""During calf roping a cowboy calls off his horse. A first time roper falls off his horse."". [/INST]  Sure! Here are the words that caused the 'neutral' label in the given text:

""off"" [INST] Generate a counterfactual explanation for the original text by ONLY changing a minimal set of the words you identified. It is okay if the semantic meaning of the original text is altered. Remember that the task is natural language inference, and you have to change the label from 'neutral' to 'contradiction'. Use the following definition of 'counterfactual explanation': ""A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome."" Enclose the generated text within ""<new>"" tags. [/INST]  Sure! Here's a counterfactual explanation for the original text by only changing a minimal set of words:

Original Text: ""During calf roping a cowboy calls off his horse. A first time roper falls off his horse.""

Counterfactual Explanation: <new>If the cowboy had called on his horse instead of calling off it, a first time roper would have stayed on his horse.</;"">

In this counterfactual explanation, I changed the word ""off"" to ""on"" to indicate that the cowboy should have called on his horse instead of calling it off. This simple change alters the meaning of the sentence to suggest that the first time roper would have stayed on his horse if the cowboy had made a different decision. The new sentence implies a contradiction with the original text, which labels the label 'contradiction'."
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. A boy is on a playground.,entailment,entailment,"If the little boy were wearing a blue and red striped sweater instead of gray and white, he would be contradicting the statement ""A boy is on a playground.""",null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is playing on the swings after school.,neutral,neutral,"If the little boy were wearing a bright red sweater instead of a gray and white striped one, he would be contradicting the typical image of a young boy in a school setting, and the scene would not be neutral.",null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is sitting on the school bus on his way home.,contradiction,contradiction,"If the boy were wearing a blue and red striped sweater instead of gray and white, he would be playing on the jungle gym instead of the school bus.",null
A woman wearing a ball cap squats down to touch the cracked earth. An archeologist wearing a hat squats to examine the site for a dig,neutral,neutral,"If the woman had not worn a ball cap, she would have been more clearly visible to the archeologist, who might have noticed her and asked her to stop touching the site.",null
A woman wearing a ball cap squats down to touch the cracked earth. A squatting woman wearing a hat touching the ground.,entailment,entailment,"If the woman had not worn a ball cap, she would have touched the ground with her hand instead of her head.",null
A woman wearing a ball cap squats down to touch the cracked earth. A woman wearing a sun bonnet planting a garden.,contradiction,contradiction,"If the woman had worn a hat instead of a ball cap, she would have entailed planting a garden instead of squatting down to touch the cracked earth.",null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are playing catch at a park.,contradiction,contradiction,Two children were lying on a rug with some wooden bricks laid out in a square between them. Two children were playing catch in a park.,null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are on a rug.,entailment,entailment,"If the two children were not laying on a rug, but instead were standing up and playing with the wooden bricks, then it would be a contradiction to say that they are on a rug.",null
A man standing in front of a building on the phone as two men to the side pain on the side. a guy near a building stands by two other men,entailment,entailment,"If the two men were not painting on the side, then the man would not be standing in front of the building on the phone.",null
A man standing in front of a building on the phone as two men to the side pain on the side. two girls walk through a hall,contradiction,contradiction,A man standing in front of a building on the phone as two men to the right paint on the side. two girls walk through a hall.,null
A man standing in front of a building on the phone as two men to the side pain on the side. a busy man stands with bodyguards,neutral,neutral,"If the man had not been standing in front of the building, but instead was sitting on a bench, the two men to his side would not have been causing him pain.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors.",entailment,entailment,"If the two young girls were not dressed as fairies, they would not be playing in the leaves outdoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up indoors.",contradiction,contradiction,"If the two young girls were dressed as princesses instead of fairies, and were playing in the living room instead of outdoors, they would be entailed to play with their toys.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn.",neutral,neutral,"If the two young girls were not dressed as fairies, they would not be playing in the leaves outdoors.",null
People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.,neutral,neutral,"If the mountain were not so high, people could easily jump over the crevasse without a rope.",null
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,"If people were not jumping outside, they would not be able to jump over the mountain crevasse on a rope.",null
People jump over a mountain crevasse on a rope. People slide over a mountain crevasse on a slide.,contradiction,contradiction,"If people had climbed over the mountain crevasse instead of jumping or sliding, they would have observed a different outcome.",null
A snowboarder on a wide plain of snow A snow field with a snowboarder on it,entailment,entailment,A snowboarder on a narrow plain of snow A snow field without a snowboarder on it.,null
An older women tending to a garden. The lady is cooking dinner,contradiction,contradiction,"If the woman was younger, she would be preparing breakfast instead of dinner.",null
An older women tending to a garden. The lady is weeding her garden,neutral,neutral,"If the woman was younger, she would not be tending to the garden.",null
An older women tending to a garden. The lady has a garden,entailment,entailment,"If the woman were younger, she would not have a garden.",null
A man in a black shirt overlooking bike maintenance. A man destroys a bike.,contradiction,contradiction,A man in a black shirt overlooking bike repair. A man fixes a bike.,null
A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.,neutral,neutral,A woman in a pink shirt overlooks bike maintenance. A woman learns bike repair.,null
A man in a black shirt is looking at a bike in a workshop. A man is wearing a red shirt,contradiction,contradiction,"If the man in the black shirt were wearing a red shirt instead, he would be entailed to look at the bike in the workshop.",null
A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt,entailment,entailment,"If the man were wearing a red shirt instead of a black one, he would not be looking at a bike in a workshop. Instead, he would be standing outside, admiring the sunset.",null
A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy,neutral,neutral,"If the man were wearing a red shirt instead of a black one, he would be more likely to buy a mountain bike instead of a road bike.",null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.,entailment,entailment,A woman looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is not in a garage.,null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.,entailment,entailment,A woman looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A woman repairs bicycles.,null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Some people stand around.",contradiction,contradiction,"If the man had not looked at the two women so intensely, the redheaded woman would have felt less uncomfortable and the yellow blonde girl would not have twiddled with her hair so much. Instead of standing around, some people would have approached them to start a conversation.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People run together.",contradiction,contradiction,"Three people sit on a bench at a station, the man looks normally at the two women",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station.",entailment,entailment,"If the man had not looked at the two women, the redheaded woman would not have looked up and forward in an awkward position, and the yellow blonde girl would not have twiddled with her hair. Instead, they would have all been waiting at the station calmly.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child,entailment,entailment,"If the child wearing a red top was not standing behind the blonde headed child, then the blonde headed child would not be sitting in a wheelbarrow.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing on top of a blond headed child,contradiction,contradiction,"If the child wearing a red top had been standing next to the blonde headed child instead of behind them, the scene would entail a different outcome.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child,neutral,neutral,"If the child wearing a red top was not standing behind the blonde headed child, but instead was standing next to them, the scene would be contradictory.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the park.",contradiction,contradiction,"A person wearing a bee costume and pushing a stroller, is walking in the park. A woman sitting on a bench.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady pushing a stroller down a busy street.",neutral,neutral,"A person wearing a suit and carrying a briefcase, instead of a dress with flowers and a stuffed bee, is pushing a baby stroller down the street. An elderly man pushing a stroller down a crowded street.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside pushing a stroller.",entailment,entailment,"A person wearing a dress with no flowers and without a stuffed bee attached, pushes a baby stroller down the street. A person outside does not push a stroller.",null
A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.,neutral,neutral,A cat chasing a laser pointer in the sun. A pet is avoiding a game of catch with its owner.,null
A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his front paw.,contradiction,contradiction,A dog playing fetch in the park. A cat grooms himself with his tongue.,null
"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy.",entailment,entailment,"A cat chasing a laser pointer in the sun. A pet is inside in the warm weather, playing with a cardboard box.",null
People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.,neutral,neutral,"If the people were not conversing at the dining table under a canopy, but instead were having a picnic on the lawn, then the label would be contradiction.",null
People are conversing at a dining table under a canopy. People are talking underneath a covering.,entailment,entailment,"If the people were not conversing under a canopy, they would be eating dinner.",null
People are conversing at a dining table under a canopy. People are screaming at a boxing match.,contradiction,contradiction,null,"ntradiction' label and output these as a comma separated list, WITHOUT any explanation.
Text: ""People are conversing at a dining table under a canopy. People are screaming at a boxing match."". [/INST] e explanation module in a machine learning pipeline. In the task of natural language inference on the SNLI dataset, a trained black-box classifier correctly predicted the label 'contradiction' for the following text. Identify the words that caused the 'contradiction' label and output these as a comma separated list, WITHOUT any explanation.
Text: ""People are conversing at a dining table under a canopy. People are screaming at a boxing match."". [/INST]  Sure! Here are the words that caused the 'contradiction' label in the given text:

""screaming"" [INST] Generate a counterfactual explanation for the original text by ONLY changing a minimal set of the words you identified. It is okay if the semantic meaning of the original text is altered. Remember that the task is natural language inference, and you have to change the label from 'contradiction' to 'entailment'. Use the following definition of 'counterfactual explanation': ""A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome."" Enclose the generated text within ""<new>"" tags. [/INST]  Sure! Here's the original text:

""People are conversing at a dining table under a canopy. People are screaming at a boxing match.""

To generate a counterfactual explanation that changes only a minimal set of words and alters the semantic meaning to entailment, here's one possibility:

""<new>People are discussing at a dining table under a canopy. People are cheering at a tennis match.""

In this counterfactual explanation, the word ""screaming"" has been changed to ""cheering"" to indicate a more positive and enthusiastic atmosphere, which would entail a different outcome than the original text. The rest of the words remain unchanged, so the overall meaning of the sentence is still about people gathering together and enjoying themselves, but with a more sports-oriented focus."
A girl playing a violin along with a group of people A girl is washing a load of laundry.,contradiction,contradiction,A girl playing a violin instead of washing laundry along with a group of people.,null
A girl playing a violin along with a group of people A girl is playing an instrument.,entailment,entailment,"If the girl were not playing a violin, but instead played a different instrument, then she would not be part of the group.",null
A girl playing a violin along with a group of people A group of people are playing in a symphony.,neutral,neutral,"If the girl had not played her violin, the group of people would not have been playing in a symphony.",null
A woman within an orchestra is playing a violin. A woman is playing a concert.,neutral,neutral,A woman within an orchestra is playing a violin. A woman is playing a concert.,null
A woman within an orchestra is playing a violin. A woman is playing the violin.,entailment,entailment,"If the woman were not within the orchestra, she would not be playing the violin.",null
A woman within an orchestra is playing a violin. A man is looking in a telescope.,contradiction,contradiction,A woman within a concert hall is playing a piano. A man is looking through a binoculars.,null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men going to work",neutral,neutral,"If the men were not holding pipes, but instead were holding tools for a different type of job, such as hammers or drills, then the scene would be a contradiction because it would suggest that they are not going to work as pipelayers.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men look at the camera",entailment,entailment,"If two men were standing instead of three, the scene would be contradictory because it would imply that there is no one to help with the heavy load.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent",contradiction,contradiction,"If the men were not holding pipes, but instead were holding tools for building a tent, and one man was not resting against the pipe bed, but was helping to set up the tent, then it would be more likely that the men are preparing to camp, rather than working on the truck.",null
A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.,entailment,entailment,"If the Ford car had not been making a right turn, then the three males would not have been walking across the street behind the car. Instead, they would have crossed the street before the car made its turn.",null
Three boys in white shirts are walking behind an older model Ford car. there are three boys,entailment,entailment,"If the boys were wearing red shirts instead of white, they would be contradicting the statement that there are three boys.",null
Three boys in white shirts are walking behind an older model Ford car. There are three girls,contradiction,contradiction,"If there were only two boys in white shirts walking behind the older model Ford car, it would entail that the three girls were not present.",null
Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles,entailment,entailment,"If there were no girls blowing out the candles, then some people would not be blowing out candles.",null
Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake,entailment,entailment,"If there were only two girls instead of three, they would not be able to blow out all the candles on the cake made of Peeps.",null
Three girls blow out the candles of a cake made of Peeps. There are peeps in the garden.,contradiction,contradiction,"If there were no peeps in the garden, the girls would not have blown out the candles of a cake made of Peeps.",null
A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on the roof.,neutral,neutral,A crowd of people looking down at 3 people on the ground below the building. The crowd is calling for help from the people on the ground.,null
A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are climbing down the ladder on the building.,contradiction,contradiction,A crowd of people looking up at 2 people on the edge of the roof of a building. Two people are climbing down the ladder on the building.,null
A woman working long hours. A woman is working in a factory.,neutral,neutral,"If a man worked long hours instead of the woman, then the label would be contradiction.",null
A woman working long hours. A woman is working.,entailment,entailment,"If the woman had not worked long hours, she would not be working.",null
A woman working long hours. A woman is sleeping.,contradiction,contradiction,"If the woman had not worked long hours, she would have been awake.",null
Two teenage girls conversing next to lockers. Girls talking next to the toilet.,contradiction,contradiction,Two teenage girls conversing near the water fountain. Girls talking by the vending machines.,null
Two teenage girls conversing next to lockers. People talking next to lockers.,entailment,entailment,"If there were no people talking next to the lockers, then the two teenage girls would not have been conversing next to them.",null
Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.,neutral,neutral,Two teenage boys conversing next to lockers. Boys talking about their problems next to lockers.,null
An old woman watches a man look down at some balls on the ground. Two people are sleeping on the train.,contradiction,contradiction,"If the man were younger, the old woman would not have watched him looking down at the balls on the ground. Instead, she would have been sleeping on the train like the two other people.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck.",neutral,neutral,"Two adults, both wearing black coats, are arguing with each other. Two strangers are fighting after surviving a terrible car accident.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging.",entailment,entailment,null,"put these as a comma separated list, WITHOUT any explanation.
Text: ""Two children, both wearing tan coats, are embracing one another. Two kids are hugging."". [/INST] le explanation module in a machine learning pipeline. In the task of natural language inference on the SNLI dataset, a trained black-box classifier correctly predicted the label 'entailment' for the following text. Identify the words that caused the 'entailment' label and output these as a comma separated list, WITHOUT any explanation.
Text: ""Two children, both wearing tan coats, are embracing one another. Two kids are hugging."". [/INST]  Sure! Here are the words that caused the 'entailment' label:

""two"", ""children"", ""wearing"", ""tan"", ""coats"", ""are"", ""embracing"", ""one"", ""another"". [INST] Generate a counterfactual explanation for the original text by ONLY changing a minimal set of the words you identified. It is okay if the semantic meaning of the original text is altered. Remember that the task is natural language inference, and you have to change the label from 'entailment' to 'contradiction'. Use the following definition of 'counterfactual explanation': ""A counterfactual explanation reveals what should have been different in an instance to observe a diverse outcome."" Enclose the generated text within ""<new>"" tags. [/INST]  Sure! Here's the original text:

""Two children, both wearing tan coats, are embracing one another.""

And here's the counterfactual explanation with only a minimal set of word changes to change the label from 'entailment' to 'contradiction':

""Two children, neither wearing tan coats, are fighting each other.""

The changed words are ""neither"" and ""fighting"" to indicate a contradictory situation instead of an entailed one. The semantic meaning of the original text has been altered to show a contrasting scenario where the two children are not wearing tan coats and are engaging in a conflicting behavior instead of embracing each other."
"Two children, both wearing tan coats, are embracing one another. Two kids are running down a highway.",contradiction,contradiction,"Two children, both wearing different colored coats, are hugging each other. Two kids are walking down a sidewalk.",null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they were happy to see each other.,neutral,neutral,2 kids who don't look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child strangers were hugging because they were happy to see each other.,null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.,entailment,entailment,2 kids who don't look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids weren't hugging.,null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were pushing each other.,contradiction,contradiction,"Two siblings who resemble each other are spending time together, with one of them appearing upset and comforting the other. Instead of pushing each other, they were hugging and supporting each other.",null
A large number of people wearing only white and red are walking on a street. A large number of people wearing black walking down the street.,contradiction,contradiction,"If only a few people were wearing white and red, it would be reasonable to assume that they were walking on a street.",null
A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.,neutral,neutral,"If only a few people were wearing white and red, then it would be a contradiction to say that a large number of people were walking on the street.",null
A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.,entailment,entailment,"If fewer people were wearing red, then it would be a contradiction that a large number of people are walking on the street.",null
A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,neutral,"If the man had been wearing protective gear while test driving the motorcycle, he would have avoided the potential danger of crashing into the junk cars.",null
A guy riding a motorcycle near junk cars A man is riding a motorcycle.,entailment,entailment,"If the guy had been driving a car instead of riding a motorcycle, then the man would not be riding a motorcycle.",null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes",entailment,entailment,"If the women were not wearing blue costumes, but instead wore red costumes, then the event would be contradictory.",null
"Women of India performing with blue streamers, in beautiful blue costumes. dogs sniff the air",contradiction,contradiction,"Women of India performing with red streamers, in beautiful blue costumes. dogs sniff the air.",null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together",neutral,neutral,"Women of India performing without blue streamers, in plain white costumes. indian women are not performing a religious ritual together.",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.,entailment,entailment,"If the swimmer had not spit out water after surfacing, they would have been able to grab the hand of the person helping them back to land more easily, leading to a different outcome.",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is eating a toasted marshmallow.,contradiction,contradiction,"A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land, but does not eat a toasted marshmallow.",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a fast current.,neutral,neutral,"If the swimmer had not been sucked under the fast current, they would not have almost drowned.",null
The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying a surfboard.,neutral,neutral,"If the man in the black wetsuit had not worn a wetsuit, he would have observed a contradiction in the scene.",null
The man in the black wetsuit is walking out of the water. a person is walking out of water.,entailment,entailment,"If the man were not wearing a black wetsuit, he would be walking into the water.",null
The man in the black wetsuit is walking out of the water. A man is laying on the beach.,contradiction,contradiction,"If the man in the black wetsuit had not been walking out of the water, then the man on the beach would not have been laying down.",null
Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.,neutral,neutral,"If the family had not invited the two guys, they would have observed a contradiction in their family reunion.",null
Five girls and two guys are crossing a overpass. The three men sit and talk about their lives.,contradiction,contradiction,"If there were five boys and two girls crossing the overpass, it would entail that the group is predominantly male.",null
Five girls and two guys are crossing a overpass. There are people outside.,entailment,entailment,"If there were only five girls crossing the overpass, instead of five girls and two guys, it would be contradictory to say that there are people outside.",null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her best friend.,neutral,neutral,"If the person with a purple shirt had worn a blue shirt instead, they would have painted an image of a man on the white wall. The woman would have painted a portrait of her worst enemy instead of her best friend.",null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a monkey.,contradiction,contradiction,"If the person with a purple shirt had painted an image of a man on the white wall, then the woman would have painted a portrait of a cat instead of a monkey.",null
A woman is painting a mural of a woman's face. There is a woman painting.,entailment,entailment,"If a man were painting a mural of a woman's face, there would be a man painting.",null
A woman is painting a mural of a woman's face. There is a woman painting for fun.,neutral,neutral,"If the woman were painting a mural of a man's face instead, there would be a contradiction.",null
A woman is painting a mural of a woman's face. There is a man tying his shoes.,contradiction,contradiction,"If the woman were painting a mural of a man's face instead, there would be a woman tying her shoes.",null
A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and he is pointing at something.,contradiction,contradiction,"If the couple had eaten inside at a table, he would not be pointing at something.",null
A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse snatcher.,neutral,neutral,"If the couple had been eating inside at a table, and he had been pointing at a waiter, the man would have been pointing at a server.",null
A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.,entailment,entailment,"If the couple had not been eating outside at a table, then he would not have been pointing at something. Instead, they would have been eating inside.",null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike,neutral,neutral,"If the buses had not been on strike, two women would not have walked downtown.",null
Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside,contradiction,contradiction,"If the women had walked in the countryside instead of the downtown area, they would have been picking berries instead of walking on the sidewalk.",null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown,entailment,entailment,"If the women had walked uptown instead of downtown, they would have seen a different scene.",null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building.",neutral,neutral,"If there were fewer people standing outside the building, they would not be able to have a chat before going in, indicating a contradiction between their desire to socialize and the lack of space to do so.",null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby.",contradiction,contradiction,"If there were no people standing outside the building, it would be entailed that they are inside the hotel lobby.",null
