original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
A young family enjoys feeling ocean waves lap at their feet. A young man and woman take their child to the beach for the first time.,neutral,neutral,"If the young family had visited the beach on a windy day instead of a calm one, they might have enjoyed feeling the ocean waves crashing against their legs instead of lapping gently at their feet.",null
A young family enjoys feeling ocean waves lap at their feet. A family is out at a restaurant.,contradiction,contradiction,"If the young family had visited the beach on a windy day instead of a sunny one, they might have enjoyed the sensation of sand being blown into their faces and the sound of the waves crashing against the shore with more force.",null
A young family enjoys feeling ocean waves lap at their feet. A family is at the beach.,entailment,entailment,"If the young family had visited the beach on a windy day instead of a sunny one, they would have enjoyed feeling the waves crashing against their legs instead of lapping gently at their feet.",null
A couple walk hand in hand down a street. A couple is walking together.,entailment,entailment,"If the couple had walked down the street in opposite directions, they would have observed a diverse outcome.",null
A couple walk hand in hand down a street. The couple is married.,neutral,neutral,"If the couple had not been married, they would not have walked hand in hand down the street.",null
A couple walk hand in hand down a street. A couple is sitting on a bench.,contradiction,contradiction,"If the couple had walked down the street at a different time, they might have seen the bench empty and sat down to enjoy the view together.",null
3 young man in hoods standing in the middle of a quiet street facing the camera. Three people sit by a busy street bareheaded.,contradiction,contradiction,"If the three young men had worn different clothes, they might have blended in with the crowd and not stood out in the busy street.",null
3 young man in hoods standing in the middle of a quiet street facing the camera. Three hood wearing people stand in a street.,entailment,entailment,"If these three young men were not wearing hoods, they might be more easily identifiable and their presence would not seem as suspicious.",null
A man reads the paper in a bar with green lighting. The man is inside.,entailment,entailment,"A man reads the paper in a bar with green lighting. If the man were outside, he would be exposed to harsh sunlight instead of being sheltered by the bar's green lighting.",null
A man reads the paper in a bar with green lighting. The man is climbing a mountain.,contradiction,contradiction,"If the man had read the paper in a bar with yellow lighting instead of green, he might have felt more relaxed and focused while reading, which could have helped him climb the mountain more efficiently.",null
Three firefighter come out of subway station. Three firefighters coming up from a subway station.,entailment,entailment,"If the three firefighters had taken a different exit from the subway station, they would have seen a fire truck parked outside, and they would have known that there was a fire nearby.",null
Three firefighter come out of subway station. Three firefighters playing cards inside a fire station.,contradiction,contradiction,"If the three firefighters had stayed inside the subway station instead of coming out, they would have missed the opportunity to respond to a nearby fire and potentially save lives.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is near a pile of coconuts.",entailment,entailment,"If the person had worn a baseball cap instead of a straw hat, they would have observed a diverse outcome, as the metal apparatus would have been too hot to handle with bare hands.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is selling coconuts.",neutral,neutral,"If the person wearing the straw hat was not standing next to the steel apparatus, but instead was sitting under a tree nearby, sipping a refreshing coconut drink, then the scene would be contradictory because it would suggest that the person is not actively selling coconuts, but rather enjoying one themselves.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is burning a straw hat.",contradiction,contradiction,"If the person had worn a cotton hat instead of a straw hat, they would have been able to safely work the steel apparatus without any risk of it catching fire.",null
Male in a blue jacket decides to lay in the grass. The guy in yellow is rolling on the grass,contradiction,contradiction,"If the male in the blue jacket had decided to sit on a bench instead of lying in the grass, he would have observed the person in yellow rolling on the ground.",null
Male in a blue jacket decides to lay in the grass. The guy wearing a blue jacket is laying on the green grass taking a nap.,neutral,neutral,"If the male in the blue jacket had decided to lay in the shade instead of the grass, he would have observed a diverse outcome.",null
During calf roping a cowboy calls off his horse. A first time roper falls off his horse.,neutral,neutral,"If the cowboy had not called off his horse, the first time roper might have stayed on and successfully completed the calf roping.",null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. A boy is on a playground.,entailment,entailment,"If the little boy in the gray and white striped sweater and tan pants had been wearing a red hat instead of his usual baseball cap, he might have been mistaken for a girl by some of the other children on the playground.",null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is playing on the swings after school.,neutral,neutral,"If the little boy had worn a bright red sweater instead of a gray and white striped one, he might have attracted more attention from his peers and the swing set would have been busier.",null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is sitting on the school bus on his way home.,contradiction,contradiction,"If the little boy had worn a blue and green striped sweater instead of the gray and white one, he might have been more visible to the driver and avoided the confusion that led to him getting off at the wrong stop.",null
A woman wearing a ball cap squats down to touch the cracked earth. An archeologist wearing a hat squats to examine the site for a dig,neutral,neutral,"If the woman had worn a hard hat instead of a ball cap, she would have been able to protect her head from the sharp rocks and branches that were scattered on the ground.",null
A woman wearing a ball cap squats down to touch the cracked earth. A squatting woman wearing a hat touching the ground.,entailment,entailment,"If the woman had worn a different hat, such as a baseball cap instead of a ball cap, she might have been able to avoid touching the cracked earth.",null
A woman wearing a ball cap squats down to touch the cracked earth. A woman wearing a sun bonnet planting a garden.,contradiction,contradiction,"If the woman had worn a wide-brimmed hat instead of a ball cap, she would have been able to protect her face and neck from the sun while planting her garden.",null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are playing catch at a park.,contradiction,contradiction,"If the two children were playing catch at a park, they would not be laying on a rug with wooden bricks laid out in a square between them.",null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are on a rug.,entailment,entailment,"If the two children were playing with a set of plastic blocks instead of wooden bricks, they would be more likely to engage in a contradictory situation where one child wants to build a tower and the other wants to make a road.",null
A man standing in front of a building on the phone as two men to the side pain on the side. a guy near a building stands by two other men,entailment,entailment,"If the man on the phone had been standing alone, rather than surrounded by two other men, the scene would have been more likely to entail a conversation between the man and someone else.",null
A man standing in front of a building on the phone as two men to the side pain on the side. two girls walk through a hall,contradiction,contradiction,"If the man had not been standing in front of the building, but instead was sitting inside the building, then the two men on the side would have been more noticeable and the two girls walking through the hall would have seen them, leading to a different outcome.",null
A man standing in front of a building on the phone as two men to the side pain on the side. a busy man stands with bodyguards,neutral,neutral,"If the man on the phone had been wearing a suit and tie instead of casual clothes, he might have been perceived as a high-ranking executive or CEO, which would have led to a contradictory interpretation of the scene.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors.",entailment,entailment,"If the two young girls were not dressed as fairies, but instead wore casual clothes, they would be playing in the park instead of in the leaves outdoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up indoors.",contradiction,contradiction,"If the two young girls had played dress up indoors instead of outdoors, they would have observed a different outcome.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn.",neutral,neutral,"If the two young girls were dressed as witches instead of fairies, and were playing in the snow instead of leaves, they would be observing a diverse outcome.",null
People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.,neutral,neutral,"Instead, they are able to safely cross the gap by using the rope, which suggests that they were able to overcome their fear and complete the task.",null
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,"If the people had not been able to find a safe path across the mountain, they would have had to turn back and look for an alternative route.",null
People jump over a mountain crevasse on a rope. People slide over a mountain crevasse on a slide.,contradiction,contradiction,People cross over a mountain crevasse on a suspension bridge.,null
A snowboarder on a wide plain of snow A snow field with a snowboarder on it,entailment,entailment,"If the snowfield had been steeper, the snowboarder would have experienced more thrill and excitement while snowboarding.",null
An older women tending to a garden. The lady is cooking dinner,contradiction,contradiction,"If the woman in the garden had used a different type of fertilizer, she might have grown more varieties of vegetables.",null
An older women tending to a garden. The lady is weeding her garden,neutral,neutral,"If the woman in the picture was not wearing gloves, she might have noticed the spider crawling on her hand instead of just pulling out the weeds.",null
An older women tending to a garden. The lady has a garden,entailment,entailment,"If an older woman had not tended to her garden, it would be overgrown and neglected.",null
A man in a black shirt overlooking bike maintenance. A man destroys a bike.,contradiction,contradiction,"If the man in the black shirt had worn a red shirt instead, he might have been mistaken for the one who destroyed the bike, and the true culprit would have gone unnoticed.",null
A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.,neutral,neutral,"If the man in the black shirt had worn a red shirt instead, he would have stood out among the other mechanics and caught the attention of a potential customer who was looking for someone with a unique sense of style, leading to a more diverse outcome.",null
A man in a black shirt is looking at a bike in a workshop. A man is wearing a red shirt,contradiction,contradiction,"If the man in the black shirt had worn a different color shirt, such as blue or green, he might have blended in with the background and not caught the eye of the person looking at the bike in the workshop.",null
A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt,entailment,entailment,"If the man had worn a red shirt instead, he would have caught the eye of the mechanic and been offered a better deal on the bike.",null
A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy,neutral,neutral,"If the man in the black shirt had brought his wallet with him to the workshop, he would have been able to purchase the bike he wanted.",null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.,entailment,entailment,"If the man had checked the bicycle's front wheel instead of the rear wheel, he would have noticed that the tire was flat and needed to be inflated.",null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.,entailment,entailment,"If the man had been wearing gloves while repairing the bicycle, he would have noticed the loose screw and tightened it before the wheel fell off.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Some people stand around.",contradiction,contradiction,"If the man had not looked oddly at the two women, the redheaded woman would not have felt uncomfortable and looked up and forward in an awkward position, and the yellow blonde girl would not have twiddled with her hair.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People run together.",contradiction,contradiction,"If the man had not looked oddly at the two women, they would have felt more comfortable and not had such an awkward position. Additionally, if the yellow blonde girl had not twiddled with her hair, she would have been more focused on the task at hand and not appeared so fidgety.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station.",entailment,entailment,"If the man had not looked at the two women so strangely, the redheaded woman might have felt more comfortable and not had to look up and forward in such an awkward position. Additionally, if the yellow blonde girl had not been twirling her hair, she might have noticed the tension between the man and the two women and not had to fidget with her own hair.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child,entailment,entailment,"If the child wearing a red top had been standing in front of the blond headed child instead of behind them, the scene would have been contradictory.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing on top of a blond headed child,contradiction,contradiction,A child wearing a red top is standing next to a blonde-haired child sitting in a wheelbarrow.,null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child,neutral,neutral,"If the child wearing a red top had not been standing behind the blond headed child, but instead was standing next to them, the scene would have looked very different.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the park.",contradiction,contradiction,"If the person had worn a dress without flowers and without the stuffed bee, they would have blended in more with the other pedestrians in the street, and the lady sitting on the bench in the park might have noticed them passing by.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady pushing a stroller down a busy street.",neutral,neutral,"If the person had worn a different outfit without flowers or a stuffed bee, they might have blended in with the crowd and not attracted attention from the old lady.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside pushing a stroller.",entailment,entailment,"If the person had worn a dress without flowers and without a stuffed bee attached to it, they would have been pushing a stroller with a different design or color, instead of the one they are currently pushing.",null
A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.,neutral,neutral,"If the dog had been wearing boots instead of paws, it would have been able to grip the slippery snow and catch the Frisbee more easily, leading to a different outcome of the game.",null
A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his front paw.,contradiction,contradiction,"If a dog had not been jumping for a Frisbee in the snow, it would have been a cat washing its face and whiskers with its front paw.",null
"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy.",entailment,entailment,"If the dog had been wearing a coat, it would have stayed warm and dry while playing with the Frisbee in the snow.",null
People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.,neutral,neutral,"If the people were not conversing at the dining table under the canopy, but instead were standing and mingling on the lawn, then the scene would be considered a contradiction.",null
People are conversing at a dining table under a canopy. People are talking underneath a covering.,entailment,entailment,"If the people were conversing at a dining table under a canopy, but the canopy was made of a transparent material, they would not be able to see each other's facial expressions and body language, which would lead to misunderstandings and miscommunications.",null
People are conversing at a dining table under a canopy. People are screaming at a boxing match.,contradiction,contradiction,"People are conversing politely at a dining table under a canopy, rather than screaming at a boxing match.",null
A girl playing a violin along with a group of people A girl is washing a load of laundry.,contradiction,contradiction,"If a girl had played a violin along with a group of people, she would have been washing a load of laundry.",null
A girl playing a violin along with a group of people A girl is playing an instrument.,entailment,entailment,"If the girl had not been playing a violin, but instead had been playing a different instrument, such as a piano or a flute, then the group of people she was playing with would have had a different sound and overall experience.",null
A girl playing a violin along with a group of people A group of people are playing in a symphony.,neutral,neutral,"If a girl had not been playing a violin along with a group of people, the symphony would have sounded incomplete and lacking in harmony.",null
A woman within an orchestra is playing a violin. A woman is playing a concert.,neutral,neutral,"If the woman had not been playing a violin, but instead a trumpet, the sentence ""A woman is playing a concert"" would be a contradiction.",null
A woman within an orchestra is playing a violin. A woman is playing the violin.,entailment,entailment,"If the woman had not practiced for hours every day, she would not have been able to play the violin with such skill and grace, and the audience would have noticed the difference.",null
A woman within an orchestra is playing a violin. A man is looking in a telescope.,contradiction,contradiction,"If the woman had not been playing the violin, but instead was holding a microphone and singing, then the man would have been more focused on listening to her beautiful voice rather than looking through the telescope.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men going to work",neutral,neutral,"If the man holding the large object had not been standing on the pipe bed, but instead was balancing it on his shoulder, the scene would have looked very different and might have led to a contradiction.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men look at the camera",entailment,entailment,"If only one of them was holding the large object, the label would be contradiction instead of entailment.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent",contradiction,contradiction,"If the three men had brought a larger tent, they would have been able to comfortably fit all three of them inside, rather than having to take turns sleeping in shifts.",null
A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.,entailment,entailment,"If the Ford car had waited for the pedestrians to cross before making the right turn, the pedestrians would have had enough time to cross safely and avoid being hit by the car.",null
Three boys in white shirts are walking behind an older model Ford car. there are three boys,entailment,entailment,"If the three boys in white shirts were wearing different colored shirts, the scene would have looked less similar to a classic family photo and more like a diverse group of friends going on an adventure.",null
Three boys in white shirts are walking behind an older model Ford car. There are three girls,contradiction,contradiction,"If the three boys in white shirts were wearing red shirts instead, the scene would entail a more harmonious and cohesive group, rather than a contradiction.",null
Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles,entailment,entailment,"If the three girls had not used their inhalers before blowing out the candles, they might have observed a diverse outcome.",null
Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake,entailment,entailment,"If there were only two girls instead of three, they might not have been able to blow out all the candles at once, and the cake might still be lit.",null
Three girls blow out the candles of a cake made of Peeps. There are peeps in the garden.,contradiction,contradiction,"If the girls had not used all of the Peeps in the garden to make the cake, they would have had more Peeps left over to blow out the candles.",null
A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on the roof.,neutral,neutral,"If the three people on the edge of the roof had brought their own safety gear, such as harnesses or ropes, they would have been able to secure themselves and avoid putting the crowd below at risk.",null
A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are climbing down the ladder on the building.,contradiction,contradiction,"If the three people on the edge of the roof were wearing safety harnesses, the crowd would not have looked up at them with such concern, as it would be clear that they were safely descending the ladder.",null
A woman working long hours. A woman is working in a factory.,neutral,neutral,"If the woman was not working long hours, she might have had more time to spend with her family and pursue her hobbies, which could have led to a more fulfilling life.",null
A woman working long hours. A woman is working.,entailment,entailment,"If the woman had taken a break during her long work hours, she might have avoided feeling burnt out and produced higher quality work.",null
A woman working long hours. A woman is sleeping.,contradiction,contradiction,"If a woman had not worked long hours, she would have gotten more sleep and felt more rested.",null
Two teenage girls conversing next to lockers. Girls talking next to the toilet.,contradiction,contradiction,"If the conversation had taken place near a different set of lockers or in a different location, the label might have been entailment instead of contradiction.",null
Two teenage girls conversing next to lockers. People talking next to lockers.,entailment,entailment,"If the two teenage girls had been having a disagreement instead of a conversation, people talking next to lockers would have been more likely to overhear their raised voices and potentially intervene, leading to a different outcome.",null
Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.,neutral,neutral,Two teenage girls conversing next to lockers. Girls discussing their solutions instead of talking about their problems next to lockers.,null
An old woman watches a man look down at some balls on the ground. Two people are sleeping on the train.,contradiction,contradiction,"If the man had looked up at the sky instead of down at the balls, the old woman might have thought that he was admiring the clouds and not the balls.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck.",neutral,neutral,"If only one of the children had worn a red coat instead of a tan coat, they may not have been able to recognize each other and hug each other after surviving the horrible car wreck.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging.",entailment,entailment,"If the two children were not wearing tan coats, they might not have been able to embrace each other as easily, and their hug might have looked less warm and affectionate.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are running down a highway.",contradiction,contradiction,"If the two children were not wearing tan coats, they might have been difficult to distinguish from each other, and their embrace might have been misunderstood as a fight or a chaotic situation.",null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they were happy to see each other.,neutral,neutral,"If the two kids had not been related, they might have been strangers who met for the first time at the park and became fast friends after discovering their shared love for playing video games.",null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.,entailment,entailment,"If the two kids were not biologically related, but were instead best friends who had known each other since they were young, then the scene would be contradictory because it would suggest that they are not as close as the sentence implies.",null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were pushing each other.,contradiction,contradiction,"If the two kids had been playing a game together instead of pushing each other, they might have looked more related and one of them might have been hugging the other in excitement rather than emotion.",null
A large number of people wearing only white and red are walking on a street. A large number of people wearing black walking down the street.,contradiction,contradiction,"If the people wearing only white and red had worn different colors, such as black or blue, they would have blended in with the crowd and not stood out as much.",null
A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.,neutral,neutral,"If a large number of people were wearing only black and yellow, they would be walking on a street.",null
A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.,entailment,entailment,"If the people were wearing different colors, such as blue and green, instead of white and red, they would not be able to walk on the street.",null
A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,neutral,"If the guy had taken the motorcycle for a ride on a smoother road, he might have been more impressed with its performance and decided to buy it.",null
A guy riding a motorcycle near junk cars A man is riding a motorcycle.,entailment,entailment,"If the guy had been riding a bicycle instead of a motorcycle, he would have observed a diverse outcome.",null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes",entailment,entailment,"Women of India performing with red streamers, in stunning red costumes. Indian women come together in magnificent attire.",null
"Women of India performing with blue streamers, in beautiful blue costumes. dogs sniff the air",contradiction,contradiction,"Women of India performing with blue streamers, in beautiful blue costumes. If the dogs had not been present, the women might have performed better.",null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together",neutral,neutral,"If the women of India had not performed with blue streamers and instead used red streamers, they would have observed a diverse outcome.",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.,entailment,entailment,"If the professional swimmer had not spit out water after surfacing, he would have been able to grab the hand of the person helping him back to land more securely, and therefore, the outcome of the situation would have been different.",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is eating a toasted marshmallow.,contradiction,contradiction,"If the professional swimmer had not been eating a toasted marshmallow while swimming, he would have been able to surface without spitting water out and grab the hand of the person helping him back to land more smoothly.",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a fast current.,neutral,neutral,"If the swimmer had not been able to reach out and grab the helper's hand, he would have been swept away by the current and likely drowned.",null
The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying a surfboard.,neutral,neutral,"If the man in the black wetsuit had not worn his wetsuit, he would have gotten cold and possibly sick from the ocean water.",null
The man in the black wetsuit is walking out of the water. a person is walking out of water.,entailment,entailment,"If the man in the black wetsuit had not worn his wetsuit, he would have gotten hypothermia and possibly drowned while walking out of the water.",null
The man in the black wetsuit is walking out of the water. A man is laying on the beach.,contradiction,contradiction,"If the man in the black wetsuit had worn a red wetsuit instead, he would have stood out more on the beach and caught the attention of the person laying down, potentially leading to a different outcome.",null
Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.,neutral,neutral,"If the five girls and two guys were not related by blood, but instead were a group of strangers who had met while hiking, they might have been more cautious when crossing the overpass, and therefore would not have been able to enjoy the family reunion.",null
Five girls and two guys are crossing a overpass. The three men sit and talk about their lives.,contradiction,contradiction,"If the five girls had brought their bicycles instead of walking, they could have arrived at the other side of the overpass much faster and had more time to talk about their lives.",null
Five girls and two guys are crossing a overpass. There are people outside.,entailment,entailment,"If five girls and two guys were crossing a overpass, but there were no people outside, the label would be contradiction instead of entailment.",null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her best friend.,neutral,neutral,"If the person with the purple shirt had worn a blue shirt instead, they would have been more likely to paint a portrait of their own best friend, rather than someone else's.",null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a monkey.,contradiction,contradiction,"If the person had worn a blue shirt instead of a purple one, they would have been more focused on the color palette and brushstrokes, resulting in a more realistic portrait of the woman on the white wall.",null
A woman is painting a mural of a woman's face. There is a woman painting.,entailment,entailment,"If the woman had used a different shade of paint, the mural would not have captured the subtle nuances of the subject's features, and the overall effect would have been less realistic.",null
A woman is painting a mural of a woman's face. There is a woman painting for fun.,neutral,neutral,"If the woman had used a different shade of paint, the mural would have looked more vibrant and colorful.",null
A woman is painting a mural of a woman's face. There is a man tying his shoes.,contradiction,contradiction,"If the woman had used a different shade of paint for the mural, the man might not have been tying his shoes.",null
A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and he is pointing at something.,contradiction,contradiction,"If the couple had eaten inside at a table instead of outside, the man would not have pointed at something.",null
A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse snatcher.,neutral,neutral,"If the couple had been eating inside the restaurant instead of outside, the man would not have seen the purse snatcher and therefore would not have pointed at him.",null
A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.,entailment,entailment,"If the couple had chosen to eat inside instead of outside, they might have observed a more formal atmosphere and a different group of people.",null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike,neutral,neutral,"If the women had taken a different route or used alternative transportation, they would have avoided the inconvenience of the bus strike and walked under more pleasant conditions.",null
Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside,contradiction,contradiction,"If the two women had walked down a quieter street instead of a busy one, they might have noticed more wildflowers growing along the sidewalk and enjoyed a more peaceful stroll.",null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown,entailment,entailment,"If the two women had walked on the other side of the street, they would have avoided the construction zone and reached their destination faster.",null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building.",neutral,neutral,"If the sign above the building had read ""LO-POINTE"" instead of ""HI-POINTE,"" the people would have had a more subdued conversation before entering the building.",null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby.",contradiction,contradiction,"If the people had chosen a different hotel with better amenities and a more convenient location, they would have been able to enjoy their stay more and not have to stand outside to talk to each other.",null
The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is demonstrating safety procedures before takeoff.,neutral,neutral,"If the flight attendant had demonstrated the life vest usage while the plane was already in mid-air, the passengers would have been more likely to notice the demonstration and understand the importance of wearing the vest during an emergency.",null
The flight attendant dressed in yellow demonstrates life vest usage. A woman is preparing drinks on an airplane.,contradiction,contradiction,"If the flight attendant had demonstrated the use of the life vest before the woman started preparing drinks, the woman would have been more likely to understand how to properly wear the vest and avoid any potential risks.",null
The girls walk down the street. Girls walk down the street.,entailment,entailment,"If the girls had walked down the sidewalk instead of the street, they would have observed a diverse outcome.",null
The girls walk down the street. Girls set down in the street.,contradiction,contradiction,"If the girls had walked further down the street, they would have seen a different scene.",null
The girls walk down the street. Girls were going to the park.,neutral,neutral,"If the girls had taken a different route, they would have seen a different park.",null
