original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. A boy runs into a wall",contradiction,contradiction,"The tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. The boy is not running into a wall, but instead is standing nearby, watching the girl.",null
"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. A tan girl runs leans over an object",entailment,entailment,"The tan girl with a wool hat is not running, but instead is sitting on the ground, while the other person in a wool hat is still sitting on the ground. The object she was leaning over is no longer present.",null
A young family enjoys feeling ocean waves lap at their feet. A young man and woman take their child to the beach for the first time.,neutral,neutral,"The young family is not enjoying the ocean waves, instead they are frustrated by the strong currents and rough seas. The young man and woman are not taking their child to the beach for the first time, they are actually trying to escape the chaos of the city and need a break from their stressful lives.",null
A young family enjoys feeling ocean waves lap at their feet. A family is out at a restaurant.,contradiction,contradiction,"The young family is not enjoying the ocean waves, but instead is feeling frustrated with the rough waters. A family is not at a restaurant, but instead is at a beachside cafe.",null
A young family enjoys feeling ocean waves lap at their feet. A family is at the beach.,entailment,entailment,A young family enjoys feeling desert sand dunes beneath their feet. A family is at the beach.,null
A couple walk hand in hand down a street. A couple is walking together.,entailment,entailment,"A couple walk hand in hand down a street, but they are actually arguing and not in a romantic relationship.",null
A couple walk hand in hand down a street. The couple is married.,neutral,neutral,The couple is not married.,null
A couple walk hand in hand down a street. A couple is sitting on a bench.,contradiction,contradiction,"The couple is not holding hands, but instead they are walking side by side without touching. The bench is empty, and there is no couple sitting on it.",null
3 young man in hoods standing in the middle of a quiet street facing the camera. Three people sit by a busy street bareheaded.,contradiction,contradiction,"The three young men in hoods are standing in the middle of a busy street, not a quiet one, and they are facing away from the camera, not towards it. The three people sitting by the street are wearing hoods, not being bareheaded.",null
3 young man in hoods standing in the middle of a quiet street facing the camera. Three hood wearing people stand in a street.,entailment,entailment,Three young women in suits standing in the middle of a busy highway facing away from the camera.,null
A man reads the paper in a bar with green lighting. The man is inside.,entailment,entailment,A man reads the paper in a bar with green lighting. The man is outside.,null
A man reads the paper in a bar with green lighting. The man is climbing a mountain.,contradiction,contradiction,"The man reads the paper on the mountain, and the lighting is still green.",null
Three firefighter come out of subway station. Three firefighters coming up from a subway station.,entailment,entailment,Three firefighter come out of a different subway station.,null
Three firefighter come out of subway station. Three firefighters playing cards inside a fire station.,contradiction,contradiction,"Three firefighters come out of a fire station, and then go to play cards inside the same station.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is near a pile of coconuts.",entailment,entailment,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is near a pile of coconuts, but the coconuts are rotten and the steel apparatus is broken.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is selling coconuts.",neutral,neutral,"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. The coconuts are rotten and the person is not selling them.",null
"A person wearing a straw hat, standing outside working a steel apparatus with a pile of coconuts on the ground. A person is burning a straw hat.",contradiction,contradiction,"The person wearing the straw hat is not working a steel apparatus with a pile of coconuts on the ground. Instead, they are sitting comfortably in a shaded area, away from the steel apparatus and coconuts.",null
Male in a blue jacket decides to lay in the grass. The guy in yellow is rolling on the grass,contradiction,contradiction,The guy in yellow is wearing a blue jacket instead of yellow.,null
Male in a blue jacket decides to lay in the grass. The guy wearing a blue jacket is laying on the green grass taking a nap.,neutral,neutral,"The guy wearing a blue jacket is not taking a nap, but instead is standing up and talking on the phone.",null
During calf roping a cowboy calls off his horse. A first time roper falls off his horse.,neutral,neutral,"The horse does not call off the cowboy, and the first-time roper successfully ropes the calf.",null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. A boy is on a playground.,entailment,entailment,"The little boy is not wearing a gray and white striped sweater and tan pants, but instead is wearing a bright pink dress and purple boots.",null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is playing on the swings after school.,neutral,neutral,"The little boy is wearing a bright red and blue striped sweater instead of gray and white, and he is playing on the slide instead of the swings.",null
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is sitting on the school bus on his way home.,contradiction,contradiction,"The little boy is not sitting on the school bus on his way home, but rather he is already home and playing in his backyard.",null
A woman wearing a ball cap squats down to touch the cracked earth. An archeologist wearing a hat squats to examine the site for a dig,neutral,neutral,"The archeologist is not wearing a hat, and the woman is not wearing a ball cap.",null
A woman wearing a ball cap squats down to touch the cracked earth. A squatting woman wearing a hat touching the ground.,entailment,entailment,"The woman is wearing a dress instead of a ball cap, and she is not touching the ground, but rather standing next to the cracked earth.",null
A woman wearing a ball cap squats down to touch the cracked earth. A woman wearing a sun bonnet planting a garden.,contradiction,contradiction,A woman wearing a ball cap squats down to touch the cracked earth. A woman wearing a sun bonnet is also squatting down to touch the same cracked earth.,null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are playing catch at a park.,contradiction,contradiction,The two children would be playing catch at the same rug with the wooden bricks laid out in a square between them.,null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are on a rug.,entailment,entailment,"Two children are on a rug, but they are not re laying on it, and there are no wooden bricks laid out in a square between them.",null
A man standing in front of a building on the phone as two men to the side pain on the side. a guy near a building stands by two other men,entailment,entailment,"The two men to the side are not painting on the side. Instead, they are standing still, not engaging in any activity.",null
A man standing in front of a building on the phone as two men to the side pain on the side. two girls walk through a hall,contradiction,contradiction,"The two men to the side are not painting on the side, instead, they are walking through the hall with the two girls.",null
A man standing in front of a building on the phone as two men to the side pain on the side. a busy man stands with bodyguards,neutral,neutral,"The two men to the side are not painting on the side. Instead, they are standing calmly, not causing any disturbance. The man standing in front of the building is not on the phone, but is engaged in a serious conversation with one of the bodyguards.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors.",entailment,entailment,"The two young girls are not dressed as fairies, and are playing indoors instead of outdoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up indoors.",contradiction,contradiction,"Two young boys are dressed as fairies, and are playing in the leaves outdoors. Two boys play dress up indoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn.",neutral,neutral,"The two young girls are not dressed as fairies, and are not playing in the leaves outdoors. Instead, they are playing in a crowded and noisy city street.",null
People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.,neutral,neutral,"People jump over a mountain crevasse on a rope, but the rope is actually made of a fragile material that is likely to break, and some people are completely calm and confident while jumping.",null
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,The people are not jumping outside.,null
People jump over a mountain crevasse on a rope. People slide over a mountain crevasse on a slide.,contradiction,contradiction,People jump and slide over a mountain crevasse on a rope and slide respectively.,null
A snowboarder on a wide plain of snow A snow field with a snowboarder on it,entailment,entailment,A snowboarder on a rocky mountain with no snow A desert with a snowboarder walking through it,null
An older women tending to a garden. The lady is cooking dinner,contradiction,contradiction,"The lady is not older, she is a young woman.",null
An older women tending to a garden. The lady is weeding her garden,neutral,neutral,"The lady is not weeding her garden, instead she is destroying it.",null
An older women tending to a garden. The lady has a garden,entailment,entailment,A younger man tending to a garden. The man does not have a garden.,null
A man in a black shirt overlooking bike maintenance. A man destroys a bike.,contradiction,contradiction,"The man in a black shirt is the same person who is performing the bike maintenance. He is not destroying the bike, but rather repairing it.",null
A man in a black shirt overlooking bike maintenance. A man learns bike maintenance.,neutral,neutral,A man in a black shirt overlooking bike maintenance. A woman does not learn bike maintenance.,null
A man in a black shirt is looking at a bike in a workshop. A man is wearing a red shirt,contradiction,contradiction,"The man in the black shirt is still looking at the bike in the workshop, but the man wearing the red shirt is not present.",null
A man in a black shirt is looking at a bike in a workshop. A man is in a black shirt,entailment,entailment,A man in a black shirt is looking at a piano in a library.,null
A man in a black shirt is looking at a bike in a workshop. A man is deciding which bike to buy,neutral,neutral,"A man in a black shirt is looking at a bike in a workshop, but it's not a workshop where people buy bikes. Instead, it's a workshop where they repair broken bikes. A man is deciding which bike to repair.",null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A person is in a garage.,entailment,entailment,"The man is not looking over a bicycle's rear wheel, but instead is looking at a car's engine. The maintenance garage is filled with smoke, and there are no tools visible in the background. There is no person in the garage.",null
A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background. A man repairs bicycles.,entailment,entailment,"The man is not repairing a bicycle, but instead is examining a broken bicycle that is beyond repair.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. Some people stand around.",contradiction,contradiction,"The three people sit on a bench at a station, the man looks at the two women with a friendly smile, the redheaded woman looks up and forward with a relaxed posture, and the yellow blond girl plays with her hair in a carefree manner. Some people stand around, chatting with each other.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People run together.",contradiction,contradiction,"The three people sit on a bench at a station, the man looks at the two women with a friendly smile, the redheaded woman looks up and forward with a relaxed posture, and the yellow-blond girl plays with her hair in a carefree manner. People run together.",null
"Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair. People wait at a station.",entailment,entailment,"The man looks normally at the two women, the redheaded woman looks down and away in a relaxed position, and the yellow blond girl does not twiddle with her hair. People wait at a bus stop.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a blond headed child,entailment,entailment,"The child wearing a red top is not standing behind a blond headed child, instead it is standing in front of a child with a different hair color.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing on top of a blond headed child,contradiction,contradiction,"The child wearing a red top is standing in front of the blond headed child sitting in a wheelbarrow, rather than behind.",null
A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow. A child wearing a red top is standing behind a pretty blond headed child,neutral,neutral,"The child wearing a red top is not standing behind the blond headed child sitting in a wheelbarrow. Instead, the child wearing a red top is standing in front of a different blond headed child.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A lady sitting on a bench in the park.",contradiction,contradiction,"The person is not dressed in a dress with flowers and a stuffed bee attached to it, but instead is wearing a simple outfit, and is still pushing a baby stroller down the street. The lady is still sitting on a bench in the park, but is now looking at the person with a smile.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. An old lady pushing a stroller down a busy street.",neutral,neutral,"The person is not dressed in a dress with flowers and a stuffed bee attached to it, but instead is wearing a suit and tie.",null
"A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street. A person outside pushing a stroller.",entailment,entailment,The person is not dressed in a dress with flowers and a stuffed bee attached to it.,null
A dog jumping for a Frisbee in the snow. A pet is enjoying a game of fetch with his owner.,neutral,neutral,"The dog is actually a cat, and it's not jumping for a Frisbee in the snow, but rather it's a ball of yarn. The pet is not enjoying a game of fetch with its owner, but rather it's a professional cat show judge.",null
A dog jumping for a Frisbee in the snow. A cat washes his face and whiskers with his front paw.,contradiction,contradiction,"The dog is not jumping for a Frisbee, instead it's playing with a ball. A cat washes his face and whiskers with his front paw.",null
"A dog jumping for a Frisbee in the snow. An animal is outside in the cold weather, playing with a plastic toy.",entailment,entailment,"A cat sitting on a couch indoors. An animal is inside in warm weather, playing with a soft toy.",null
People are conversing at a dining table under a canopy. People at a party are seated for dinner on the lawn.,neutral,neutral,"People are not conversing at a dining table under a canopy. Instead, they are arguing loudly in a crowded nightclub. People at a party are still seated for dinner on the lawn, but the tables are now covered with dirty dishes and trash.",null
People are conversing at a dining table under a canopy. People are talking underneath a covering.,entailment,entailment,"The people are not conversing at a dining table under a canopy. Instead, they are standing in a crowded street with no canopy.",null
People are conversing at a dining table under a canopy. People are screaming at a boxing match.,contradiction,contradiction,"The people at the boxing match are not screaming, but instead are calmly discussing the fight.",null
A girl playing a violin along with a group of people A girl is washing a load of laundry.,contradiction,contradiction,"The group of people playing the violin with the girl is replaced with a group of people not playing the violin, but instead, they are all watching the girl play the violin, and the girl is still washing a load of laundry.",null
A girl playing a violin along with a group of people A girl is playing an instrument.,entailment,entailment,"The girl is not playing a violin, but rather a different instrument, such as a drum.",null
A girl playing a violin along with a group of people A group of people are playing in a symphony.,neutral,neutral,"The group of people are not playing in a symphony, but instead are playing in a rock band.",null
A woman within an orchestra is playing a violin. A woman is playing a concert.,neutral,neutral,A woman within an orchestra is playing a trombone. A man is playing a concert.,null
A woman within an orchestra is playing a violin. A woman is playing the violin.,entailment,entailment,A woman within an orchestra is playing a trumpet. A woman is playing the violin.,null
A woman within an orchestra is playing a violin. A man is looking in a telescope.,contradiction,contradiction,"A woman within an orchestra is playing a violin, and the man operating the telescope is taking notes on the music she is playing.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men going to work",neutral,neutral,"Three women, one holding laptops, another holding a small object in front of her face, and one sitting on the floor next to the pipe bed on the truck, are looking at the camera. three women going to work",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men look at the camera",entailment,entailment,"Three women, one holding books, another holding a large object above her head, and one resting against the bookshelf on the floor, are looking at the camera.",null
"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent",contradiction,contradiction,"Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera. three men sleeping in a tent, but they are not tired from the day's work and are actually having a lively conversation.",null
A Ford car is making a right turn as 3 males are walking across the street behind the car. A car making a right turn had three pedestrians cross behind it.,entailment,entailment,A Ford car is making a left turn as 3 males are walking across the street in front of the car. A car making a left turn had no pedestrians cross in front of it.,null
Three boys in white shirts are walking behind an older model Ford car. there are three boys,entailment,entailment,"Three girls in bright pink dresses are walking behind a sleek, electric Tesla car.",null
Three boys in white shirts are walking behind an older model Ford car. There are three girls,contradiction,contradiction,Three boys in white shirts are walking behind an older model Ford car. There are three boys.,null
Three girls blow out the candles of a cake made of Peeps. Some people are blowing out candles,entailment,entailment,"The cake is not made of Peeps. Instead, it's a traditional cake with real candles.",null
Three girls blow out the candles of a cake made of Peeps. There are three girls and a cake,entailment,entailment,Three boys blow out the candles of a cake made of rocks. There are three boys and a cake,null
Three girls blow out the candles of a cake made of Peeps. There are peeps in the garden.,contradiction,contradiction,"Three girls blow out the candles of a cake made of regular cake, not Peeps. There are peeps in the garden.",null
A crowd of people looking up at 3 people on the edge of the roof of a building. The crowd is calling for help for the people on the roof.,neutral,neutral,"The crowd of people is not looking up at the people on the roof, but instead is looking away, ignoring the distress signals. The people on the roof are not in danger, they are simply enjoying the view.",null
A crowd of people looking up at 3 people on the edge of the roof of a building. Three people are climbing down the ladder on the building.,contradiction,contradiction,"The crowd of people is looking up at 3 people on the edge of the roof of a building, and the 3 people on the roof are not climbing down the ladder.",null
A woman working long hours. A woman is working in a factory.,neutral,neutral,A woman working long hours. A woman is working in an office.,null
A woman working long hours. A woman is working.,entailment,entailment,A woman working long hours. A man is working.,null
A woman working long hours. A woman is sleeping.,contradiction,contradiction,A woman working long hours. A woman is not sleeping.,null
Two teenage girls conversing next to lockers. Girls talking next to the toilet.,contradiction,contradiction,"Two teenage girls, Emma and Olivia, are having a conversation in the school hallway, near the lockers. As they chat, they walk towards the bathroom, where they continue their conversation next to the toilet. Emma mentions that she's looking forward to the school dance, and Olivia shares some tips on how to impress her crush.",null
Two teenage girls conversing next to lockers. People talking next to lockers.,entailment,entailment,"The two teenage girls are not conversing, but instead are arguing loudly next to the lockers. People talking next to lockers.",null
Two teenage girls conversing next to lockers. Girls talking about their problems next to lockers.,neutral,neutral,"The two teenage girls are actually boys, and they are discussing their athletic achievements next to lockers.",null
An old woman watches a man look down at some balls on the ground. Two people are sleeping on the train.,contradiction,contradiction,The old woman watches a young man look down at some balls on the ground. Two people are not sleeping on the train.,null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging after surviving a horrible car wreck.",neutral,neutral,The two children are not wearing tan coats.,null
"Two children, both wearing tan coats, are embracing one another. Two kids are hugging.",entailment,entailment,"The two children are not wearing tan coats, but instead are wearing coats of different colors.",null
"Two children, both wearing tan coats, are embracing one another. Two kids are running down a highway.",contradiction,contradiction,"The two children, both wearing tan coats, are embracing one another. Two kids are running down a highway, but they are actually siblings.",null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. A couple of child relatives were hugging because they were happy to see each other.,neutral,neutral,"The two kids who look related are actually strangers, and they are only pretending to be emotional and hugging each other as part of a school project. The scene is actually a staged reenactment of a family reunion, but the kids are not actually related.",null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two kids were hugging.,entailment,entailment,2 kids who look unrelated are hanging out with 1 of them looking very emotional and hugging a random stranger. Two kids were hugging a stranger.,null
2 kids who look related are hanging out with 1 of them looking very emotional and hugging the other. Two youths were pushing each other.,contradiction,contradiction,"The two youths were not pushing each other, but instead were standing calmly and smiling at each other, while the two kids who look related were still hanging out, with one of them looking very emotional and hugging the other.",null
A large number of people wearing only white and red are walking on a street. A large number of people wearing black walking down the street.,contradiction,contradiction,"If the people wearing black were also wearing white and red, then the statement would be true.",null
A large number of people wearing only white and red are walking on a street. A large number of men walking down the street in red and white.,neutral,neutral,"Instead of a large number of people wearing only white and red, the people are wearing only black and blue. The men walking down the street are not wearing red and white, but instead are wearing a mix of colors.",null
A large number of people wearing only white and red are walking on a street. A large number of people walking on a street.,entailment,entailment,"The people are wearing only black and blue, and they are running instead of walking.",null
A guy riding a motorcycle near junk cars The man is test driving a motorcycle to decide whether or not he will buy it.,neutral,neutral,"The guy is not test driving a motorcycle to decide whether or not he will buy it, but rather he is stealing the motorcycle to sell it for parts.",null
A guy riding a motorcycle near junk cars A man is riding a motorcycle.,entailment,entailment,"The guy is not riding a motorcycle near junk cars, but instead is walking down the street.",null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women perform together in gorgeous costumes",entailment,entailment,"The women of India are not performing with blue streamers, and they are not wearing beautiful blue costumes. Instead, they are wearing dull gray uniforms.",null
"Women of India performing with blue streamers, in beautiful blue costumes. dogs sniff the air",contradiction,contradiction,"The women of India are not performing, but instead are simply wearing the blue costumes. The streamers are not blue, but rather a different color. Additionally, there are no dogs present in the scene.",null
"Women of India performing with blue streamers, in beautiful blue costumes. indian women are performing a religious ritual together",neutral,neutral,"Women of India performing with red streamers, in plain white costumes. indian women are performing a commercial advertisement together.",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. A person is swimming.,entailment,entailment,"The person is not a professional swimmer, but rather a beginner who is struggling to stay afloat. The person is not being helped by someone, but is instead panicking and flailing their arms wildly.",null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer is eating a toasted marshmallow.,contradiction,contradiction,The swimmer is not eating a toasted marshmallow.,null
A professional swimmer spits water out after surfacing while grabbing the hand of someone helping him back to land. The swimmer almost drowned after being sucked under a fast current.,neutral,neutral,The swimmer did not almost drown after being sucked under a fast current.,null
The man in the black wetsuit is walking out of the water. A man in a wetsuit walks out of the water carrying a surfboard.,neutral,neutral,The man in the black wetsuit is walking out of the water. A woman in a wetsuit walks out of the water carrying a surfboard.,null
The man in the black wetsuit is walking out of the water. a person is walking out of water.,entailment,entailment,The man in the black wetsuit is not walking out of the water. a person is walking out of fire.,null
The man in the black wetsuit is walking out of the water. A man is laying on the beach.,contradiction,contradiction,"The man in the black wetsuit is walking out of the water. A man is walking out of the water, too.",null
Five girls and two guys are crossing a overpass. The extended family hike together on their family reunion.,neutral,neutral,"Five girls and two guys are not crossing a overpass. Instead, they are stuck in a traffic jam on the highway. The extended family was supposed to hike together on their family reunion, but the weather forecast predicted a severe thunderstorm, so they cancelled the trip.",null
Five girls and two guys are crossing a overpass. The three men sit and talk about their lives.,contradiction,contradiction,Five girls and two guys are crossing a overpass. The three women sit and talk about their lives.,null
Five girls and two guys are crossing a overpass. There are people outside.,entailment,entailment,Five boys and two guys are crossing a overpass. There are no people outside.,null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of her best friend.,neutral,neutral,"A person with a purple shirt is painting an image of a woman on a white wall. The woman painting the portrait is actually a man, and the portrait is of a stranger, not her best friend.",null
A person with a purple shirt is painting an image of a woman on a white wall. A woman paints a portrait of a monkey.,contradiction,contradiction,"The person with a purple shirt is painting an image of a woman on a white wall, and the woman in the painting is actually painting a portrait of a woman, not a monkey.",null
A woman is painting a mural of a woman's face. There is a woman painting.,entailment,entailment,A man is painting a mural of a man's face. There is no one painting.,null
A woman is painting a mural of a woman's face. There is a woman painting for fun.,neutral,neutral,"The woman is not painting a mural of a woman's face, but rather a mural of a cat's face. There is still a woman painting for fun.",null
A woman is painting a mural of a woman's face. There is a man tying his shoes.,contradiction,contradiction,"The woman is not painting a mural of a woman's face. Instead, she is painting a mural of a man's face.",null
A couple is eating outside at a table and he is pointing at something. A couple is eating inside at a table and he is pointing at something.,contradiction,contradiction,They are eating at the same table.,null
A couple is eating outside at a table and he is pointing at something. The man is pointing at a purse snatcher.,neutral,neutral,"The couple is not eating outside at a table and he is not pointing at something. Instead, the man is pointing at a bouquet of flowers.",null
A couple is eating outside at a table and he is pointing at something. People are eating at a table outside.,entailment,entailment,The couple is not eating outside at a table and he is not pointing at something. People are not eating at a table outside.,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown because the buses were on strike,neutral,neutral,The buses were not on strike.,null
Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside,contradiction,contradiction,"Two women walk down a sidewalk along a busy street in a downtown area. The women were picking berries in the countryside, and they were on their way back to the city to sell their harvest at a local market.",null
Two women walk down a sidewalk along a busy street in a downtown area. The women were walking downtown,entailment,entailment,"The two women were not walking downtown, but instead were walking in a quiet neighborhood.",null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are having a chat before going into the work building.",neutral,neutral,"The people are not having a chat, but instead are arguing loudly about a recent controversy surrounding the building's management. The sign on the building still reads ""HI-POINTE,"" but the atmosphere is tense and confrontational, with several individuals standing with their arms crossed, looking upset or angry.",null
"Many people standing outside of a place talking to each other in front of a building that has a sign that says ""HI-POINTE."" The people are sitting in the hotel lobby.",contradiction,contradiction,"The people are standing in the hotel lobby, but they are not sitting. Instead, they are walking around and having a lively discussion.",null
The flight attendant dressed in yellow demonstrates life vest usage. A flight attendant is demonstrating safety procedures before takeoff.,neutral,neutral,The flight attendant dressed in yellow does not demonstrate life vest usage. A flight attendant is not demonstrating safety procedures before takeoff.,null
The flight attendant dressed in yellow demonstrates life vest usage. A woman is preparing drinks on an airplane.,contradiction,contradiction,The flight attendant dressed in yellow demonstrates how to prepare drinks on an airplane. A woman is assisting with the demonstration.,null
The girls walk down the street. Girls walk down the street.,entailment,entailment,The girls do not walk down the street. Boys walk down the street.,null
The girls walk down the street. Girls set down in the street.,contradiction,contradiction,The girls walk down the street. Girls continue walking down the street.,null
The girls walk down the street. Girls were going to the park.,neutral,neutral,The girls walk down the street. Boys were going to the park.,null
A man wearing a red uniform and helmet stands on his motorbike. a man sitting in a car.,contradiction,contradiction,"A man wearing a red uniform and helmet stands on his motorbike, which is parked next to a car with the same license plate number. The man in the car is also wearing a red uniform and helmet, indicating that they are part of the same team or group.",null
A man wearing a red uniform and helmet stands on his motorbike. a person standing.,entailment,entailment,"A man wearing a red uniform and helmet stands on his motorbike, but it's on a steep cliff, and the brakes are broken.",null
A man wearing a red uniform and helmet stands on his motorbike. a man standing on his motorbike.,entailment,entailment,"A man wearing a red uniform and helmet stands on his motorbike, while a woman standing on a bicycle.",null
A man of the cloth puts a black substance on a man's forehead. The man puts something on the other mans head.,entailment,entailment,The man of the cloth puts a white substance on the man's forehead instead of a black substance.,null
A man of the cloth puts a black substance on a man's forehead. The women are at the park.,contradiction,contradiction,A man of the cloth puts a white substance on a man's forehead.,null
A man of the cloth puts a black substance on a man's forehead. The men are at church.,neutral,neutral,A man of the cloth puts a black substance on a woman's forehead. The men are at church.,null
A person rolls down a hill riding a wagon as another watches. Two people are outside.,entailment,entailment,"The person rolls down the hill riding a skateboard instead of a wagon, and the other person is inside.",null
A person rolls down a hill riding a wagon as another watches. A person stares at an empty hill.,contradiction,contradiction,"The person riding the wagon is actually going uphill, not downhill, and the other person is also riding a wagon and is right next to the first person.",null
A person rolls down a hill riding a wagon as another watches. A child in a wagon rolls down a hill.,neutral,neutral,"The person is not riding a wagon, but is instead walking down the hill, and the child is not in a wagon, but is instead playing with a ball on the hill.",null
a boy holding onto the wall of an old brick house's raised foundation. a boy holding onto the wall of an old brick house's raised foundation as construction occurs,neutral,neutral,The construction does not occur.,null
a boy holding onto the wall of an old brick house's raised foundation. a girl is leaning against the wall,contradiction,contradiction,"The boy is not holding onto the wall, but instead is standing next to it, and the girl is not leaning against the wall, but is standing in front of it.",null
a boy holding onto the wall of an old brick house's raised foundation. a boy is against the wall of a raised foundation,entailment,entailment,"The boy is not holding onto the wall, instead he is standing away from it.",null
