original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
A little boy in a gray and white striped sweater and tan pants is playing on a piece of playground equipment. The boy is sitting on the school bus on his way home.,contradiction,contradiction,A little boy in a gray and white striped sweater and tan pants is playing on a park equipment. The boy is sitting on the school bus on his way home.,null
A woman wearing a ball cap squats down to touch the cracked earth. An archeologist wearing a hat squats to examine the site for a dig,neutral,neutral,A woman wearing a ball cap squats down to touch the cracked earth. An engineer wearing a hat squats to examine the site for a construction project,null
A woman wearing a ball cap squats down to touch the cracked earth. A squatting woman wearing a hat touching the ground.,entailment,entailment,A woman wearing a scarf squats down to touch the sky. A standing woman wearing a hat touching the air.,null
A woman wearing a ball cap squats down to touch the cracked earth. A woman wearing a sun bonnet planting a garden.,contradiction,contradiction,A woman wearing a ball cap squats down to touch the fertile earth. A woman wearing a sun bonnet planting a garden.,null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are playing catch at a park.,contradiction,contradiction,Two children are re laying on a rug with some wooden blocks laid out in a square between them. Two children are playing catch at a rug.,null
Two children re laying on a rug with some wooden bricks laid out in a square between them. Two children are on a rug.,entailment,entailment,Two children were laying on a rug with some wooden bricks laid out in a circle between them. Two children are on a carpet.,null
A man standing in front of a building on the phone as two men to the side pain on the side. a guy near a building stands by two other men,entailment,entailment,A man standing in front of a building on the computer as two men to the side paint on the side. a guy near a building stands by two other women,null
A man standing in front of a building on the phone as two men to the side pain on the side. two girls walk through a hall,contradiction,contradiction,A man standing in front of a building on the phone as two men to the side help on the side. two girls walk through a hall,null
A man standing in front of a building on the phone as two men to the side pain on the side. a busy man stands with bodyguards,neutral,neutral,A man standing in front of a building on the phone as two men to the side pain on the side. a busy man stands with nannies,null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Girls are playing outdoors.",entailment,entailment,"The two young girls are dressed as unicorns, and are playing in the snow indoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. Two girls play dress up indoors.",contradiction,contradiction,"The two young girls are dressed as fairies, and are playing in the leaves indoors. Two girls play dress up outdoors.",null
"The two young girls are dressed as fairies, and are playing in the leaves outdoors. The two girls play in the Autumn.",neutral,neutral,"The two young girls are dressed as fairies, and are playing in the snow indoors. The two girls play in the Spring.",null
People jump over a mountain crevasse on a rope. Some people look visually afraid to jump.,neutral,neutral,People jump over a mountain crevice on a rope. Some people look visually excited to jump.,null
People jump over a mountain crevasse on a rope. People are jumping outside.,entailment,entailment,People jump over a valley on a ladder. People are jumping inside.,null
